GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	neuro_ceoff	neuro_ELBO_gain	neuro_pval	neuro_FDR
Tmem175_1	1510	635	2.030e-01	4.292e+00	4.544e+00	4.666e+00	1.827e+00	5.591e-02	2.057e-01
Tmem175_3	2836	997	2.218e-01	7.605e+00	3.533e+00	1.385e+00	3.115e-01	4.299e-01	6.384e-01
Tmem176b_9	9813	1787	4.962e-01	-5.729e+00	4.215e+00	2.885e+00	2.242e+00	3.421e-02	1.520e-01
Tmem183a_nmdSE_1	15562	3054	8.233e-01	-5.779e+00	5.031e+00	-3.890e-01	-1.287e+00	1.000e+00	1.000e+00
Tmem209_3	3155	2014	4.135e-01	3.096e+00	4.647e+00	3.176e+00	1.737e+00	6.235e-02	2.195e-01
Tmem209_4	3111	1970	4.135e-01	3.635e+00	4.822e+00	3.270e+00	4.587e-01	3.381e-01	5.645e-01
Tmem209_6	8393	3011	4.549e-01	5.756e+00	3.768e+00	-4.296e-01	4.375e-01	3.496e-01	5.721e-01
Tmem214_2	3324	745	4.624e-01	-5.751e+00	3.500e+00	-1.497e+00	9.969e-01	1.579e-01	3.812e-01
Tmem219_1	2646	1087	2.030e-01	6.190e+00	3.476e+00	-1.125e+00	3.236e-01	4.211e-01	6.296e-01
Tmem219_15	2515	1137	2.406e-01	4.975e+00	4.189e+00	3.398e+00	2.027e+00	4.406e-02	1.785e-01
Tmem222_2	6575	3627	6.241e-01	6.548e+00	3.834e+00	1.966e+00	-5.112e-01	1.000e+00	1.000e+00
Tmem234_nmdSE_1	10317	2283	7.970e-01	-5.925e+00	5.379e+00	-1.320e+00	9.766e-01	1.623e-01	3.849e-01
Tmem234_nmdSE_2	9538	1504	7.932e-01	-5.978e+00	4.475e+00	-6.844e-01	-1.170e+00	1.000e+00	1.000e+00
Tmem234_nmdSE_4	13417	3108	8.008e-01	-5.743e+00	5.326e+00	-1.831e+00	6.104e-01	2.692e-01	4.952e-01
Tmem234_nmdSE_6	13879	3570	8.008e-01	-5.918e+00	5.366e+00	-1.320e+00	1.371e+00	9.779e-02	2.914e-01
Tmem234_nmdSE_7	13026	2717	7.970e-01	-5.915e+00	4.182e+00	-8.492e-01	-5.596e-01	1.000e+00	1.000e+00
Tmem255a_2	6735	2762	3.045e-01	1.158e+00	2.204e+00	-2.262e+00	6.575e+00	2.875e-04	4.289e-03
Tmem25_1	2050	679	1.805e-01	2.214e+00	5.534e+00	2.825e+00	3.260e-01	4.194e-01	6.279e-01
Tmem38a_7	6799	889	2.368e-01	2.929e+00	6.754e+00	2.458e+00	9.033e-02	6.708e-01	8.906e-01
Tmem41a_1	3541	1451	3.346e-01	5.114e+00	5.159e+00	4.206e-02	-4.375e-01	1.000e+00	1.000e+00
Tmem44_nmdSE_2	26379	691	7.632e-01	-6.263e+00	4.110e+00	2.532e+00	1.000e+00	1.573e-01	3.805e-01
Tmem44_nmdSE_3	3765	603	4.850e-01	-3.063e+00	6.327e+00	4.751e-01	-4.749e-02	1.000e+00	1.000e+00
Tmem44_nmdSE_4	3841	679	4.850e-01	-3.112e+00	6.587e+00	1.563e+00	-1.185e-01	1.000e+00	1.000e+00
Tmem57_4	3984	1648	5.188e-01	6.432e+00	3.790e+00	-3.832e+00	1.725e+00	6.326e-02	2.217e-01
Tmem57_nmdSE_2	4101	729	4.586e-01	-7.505e+00	4.643e+00	8.945e-01	1.021e+00	1.530e-01	3.772e-01
Tmem68_7	3519	553	3.496e-01	3.357e+00	4.672e+00	1.298e+00	1.306e-02	8.716e-01	1.000e+00
Tmem80_3	6571	1333	4.474e-01	-1.231e+00	7.120e+00	1.274e+00	9.521e-03	8.902e-01	1.000e+00
Tmpo_3	3806	1184	5.564e-01	1.091e+00	3.428e+00	-5.279e+00	5.303e+00	1.128e-03	1.225e-02
Tmub2_1	30056	1976	7.556e-01	2.509e-01	3.140e+00	2.016e+00	2.057e+00	4.255e-02	1.757e-01
Tnks2_1	5511	1882	5.677e-01	1.945e+00	5.059e+00	-2.617e+00	5.295e-01	3.034e-01	5.306e-01
Tnpo3_nmdSE_1	5698	584	5.902e-01	-7.114e+00	4.571e+00	1.030e+00	-4.614e-02	1.000e+00	1.000e+00
Tom1l2_1	2493	1264	5.263e-01	6.150e+00	3.496e+00	-7.933e+00	2.691e+01	2.204e-13	2.302e-11
Tomm5_2	16874	1423	6.429e-01	-7.923e+00	3.185e+00	-1.077e+00	4.463e-01	3.448e-01	5.705e-01
Tor1aip2_4	8407	532	4.662e-01	-2.841e+00	2.913e+00	1.715e+00	1.477e+00	8.563e-02	2.661e-01
Tpd52_2	1098	316	2.669e-01	-6.878e+00	4.101e+00	5.289e+00	5.573e+00	8.417e-04	9.708e-03
Tpd52l1_1	3096	325	1.504e-01	1.513e+00	3.929e+00	3.210e+00	1.530e+00	8.029e-02	2.576e-01
Tpd52l2_3	6564	2022	5.714e-01	1.683e+00	4.972e+00	2.900e+00	2.052e+00	4.277e-02	1.759e-01
Tpd52l2_6	10914	2397	6.015e-01	-3.693e+00	5.293e+00	-8.783e-01	-4.756e-01	1.000e+00	1.000e+00
Tpm3_2	9585	378	9.211e-01	-7.117e+00	4.879e+00	2.639e-01	-4.917e-01	1.000e+00	1.000e+00
Tpp2_2	1943	470	4.474e-01	-6.003e+00	3.457e+00	-2.993e+00	1.208e+00	1.200e-01	3.310e-01
Tpra1_5	3861	1912	3.835e-01	4.149e+00	5.881e+00	1.811e+00	-1.152e+00	1.000e+00	1.000e+00
Tpra1_nmdSE_1	3609	947	3.947e-01	4.611e+00	4.078e+00	3.332e+00	2.710e-01	4.616e-01	6.676e-01
