X_scVI1,X_scVI2,X_scVI3,X_scVI4,X_scVI5,X_scVI6,X_scVI7,X_scVI8,X_scVI9,X_scVI10,X_umap1,X_umap2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_tsne1,X_tsne2
-0.7324392,0.69265616,0.7642581,0.78589416,-0.36483625,-0.43698448,-0.44787592,0.31130213,-1.6452887,-1.1448207,1.4046699,3.64281,-8.049916,20.139147,-5.9961953,1.662397,-3.0811265,2.2221518,-0.58865595,-2.4487255,0.21395689,3.9044604,-0.88526636,0.2552338,-1.2839351,0.2529064,0.882305,-0.68827504,0.6638382,-0.5050996,-2.900438,0.59180003,-0.3616084,-0.11701744,0.7884511,0.9030831,-2.3753407,2.2403393,2.6079626,2.3366868,-0.9980932,0.08672869,-3.7191064,-0.5298188,1.0844896,-0.09129695,-0.34763956,0.33013707,-0.93815386,0.4631632,-0.31686783,-1.5425086,-0.35998654,-0.023540346,-0.9799198,-0.05659588,1.5075083,1.0205559,-0.7706862,-0.21601884,0.45021772,-0.003693965,49.364086,30.195509
0.21875131,0.6270536,-0.82822704,1.0429966,-0.95997745,-0.26093286,1.7861254,0.16444147,-0.3152246,-0.22617461,6.583378,7.458266,-6.1568284,10.225138,7.24085,-5.823713,15.3763275,0.6874425,-0.20878996,0.35228717,-0.801259,1.6499671,-0.36074963,-1.4967072,0.046756316,-0.49929813,-0.73623013,-0.6722963,1.3843436,-1.2266895,1.5013745,-1.5334198,-0.90105385,0.40374938,0.51243275,-0.7338729,-0.87010914,0.7298717,-0.236802,-1.133043,0.86448884,1.0332355,-0.14561221,1.4628489,-2.3109581,0.6715653,-0.33265525,-0.045134854,0.4488245,-0.02600741,-1.294346,-2.0467749,-1.2007608,-0.54414654,0.056324404,-0.058271993,-0.21757637,0.7251389,1.2560787,-0.98834115,0.114286385,-0.8979113,1.1634231,-87.32395
-0.66014606,0.69710565,0.7958441,0.77745414,-0.40320215,-0.40830857,-0.4293731,0.27954334,-1.655634,-1.187626,1.3001157,3.5302293,-7.9688416,20.01592,-5.927473,1.7243704,-3.1706777,2.3486497,-0.5397084,-2.6154337,0.29635862,3.97106,-1.1172197,0.36917123,-1.3206435,0.4138358,1.0319841,-0.7428707,0.5874879,-0.6428542,-2.8232963,0.6042785,-0.43312362,-0.070187606,0.6120853,0.8447763,-2.3263907,2.2764728,2.6030865,2.3741064,-1.0784937,0.18689173,-3.8156512,-0.46640238,1.0222895,-0.027148997,-0.5542632,0.25144753,-0.85380536,0.4677888,-0.32497272,-1.5966144,-0.3207065,0.06447974,-0.9061632,-0.007697361,1.5723087,0.97992575,-1.1234066,-0.08307703,0.42881432,-0.19309348,49.35838,30.198545
-0.68774897,0.15575224,-0.60688484,-1.3768864,0.25765073,-0.041421294,-0.93325824,0.7549362,0.85423,-1.4045043,-2.4690816,9.98778,-6.8365602,-8.652673,-2.4728415,0.33245036,-0.18312585,1.048992,0.040926054,-0.8211459,-0.89759684,2.12314,0.032140706,-1.5229745,-0.3131159,-0.3351521,-0.47130227,-1.025373,1.4385873,-0.10623801,-0.8524494,0.7353226,-0.37221223,1.9295604,0.59967375,-0.79039675,-0.14239135,-0.4908258,-0.91933334,-1.2184658,0.47247526,0.19086638,0.50061285,-0.06376932,0.69744503,0.0979496,0.12969233,-0.16472179,-1.5291196,-0.7806903,0.6757229,-0.27268052,-0.19563268,-0.59781146,-1.2643372,0.28378025,-0.43130136,0.40927935,0.7067859,-0.16127104,0.80913705,-0.8448794,-14.794344,14.003117
-0.59971637,0.19531012,-0.52025306,-1.3616418,0.25407398,0.051879823,-0.9206354,0.7291329,0.8881698,-1.3605944,-2.3775685,9.900799,-6.905151,-8.589861,-2.3788607,0.30696496,-0.37767112,1.0040318,0.14103134,-0.86147124,-0.8137789,2.0690835,0.077139735,-1.2420442,-0.25737137,-0.3915192,-0.37357494,-1.1240932,1.448687,-0.12183218,-0.677833,0.53322035,-0.3444649,1.7724363,0.6557668,-0.8578997,-0.14361991,-0.68024707,-0.70700556,-1.255176,0.42112324,0.24887817,0.48958412,-0.07900613,0.559603,0.016866347,-0.054986924,0.009696539,-1.607044,-0.5610752,0.67808366,-0.2090949,-0.23906451,-0.27022213,-1.3054194,0.40973875,-0.34758034,0.25904918,0.739705,-0.013145281,0.83450335,-0.8407923,-14.803436,13.998742
-1.8113475,0.8090985,-1.0694697,1.9515988,1.9766071,2.311204,-0.5630576,-3.8649204,2.0438607,-0.2677188,8.539926,12.480885,-1.4794719,-2.89928,3.6495683,0.30827132,-2.4105253,5.4450426,2.5004687,1.3315078,1.5832038,-4.393681,4.270095,-1.9844592,5.7233086,2.477971,-0.9159032,-0.44595382,1.9459038,1.9360884,0.24390231,0.83239263,0.27216807,2.0455327,0.20086458,-2.1036408,3.2105608,1.338388,-0.76093626,4.2427783,2.0114057,-1.7895123,-2.0442848,1.2032063,0.28703707,0.82674783,0.37310344,0.48539692,2.4181318,0.38338178,2.4506185,-2.3115063,-0.33404076,0.9535988,2.1224623,1.2493523,-0.26583087,1.9233322,-0.11499343,0.16602227,-0.147803,0.08907821,13.278336,21.750256
-1.8875113,0.7900725,-1.1649711,1.9023973,1.9261963,2.343098,-0.49741286,-3.8379114,2.1298983,-0.15712847,8.499433,12.498702,-1.4339129,-3.116173,3.9783742,0.22826095,-1.9511015,5.74322,2.8586926,1.1548027,1.3050644,-4.7717357,4.0202737,-2.2103913,5.419978,2.5990076,-1.156185,-0.43455055,2.1651187,1.9522425,0.3479858,0.55985165,-0.1306706,1.8697268,-0.11889025,-2.0112565,2.8763251,1.4451257,-1.0449914,3.9066045,2.3487768,-1.9039176,-1.6575462,1.5555457,0.27623725,0.42991886,0.50615263,1.3649926,2.4081757,0.15890062,2.275258,-2.3446355,-0.65948236,0.6588524,2.2524052,1.1941669,0.14244089,2.0914154,0.050855123,0.5111621,0.073712565,0.12826984,13.205539,21.795938
-0.36309493,1.4499005,0.94884807,0.838881,0.16480833,1.0707724,0.06903309,0.43172425,-1.4957488,-0.6421639,0.016252168,2.6548612,-7.9901237,16.618225,-5.496266,1.9708935,-3.3296378,4.710746,0.5743085,-0.37840435,-0.76148087,0.9493219,-1.290627,1.0207093,-1.4806126,-0.23995794,2.932562,0.5150122,1.5158781,-0.57728434,-0.65439254,-1.4606421,-0.17299612,-1.9724529,1.4220505,0.1870297,1.2177182,-0.6142891,-0.17660078,1.8375853,-1.8465638,-3.1074119,-1.1040074,-0.19911033,-0.5566034,0.16869509,-0.057788394,-0.5997552,-0.1712981,1.1998098,-1.356153,-0.8690714,-0.75280505,0.32049513,-2.5269883,1.2735503,-2.211021,0.3842897,-1.0102198,-1.7994949,-0.50133044,-0.7139225,43.19016,30.660513
-0.3525132,1.4784787,0.98304105,0.8242867,0.1991098,0.9565734,0.07257339,0.5357346,-1.4690552,-0.71570307,0.08524585,2.6001723,-7.935047,16.698786,-5.554055,1.9584328,-3.1962497,4.8860683,0.53542465,-0.50740135,-0.90170825,1.1973282,-1.4322948,1.053688,-1.4185865,-0.22120944,2.7073772,0.53349483,1.4725438,-0.65543854,-0.69655645,-1.343789,-0.19938599,-1.9383686,1.6028041,0.22554854,1.1968994,-0.50595325,-0.4053701,1.7810103,-2.0055327,-3.2355611,-1.0240796,-0.26008785,-0.6554381,0.3927798,0.099405594,-0.565468,-0.21152599,1.246397,-1.2964666,-0.8939568,-0.73306865,0.106482364,-2.4864469,1.2247769,-2.019016,0.35596296,-1.0504835,-1.7661215,-0.596258,-0.85503894,43.18744,30.665136
0.23585,0.5951601,-0.80983233,1.026322,-0.9727902,-0.2559354,1.7552543,0.19579083,-0.3377776,-0.16562405,6.5364976,7.6163964,-6.1978865,10.200379,7.2710466,-5.8011003,15.400846,0.63199604,-0.17435093,0.34624943,-0.81438583,1.6384662,-0.42799,-1.5152668,0.09002057,-0.4434184,-0.7986646,-0.6849927,1.4324261,-1.2635823,1.5037235,-1.5965692,-0.90644747,0.40687004,0.48349127,-0.71865577,-0.8803305,0.77683586,-0.25311944,-1.0873485,0.89020383,1.0251347,-0.17266354,1.4380426,-2.346261,0.6546694,-0.33925813,0.009348396,0.4051375,-0.05205669,-1.3043339,-2.0403836,-1.2285634,-0.59488916,0.06241625,-0.10781109,-0.18765216,0.7293398,1.1910279,-1.0138274,0.0500388,-0.90112066,1.1615402,-87.321236
1.6547034,2.064695,-0.23128319,1.6490217,-1.7112553,1.3762987,-0.38757718,0.7509307,0.21725672,-1.2782749,6.98497,8.513488,-3.9958928,3.5032077,2.1511774,-0.746026,3.0902398,8.594887,2.9763184,-0.89284897,-2.2598104,-0.41175225,0.0249827,1.235597,0.5777969,-0.3995232,1.478463,1.44872,-0.45961857,0.5561965,-1.1388606,1.4381952,1.4940143,0.26781744,0.29780975,0.740269,1.6615664,1.9891386,0.069915675,0.20412663,-0.9350815,-0.4545202,-2.9356244,-0.63308483,0.11027519,0.9766083,-0.62790054,-1.3032458,0.55754375,-0.62274563,-1.5324255,0.064146265,0.7930079,-0.9524919,-1.7417569,-0.7935231,0.6337418,-0.49071595,-0.4613532,-1.1241971,-0.73725086,-1.4534384,4.33941,-59.652603
