,n_counts,_scvi_batch,_scvi_labels,_scvi_local_l_mean,_scvi_local_l_var,cell_type,subtissue,sex
SRR6534495,618855.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534497,585652.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534498,463508.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534499,435351.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534500,431812.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534501,414446.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534502,615837.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534503,591263.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534504,540757.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534505,509010.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534506,812566.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534508,742151.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534509,398226.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534510,366346.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534511,486200.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534512,430911.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534513,548982.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534514,524506.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534515,470139.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534516,431309.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534517,443793.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534518,522457.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Striatum,F
SRR6534519,420584.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534520,670448.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534521,628105.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534522,567582.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534523,520251.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534524,95853.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534525,90079.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534526,557552.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534527,521012.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534528,775804.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534529,479001.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Striatum,F
SRR6534530,721535.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534531,450133.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534532,397093.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534533,797092.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534534,760559.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534535,610398.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534536,522561.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534539,472989.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534541,449187.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534542,736293.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534543,673118.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534544,650318.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534545,601983.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534546,739752.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534547,700587.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534548,808022.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534549,767208.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534550,636272.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534552,598019.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534553,621428.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534554,581817.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534555,449651.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Cortex,M
SRR6534556,412171.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Cortex,M
SRR6534557,680048.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534558,558155.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534559,724867.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534560,679208.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534561,857241.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534562,609770.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Striatum,F
SRR6534563,814705.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534568,649458.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534569,608368.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534570,761207.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534571,699221.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534572,464069.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534574,563036.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Striatum,F
SRR6534575,433259.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534576,824619.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534577,769254.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534578,904387.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534579,858282.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534582,845014.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534583,797130.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534586,411664.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534589,870341.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534590,830860.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534591,485246.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534592,451750.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534593,821625.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534594,773509.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534595,754416.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534597,700777.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534598,896609.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534599,837930.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534602,445430.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534603,423078.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534604,533936.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534605,467413.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534606,601913.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534608,559639.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534609,741701.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534610,699770.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534611,484621.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534612,451423.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534613,535611.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534614,508222.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534615,434718.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534616,407336.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534617,579909.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534619,551603.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534620,588882.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534621,552803.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534622,712943.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534623,673174.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534624,593779.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534625,568008.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534626,459195.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534627,428936.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534628,241363.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534630,228406.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534631,221112.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534632,208843.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534633,261047.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534634,245507.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534635,331757.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534636,312612.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534637,393567.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534638,371716.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534639,156101.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534641,140391.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534642,224663.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534644,319366.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534645,285880.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534646,278068.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534647,245269.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534648,190916.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534649,179931.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534650,407707.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534652,377968.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534653,383927.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534654,365335.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534655,358605.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534656,336186.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534657,380397.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534658,351701.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534659,444533.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534660,426349.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534661,346890.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534663,326033.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534664,388920.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534665,370104.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Cortex,M
SRR6534666,494326.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534667,454978.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534668,479983.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534669,456582.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534672,328562.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534674,310835.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534675,376416.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534676,353997.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534677,535049.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534678,490720.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534679,534554.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534680,498721.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534681,657278.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534682,593352.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534683,182708.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534686,165256.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534687,355184.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534688,324702.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534689,333832.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534690,316251.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534691,334899.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534692,319379.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534693,325548.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534694,299024.0,0,0,10.968420028686523,1.2601511478424072,neuron,Cortex,M
SRR6534695,161296.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534697,151374.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Cortex,M
SRR6534698,213321.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534699,201072.0,0,0,10.968420028686523,1.2601511478424072,endothelial cell,Cortex,M
SRR6534700,455381.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534701,427716.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534711,132462.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534712,119669.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534718,542068.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Striatum,F
SRR6534720,590254.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534721,535674.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534722,408396.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534723,367352.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534728,153458.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534729,505914.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Striatum,F
SRR6534730,142466.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534731,190431.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534732,181547.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534734,15549.0,0,0,10.968420028686523,1.2601511478424072,unknown,unknown,unknown
SRR6534735,360971.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534736,333464.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534737,393985.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534738,354257.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534739,412295.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534740,514324.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Striatum,F
SRR6534741,391318.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534742,92099.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534743,87187.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534744,62166.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534745,56749.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534746,363813.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534747,343388.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534748,262708.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534749,246730.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534750,66825.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534751,468951.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Striatum,F
SRR6534752,62918.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534753,103791.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534754,97233.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534755,504451.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534756,475683.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534757,451194.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534758,431013.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534759,167159.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534760,157713.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534761,112184.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534763,106645.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534764,443979.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Hippocampus,M
SRR6534765,418449.0,0,0,10.968420028686523,1.2601511478424072,brain pericyte,Hippocampus,M
SRR6534766,499914.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534767,472907.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534768,155613.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534769,146182.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534770,130978.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534771,121086.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534772,381753.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534774,314245.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534775,147932.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534776,136509.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534777,535327.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534778,503218.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534779,491538.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534780,463610.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534781,60839.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534782,55963.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534783,158498.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534785,146830.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534786,814108.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534787,757867.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534788,236729.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534789,225134.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534790,44654.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534791,42560.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534792,89329.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534793,84253.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534794,365185.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534797,345639.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534798,217619.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534799,209534.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534800,175477.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534801,168519.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534802,84910.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534803,81028.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534804,48596.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534805,45725.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534806,414622.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534808,389807.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534809,432247.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534810,410849.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534811,688344.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534812,659729.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534813,111939.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534814,106204.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534815,82897.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534816,78058.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte precursor cell,Hippocampus,M
SRR6534817,421677.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534819,389329.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534820,154473.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534821,144626.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534822,401104.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534823,379334.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534824,33352.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534825,31271.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Hippocampus,M
SRR6534826,21920.0,0,0,10.968420028686523,1.2601511478424072,unknown,unknown,unknown
SRR6534827,21191.0,0,0,10.968420028686523,1.2601511478424072,unknown,unknown,unknown
SRR6534831,725272.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534832,688580.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534833,101519.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534834,95178.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534835,446821.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534836,398561.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534851,491206.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Striatum,F
SRR6534855,83936.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534856,80497.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534859,722074.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534860,681685.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534861,611736.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534862,459782.0,0,0,10.968420028686523,1.2601511478424072,astrocyte,Striatum,F
SRR6534863,576389.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534864,383381.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
SRR6534865,338964.0,0,0,10.968420028686523,1.2601511478424072,oligodendrocyte,Hippocampus,M
