	bin	L_score	pvals	qvals	norm_pvals	norm_qvals
Acbd5_5	mean_1_var_1	0.009759063835977976	0.03796203796203796	0.039716974023543364	0.008928391707148705	
Add1_7	mean_1_var_1	0.01689115333163226	0.000999000999000999	0.001142474546729866	0.0004450180747921033	
Add1_9	mean_1_var_1	0.012262912001615441	0.000999000999000999	0.001142474546729866	0.0034286171391168033	
Arpc5l_nmdSE_1	mean_1_var_1	0.03901404688364273	0.000999000999000999	0.001142474546729866	1.6480101554311918e-10	
Cnep1r1_1	mean_1_var_1	0.029250939787948686	0.000999000999000999	0.001142474546729866	3.2215043197610657e-07	
Eml1_4	mean_1_var_1	0.015816560393749395	0.000999000999000999	0.001142474546729866	0.0007380717809389042	
Epn2_16	mean_1_var_1	0.006202037033330357	0.03796203796203796	0.039716974023543364	0.02921296964824033	
Eri3_1	mean_1_var_1	0.04708673596144303	0.000999000999000999	0.001142474546729866	8.880387028493114e-14	
Mrps17_1	mean_1_var_1	0.024300525379548753	0.000999000999000999	0.001142474546729866	7.98522147802251e-06	
Mrps17_2	mean_1_var_1	0.02447481322129476	0.000999000999000999	0.001142474546729866	7.183149064660208e-06	
Mrps17_3	mean_1_var_1	0.025768923438923074	0.000999000999000999	0.001142474546729866	3.2201247519543194e-06	
Mrps17_4	mean_1_var_1	0.025514795147114504	0.000999000999000999	0.001142474546729866	3.7781976850025454e-06	
Mrps17_5	mean_1_var_1	0.024904287117774558	0.000999000999000999	0.001142474546729866	5.521597488657419e-06	
Pcyox1_2	mean_1_var_1	0.025115336831396932	0.000999000999000999	0.001142474546729866	4.846363333371458e-06	
Pex2_3	mean_1_var_1	0.025647056692278677	0.000999000999000999	0.001142474546729866	3.4771173214126844e-06	
Rap1a_1	mean_1_var_1	0.033614099622386	0.000999000999000999	0.001142474546729866	1.3379107628874994e-08	
Smarce1_10	mean_1_var_1	0.08863483956284386	0.000999000999000999	0.001142474546729866	1.6136134120817308e-38	
Smarce1_5	mean_1_var_1	0.03152800986357765	0.000999000999000999	0.001142474546729866	6.381607145111447e-08	
Smarce1_6	mean_1_var_1	0.06762990389494246	0.000999000999000999	0.001142474546729866	2.388799167408369e-24	
Srp19_1	mean_1_var_1	0.03288088437946274	0.000999000999000999	0.001142474546729866	2.336980946774635e-08	
Srp19_4	mean_1_var_1	0.031146565323759437	0.000999000999000999	0.001142474546729866	8.422491672190473e-08	
Srp9_1	mean_1_var_1	0.04871107251934612	0.000999000999000999	0.001142474546729866	1.70054383529466e-14	
Thra_4	mean_1_var_1	0.03838598168992434	0.000999000999000999	0.001142474546729866	2.8211668858876974e-10	
Tpd52_3	mean_1_var_1	0.31653884310254315	0.000999000999000999	0.001142474546729866	0.0	
Tppp_1	mean_1_var_1	0.013970359738022634	0.000999000999000999	0.001142474546729866	0.0016826842889046617	
Ube2v1_4	mean_1_var_1	0.045786142018225125	0.000999000999000999	0.001142474546729866	3.2259063915237926e-13	
