X_scVI1,X_scVI2,X_scVI3,X_scVI4,X_scVI5,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_umap1,X_umap2
3.2865071,1.7281163,-1.8567675,-2.7855892,0.10401043,-5.4365826,6.293703,-2.901804,3.3126395,0.48215646,-0.05532874,1.1595575,0.2077669,-0.465326,-2.5337145,5.9688044,-1.081427,1.7753776,0.48635146,-1.4003775,1.2884789,1.885682,-0.72971123,-0.5299902,-2.631439,1.7148514,-1.3881623,-0.64692223,0.581436,0.47998318,-0.99881613,0.9080408,0.8742014,1.1704069,1.103761,-0.5097432,-0.7739813,-0.047947478,1.6759787,-0.8409059,-0.5256077,1.127948,-0.40354005,0.91704375,2.367175,-2.4530842,-0.04280249,-1.9242309,-0.67417544,0.34164658,-2.2380157,-2.4759037,0.014921178,2.6494598,-1.2280928,10.970809,7.116606
2.613283,2.650799,-2.1539803,-4.3104277,-0.28367838,-7.4029207,3.383802,1.1684614,3.2633688,-3.3163636,1.2257458,-1.6720984,-1.1897514,-2.4150748,-1.562541,4.0339804,-1.936701,0.14177975,2.0594044,1.1948262,2.7273273,0.93897516,-1.1562289,0.2677409,-1.2997689,0.6386785,0.24320987,0.8642113,-0.6416642,0.15435684,-0.44434196,-1.2879307,-0.6050265,0.5518696,1.77942,1.3629655,-1.8230022,2.1301928,0.40256292,-1.7035253,0.22750884,-1.0085874,-0.34416926,0.108266264,0.1327784,-1.1114451,1.8370262,-0.029257797,-0.5985389,-0.835467,0.8490278,-1.2354001,0.986107,-0.9920083,1.1544709,12.0977545,8.762972
-0.24167283,2.0004423,-1.3320045,-2.3709302,0.27945742,-5.575223,-4.2357106,6.5604534,2.961874,0.9056092,4.7591395,1.0287459,1.3985221,-0.74563473,1.6052848,4.5133,-2.035015,-0.7625765,0.27550164,-0.42799103,0.11050963,-1.2419251,0.06048265,0.37641636,-0.68219805,-1.671651,-1.0152726,-1.302138,1.5086702,0.89364403,0.62683386,-1.1896721,0.2075977,-0.06290007,0.28039134,0.56324255,-0.29723504,1.2445618,-0.1274885,0.057801526,-0.071214855,-0.13770646,-1.4646068,0.0988711,0.4560586,-0.33407795,1.0321676,0.5978568,0.48309678,-1.1770133,-0.35689473,-1.2001088,-0.06797401,-0.8076914,-2.3076577,13.728684,3.8770897
4.403946,4.484846,-2.4901462,-5.395574,0.42271957,-10.933667,7.2180805,2.7450027,3.867591,2.63171,-1.5040084,0.8456675,-3.2016077,-0.5850291,0.24268252,0.8917335,0.09459277,1.3507332,-0.2392351,1.4760491,1.3359469,-0.8850004,1.5700468,-0.9699039,-1.5258256,-0.012984157,-1.848205,-0.063419,-1.9048512,-1.5186554,0.4566944,0.35026938,0.07086493,-0.10166868,-0.4396168,1.1931058,-1.0721465,-0.5756788,-0.61691415,-0.037955754,0.43611845,-0.6471187,1.2498547,-1.4694864,0.90722483,1.2274346,-1.582669,-1.4087033,0.94537145,-1.2169714,0.062180545,-0.40433243,-1.2377824,1.4332417,-2.1189485,10.911046,12.73624
2.838284,2.0186427,-2.0325794,-3.8917742,-0.46036163,-8.418851,3.853758,-0.40580764,2.203128,-3.5153713,0.16183339,-1.6282542,-0.6195899,-0.8119319,-2.7092407,4.694822,-1.2472565,0.63842064,2.0694115,0.9721125,-0.37383705,1.3437365,-2.3168192,0.6801723,-1.3562984,0.9654864,-3.3034806,1.7529505,-1.1623089,0.16547519,0.5024794,0.25791776,3.8929415,-1.9530872,0.46481055,-0.11279224,-1.4414577,0.89341694,3.343521,-1.3276238,-3.0176318,-1.244511,0.59712857,1.6817516,0.2180487,-1.1020712,2.469385,-0.2256686,-1.1257309,0.72788584,-1.1433543,-2.5460384,-0.7672585,-0.9196096,-0.8619089,11.661275,7.6611395
-0.3701866,-0.076739654,-1.3285072,-1.4903629,-0.16735023,-2.9615505,-1.8166435,-1.1811498,-1.3120548,2.592079,-0.9416954,1.5074309,-0.33394423,-5.177702,-2.7777314,1.7482839,0.21702461,-0.93750215,3.2386966,0.907537,0.048042018,-0.6221614,-2.1006956,-2.7021441,-0.98343843,0.27240768,-1.5150046,-0.73148435,-1.5299085,-0.91143787,0.40465006,0.38243192,-0.06934122,-0.66499245,-2.2821352,0.114757806,1.449828,-0.17916065,-0.6076827,1.1723715,-0.45933488,2.4912624,-0.44039264,0.6726092,0.59112525,-1.8143299,-1.717416,0.18415911,0.54872733,0.81165415,0.018643197,-0.27964717,0.9733515,0.9164946,0.5424733,11.571696,1.4768931
0.18815057,2.0699518,-2.1911955,-3.614076,0.4443597,-6.488106,-3.5091166,3.698321,2.4620774,-0.6829195,-0.14629376,1.7432314,1.9205741,-3.8434117,-1.116978,3.7540786,-0.32132706,-0.87385577,1.7764801,-0.27406076,-2.1580513,1.1840326,-1.5528871,0.4895357,-1.0765347,0.12333537,-0.5844058,-3.7566621,0.89280707,0.45242304,-0.20098083,-0.8477346,-1.0585371,-1.0002873,1.7695038,-1.1422944,-1.0740781,1.0732948,-0.8904308,2.4964335,0.0022251972,1.3149747,-1.0251592,1.1540134,-1.5873716,0.011590146,3.4526536,-1.6397628,-1.8317373,1.6223325,-0.33825603,-1.3641855,-1.0364509,0.40936652,0.6392155,14.468416,5.687062
-0.171492,1.8779684,-1.6876138,-2.3539162,0.49079522,-5.920871,-0.7097989,2.8018434,-1.8428595,0.33750772,-0.2446532,-0.7434886,2.690346,-4.0576205,-2.5476844,4.389188,0.4407154,-0.025129909,0.024349397,0.083809845,1.96068,-0.5606632,-0.8656122,-1.4022048,0.9899253,1.3276662,-0.67447,1.4291434,-0.6160859,1.4449595,2.7271874,-1.671888,1.4176399,-1.1987227,-0.5679958,-1.1340629,-0.43507224,2.2287765,0.94937867,-1.8853176,-0.17041954,-0.22919272,1.0329326,-0.6313008,2.7288268,1.3085228,1.8997824,4.172411,-0.068466306,-2.419024,-0.68878204,-2.316536,2.8880894,-1.6705835,3.4212902,13.61816,3.999266
-0.016285792,1.7721001,-1.7484752,-2.1829464,0.13122556,-6.3672266,-1.6640136,3.232467,2.2763262,1.4183471,-0.2338716,-0.37963036,1.9812511,-3.1735954,-1.4238447,2.6562498,-0.1588169,0.3878342,1.5113881,-0.123362206,1.1361217,-2.0165706,-1.0389053,-0.9943236,1.3525761,-1.1442871,-0.79319614,-1.3234761,0.002567889,-0.5092582,-0.6640796,-0.87476206,-0.4812481,0.122185215,1.4772835,0.8940881,-0.8211094,3.5365193,-0.22135562,1.6204242,2.3514607,-2.7400353,-1.1210486,2.4869425,1.9147509,-0.8146446,-1.9884974,-0.7754238,-0.59020954,-1.1876612,-0.99386907,1.430874,0.059596222,-0.9891203,-1.4411303,13.292421,4.0332265
-1.0644313,0.2333482,-0.7891756,-0.11697775,0.4316965,0.10941091,-2.199196,-0.97049373,-3.4721653,6.6993175,-3.53157,-2.3733494,-1.2661743,-1.6751226,1.54262,5.3350673,-1.5793263,-0.18275346,-0.06426015,1.4706182,-1.0919157,1.7214442,-1.1937923,0.5563963,0.96922636,0.15428337,-1.4167804,0.48294425,-0.78447187,0.91829556,-0.21838,-1.6892078,-1.9543464,-0.3232263,-0.0028553538,1.5758866,1.1686919,-1.1119815,-1.034262,0.47446212,0.55177355,0.08453663,0.20754778,1.1199404,-1.1439842,0.7377365,0.79776657,0.13928492,-0.43106273,0.7983213,-0.667575,-0.25062814,1.6500609,0.6750573,-0.19722469,9.408459,-1.332689
0.008787617,-0.14657931,-1.4971501,0.45656598,-0.25715652,-1.0958909,-0.92121845,-6.00255,-4.1203065,-2.077609,2.469944,-0.15785211,0.7705467,-3.495482,2.0410132,-1.6234187,1.2782786,1.0637295,-0.12936324,-0.49181947,-0.8390881,0.32689533,-1.5101125,0.625474,-1.428132,-1.2122242,-0.205015,1.3032682,-1.8598418,0.0315628,-0.46490988,-1.0387977,-1.644853,2.1859832,-0.5656604,1.4237725,0.90731657,0.058610976,3.3958402,-0.74551463,-1.9108671,-0.086024806,-0.13067228,0.07431098,-0.23843609,-0.81729984,-0.7431899,1.504443,0.7343137,-1.622348,-0.8851165,-0.24140953,-2.3300054,0.6985498,-1.6505746,8.371958,0.6477502
-2.1104822,0.19231412,-1.5607295,0.56453866,0.19985205,-1.4012002,-8.472857,1.4580688,0.30111524,-2.6229253,0.5930439,2.1539028,1.5451928,1.0964693,2.1578035,3.896892,0.5976703,0.6802929,-0.7805854,-1.9036747,0.722104,-0.88943005,0.29218718,-0.8338891,2.2004585,0.4337703,-0.42761675,-0.5159171,1.2554526,0.90010786,1.945384,0.46452534,-0.8305879,-0.010509704,0.2662276,0.6795531,-0.13270125,-0.29421917,-1.4515715,-0.10400617,2.070293,-0.1188646,0.27139327,-0.37219104,-0.23543982,0.23207,-0.82692486,-1.2335856,1.6328921,-1.0182194,-0.5174383,-1.0837231,0.61134696,-0.80022854,0.4656353,9.155615,-3.719067
-0.10678861,0.63661444,-2.2333074,0.22871834,0.4537017,-1.6144344,-0.49965313,-3.6797159,3.577999,-1.467218,1.3148946,-2.2266657,-3.7616866,-3.256448,-0.027011111,4.38056,0.3720269,-0.26148015,0.5009648,1.526404,-1.1438196,1.5056741,-1.3568449,1.2804104,1.8964692,-1.0296373,0.771852,1.4770612,0.40401706,-0.48588094,0.920102,-0.24257888,0.08925349,0.42658162,-0.66433775,0.25907257,1.5387021,-0.4272118,-0.24406461,-0.6909168,0.75380546,1.4906576,0.6382724,-0.042140186,-1.2420232,-0.40825245,-0.35114327,-0.8625115,0.76331025,-0.2580359,0.55913943,-1.0156089,0.65830445,-0.30391565,-0.37589064,9.971508,0.15521999
-1.8438271,0.352102,-1.3058009,0.53934723,0.5024289,-0.024629926,-5.8253655,1.5122687,2.0302389,-1.3584442,0.44603586,3.9989717,-2.8667626,-3.8082187,-0.9311643,2.1304955,0.9191171,0.35109106,-0.13078956,1.7984242,-1.1084216,2.7875476,-1.7869297,0.033747293,-0.013592138,1.420012,0.49591795,-1.099392,-1.1488745,-0.020762127,-0.07188364,-1.5779853,-0.053983737,-0.5199048,-0.5840664,-0.13616948,1.032511,-1.3499906,0.77669245,0.30755505,0.85999465,-1.0142778,-1.0823966,0.32232574,-1.882116,-0.05485447,1.3428702,1.1506758,0.666037,0.35759938,-0.5252024,0.676477,-0.5831084,-0.29743192,-0.52151465,9.391659,-3.4716609
-0.7428638,-2.154803,0.16813546,2.1625512,0.14742759,3.6993446,0.008182705,-5.872611,-2.1630876,1.3902647,1.503069,2.8408663,0.37284762,-3.1067853,0.8590939,1.6869886,0.038341284,-1.0217792,2.578389,1.369403,-0.8816392,0.895007,-0.7955505,-1.5746496,1.0510414,-0.48063657,-0.9877578,0.5668652,-0.07194297,-1.236264,0.1444369,-0.11334141,-0.09971744,-0.10678934,-0.6121189,1.8522636,0.9517284,0.5422316,-0.114539914,-0.20776276,0.050823126,0.6693286,0.7191561,-0.9853643,-0.33465874,0.76224494,0.75989914,1.0694293,-0.81610763,-1.7554442,0.5052604,0.4138454,-0.22249761,-1.5997742,0.85668314,4.285123,0.2534397
-0.26896426,-0.41249785,-0.596327,1.2046537,0.21388325,2.1945517,0.08990761,-5.7291026,3.3879592,1.7060843,-2.122322,1.6808349,-0.5170668,-0.19749482,-1.3645756,1.4985245,0.8227026,1.7547921,-1.873704,-1.7072237,1.2626859,0.31701288,-1.2390196,-0.4115018,0.10351189,-1.0200644,-0.40668502,-0.18349111,0.565024,0.7494959,-0.045535527,-1.2081817,-0.9754568,0.29719523,-1.3020452,0.33298275,0.1092967,-0.4579779,-1.1782143,1.573106,0.26875123,-1.1652874,-1.5640304,-0.05735326,-1.4297886,-1.4152508,-0.72181726,-1.1119264,0.9432192,-0.8495964,-0.17763035,-1.9674541,0.09348144,0.5030912,-0.21199934,6.662764,0.58691674
-1.6374805,0.47387922,-1.7717166,-0.03152877,0.19044021,-1.2356349,-7.048938,1.2402838,4.648995,-1.0576357,-0.03519806,-0.538566,1.1937894,0.13435262,2.4890437,1.9871509,0.02470718,-0.1447075,-1.2061205,-2.2744055,0.37344262,0.07866287,-0.3501808,3.2633936,-0.2747794,-0.31820756,-0.99045336,-0.15849772,-0.95639324,-0.29261616,1.0477794,-0.8769703,0.49457458,-0.43505016,0.31757575,-1.4641376,-0.044976123,-0.33185062,-0.6807977,0.08504761,1.4277346,0.6814358,0.9861839,-0.7880941,-1.0442333,-0.5578446,-1.6896657,-0.86111856,-1.1536037,0.75126565,-0.8370079,1.0496675,-0.56728464,-0.27235794,-0.1145659,10.738159,-2.22202
-2.1649175,-0.31564936,-0.6257461,0.31659782,0.009160012,0.68173903,-8.267639,1.9468845,2.6403577,-1.3380435,-1.3456912,2.807995,1.1086613,1.0345657,2.0997977,0.66532415,1.93584,-0.113311656,0.95184624,-0.20707457,-2.004624,0.6771799,-0.8178912,-0.19063595,-0.52965564,0.36414197,-0.88789624,-0.71948904,-1.2090379,0.26226196,0.94991666,-1.3050472,-0.20253456,-0.57718843,-0.8748835,-0.81424254,-0.8604029,-0.53992665,-0.9221588,1.4771671,-0.37815872,0.929923,-0.7027355,-0.6746431,1.5227846,1.221417,-0.4567681,-0.82340795,-0.8473953,-1.3898592,0.034220316,0.14107494,-0.80018777,-0.15520129,-1.1292933,7.165521,-3.5277267
-1.1506894,0.52516466,-1.2536714,0.33445472,0.54775006,-1.5989043,-2.625243,-1.4739914,-6.098209,6.9966288,-2.9372163,-2.9999335,0.34213662,2.526213,2.1689105,1.8035862,-1.0112847,-2.3789766,0.73013246,-0.9179691,0.94970584,1.5480585,-0.3660301,-0.022559466,1.4740925,1.336821,-2.528202,0.6152436,0.5571226,1.1852428,0.42927566,-0.2356798,-2.352022,-2.3760695,-1.8785208,1.4087498,1.3621805,-0.71038985,-0.005478461,-1.708647,0.9952697,-0.20419621,-1.3333273,0.9096688,-2.202376,-0.31860524,-1.7977594,0.06136927,0.2682924,1.1338257,0.7764288,1.1935366,-1.6048307,-0.59594023,-0.74208206,9.891121,-1.7115844
-2.229765,-0.33984554,-0.4003224,0.5334451,0.20015207,0.9534444,-7.7103434,0.80016804,-1.5220131,-1.4656966,-3.5248194,3.0880926,-2.103813,-2.486202,-1.9474214,3.4950888,0.5655425,0.5367697,-0.5037492,1.4997716,-0.05496552,-0.28626126,-2.5705492,0.63953847,1.3163913,-0.64295137,-0.367341,-0.3281943,-1.571519,-0.15623648,-0.41508988,-1.146876,-0.07957338,0.7250736,-0.45852563,0.4763108,1.8127723,-0.44709525,-0.22493878,0.49338168,0.26115358,0.26174378,-0.19292173,-0.081878506,-0.62475485,0.34337315,0.7333612,-1.1205717,0.31686312,-0.6140366,0.53290087,1.1411777,-0.85028136,-0.9093004,0.54272324,6.5626945,-3.8201368
-2.2122192,-0.31122246,-0.62739843,0.58838004,0.029748362,0.86145955,-8.12118,0.53326494,-1.4328824,-1.793812,-2.3864303,1.8032969,-1.4263657,-0.5136734,-0.1859671,4.1425934,3.52035,1.099356,-1.9155864,1.2508298,2.0689976,0.1611074,-1.5180068,-0.22049029,2.610826,1.4008127,0.19521792,-1.4262961,-0.605427,-1.0662841,0.71774167,-0.17699899,-0.5236606,-0.33603045,-0.93449974,0.7091762,0.6337066,-1.2705307,-0.6745245,0.3720399,-0.4633738,-1.0455354,-1.2089795,-0.458928,-0.7122889,0.45930642,0.6564137,0.13777283,-0.81780684,-0.43024945,1.512928,0.7868934,-0.20629309,-0.9421234,-0.59898514,7.0531497,-3.8578656
-2.6840417,-1.0736583,0.13608593,1.0981824,0.12812579,2.4584424,-7.532599,0.072800405,-3.0730858,-2.1934836,-1.6142603,4.0654025,-3.6708472,-0.666097,-1.7720027,2.4335167,0.73203313,0.25750333,-0.807686,1.8135676,0.20896554,-0.58976847,-1.4215522,-1.2516992,1.8335775,0.3264235,0.26878396,0.044955045,0.89703035,-1.2289134,-0.85662913,-0.1793532,0.5907973,0.13060063,-0.08032327,0.5525897,0.16488042,0.17094432,-0.14901449,0.38608578,-0.9342429,0.15996844,-0.7475287,-0.4513196,-0.73930633,0.46276772,1.0448923,-0.042450357,0.41162133,-1.1302065,-0.06868783,-0.17996833,0.3917794,0.5787926,0.25927472,4.759885,-3.157551
-1.362701,0.21494475,-1.1690481,-0.6928641,0.20672296,-2.3432372,-6.387478,-0.14616461,4.9918146,-1.0886682,-1.9871358,1.9139373,0.78301865,-3.6564717,1.9668941,-0.034648914,-0.38711149,-0.8252118,1.963463,0.1269721,-1.4923975,1.9132535,-0.3369994,-0.2249978,0.13181669,1.4573381,0.40897843,-0.07406726,-0.37348816,-0.2983214,0.23096862,1.2175899,-2.7280414,0.0888979,-0.21372843,-0.2840954,-0.9774638,-0.5621907,0.7580165,-0.005800848,0.1647014,-2.2700508,-1.0563575,-1.4596472,0.7092591,0.2730315,0.34969622,0.30450276,-0.21365717,0.13742703,0.1810077,-1.2499291,-0.38194048,-0.091003776,-0.65603375,10.717565,-1.0018978
-1.6423167,0.38678834,-1.3436888,-0.46106786,0.114931196,-0.9355511,-8.155956,-0.16461274,2.239492,-2.015605,-1.4567032,2.9529684,0.41320547,-0.2754721,1.4220527,0.31439364,-0.142408,0.03058953,0.24084504,0.28982475,0.20232674,0.92030376,-0.39627355,1.264988,0.55066115,2.346131,1.2915627,-1.7021625,0.9542705,1.8817581,0.3349923,0.91999316,-0.6657021,0.41441968,0.23942348,-0.002033789,0.51358753,-1.0510701,0.8442192,-1.0517037,-0.19194214,-0.720169,-1.0191913,-0.23029535,-0.5967513,0.5087595,0.24250701,0.26987877,-0.22040302,0.7835176,-0.8334353,-0.81129223,0.5493753,0.7591781,-1.2045488,10.655723,-1.5959357
-1.0988615,-0.9903703,-0.053554803,-0.26130068,-0.33196265,-0.09257556,-3.7858598,-4.073527,-5.5830927,4.366859,-4.095159,-2.4003832,-0.6301777,0.19162063,1.3971589,0.97639483,-1.9789987,-0.9174734,0.08006478,-0.07412028,-1.270217,-0.5830218,-0.6580428,0.5476682,-1.2017384,0.6405718,-0.6040936,0.17594993,-0.24169537,1.45712,1.4150661,-0.7547792,0.84055996,0.86814773,1.4220914,0.3315885,-0.37772867,-0.47472185,-0.24110034,0.045599803,0.19908775,0.3229389,-0.29166347,0.9744407,-0.7430025,-0.19039941,0.24243562,0.87067294,-0.657481,0.53156763,1.0886127,0.13075148,0.4474817,-0.31076738,0.63847905,6.520758,-0.78497654
0.4149753,0.088344686,-1.5280606,-0.07760984,-0.26581147,-0.981974,-0.11790432,-4.3440948,3.1132464,-1.5446836,0.34806943,-1.9115648,-3.6320612,0.5045599,-1.1179332,1.7262081,0.6541917,0.49631223,-0.87752587,-0.49712446,-0.3412971,0.035511978,1.2802125,0.70159215,-0.4240636,-0.33811015,1.2424425,-0.16642733,0.8883348,-0.06501238,0.76479745,-1.192544,0.6850947,-0.3944076,0.42812937,-0.6463269,-0.9725815,0.039184187,-0.20561469,-0.8125344,0.8269048,0.55312294,-0.17067508,-0.059935465,1.0280931,-1.5330396,0.002010927,1.18067,1.1946326,0.17950515,0.5105752,0.5866143,0.2703991,-0.23336835,-0.65337056,9.322087,1.497364
-1.7752174,-1.2296036,-0.3704924,0.7790721,-0.15698701,1.3049634,-7.428729,0.053310078,-1.8407385,-5.7966924,1.8221362,5.375257,-0.91088563,5.2305965,2.2415757,0.7858174,-1.7055739,-0.2805343,2.6780424,-1.0769371,-1.1383747,0.36036286,1.7791027,-1.3636886,1.3357306,0.22164132,-1.5338235,2.2029338,2.653893,-0.4529095,0.04888877,1.1140594,1.7871648,-0.5742199,-0.36505765,-0.05100157,-0.24335915,-0.5941934,-0.06899494,1.550494,0.23668012,-0.72050935,-0.052139964,0.53581554,-1.3122666,0.45511323,0.033867724,0.51459795,1.5014641,-0.4286496,-0.2319797,0.6600887,-0.8420727,-0.5815957,-0.64138436,5.683725,-1.914179
-1.1709912,0.07291393,-1.0686445,-0.078767,0.5271117,-0.2539452,-3.7466934,-2.4911222,-4.3667803,6.8481913,-6.2367964,-2.4890208,-1.1078492,0.55439186,1.3507304,4.1727867,-1.9337178,-0.13861842,0.043152463,0.18424669,-1.5066034,0.45245394,-0.5799698,0.9943812,0.42146164,1.5466744,-0.65622354,0.4566663,-0.24215285,-0.035792753,0.26977378,-1.2744312,-1.9053733,-0.24913731,0.78534347,0.20709848,1.5983834,-0.84661806,-0.13771074,-0.47422186,1.0718243,-1.4708042,-0.23490068,0.64688975,-0.8988035,-0.05797198,-0.21850061,0.60294795,-0.18799998,0.35431302,0.31592116,0.9020203,-0.39360586,-0.5702486,0.6244129,9.620817,-1.4540668
0.29704887,-0.0013429672,-1.4061116,0.058817804,-0.0847334,-1.4327667,0.36378062,-3.9897954,0.8165146,-1.1251128,0.039768323,-1.3530008,-2.9186673,1.6051943,-0.69284064,0.07375053,1.660863,-0.985267,-1.231365,-1.5597942,0.4211308,-0.5954492,0.68916315,1.4235948,-1.1117285,-0.12879738,0.163949,0.1453631,1.6890293,-1.0505106,-1.149667,-0.7261129,0.992638,-0.30164877,-0.66381884,0.20748201,-1.1944858,0.7352364,-1.4932778,-0.64896417,0.59174585,0.71991843,0.8480593,0.80938965,0.76014745,0.079300374,-0.5756833,-1.860628,1.7124882,-1.9934145,1.0848064,0.49195203,-0.9492186,0.87300247,-0.0043701264,9.047447,1.1583538
-1.5091393,-0.5600333,-1.0483651,0.18729776,0.12250531,-0.60642976,-5.66205,-2.4711406,-0.9355573,-1.0426725,0.046640016,3.247546,-2.1530943,-2.6458783,-0.3723672,-0.7350759,0.20083825,-1.0494093,-0.9719673,2.2517116,-0.37206885,0.752725,-0.7586572,0.21445546,0.60548794,1.807646,0.27852908,-1.2265257,-0.08824916,0.98355716,-0.19537911,-0.5127793,-0.9995796,1.4848194,-0.79414356,0.47995585,-0.29536158,0.17891496,0.14505701,-0.23302206,0.46604884,-0.98907495,-0.68990034,0.59750545,-0.88952464,-0.08620739,2.3707526,0.6837629,0.7926134,1.812896,-1.0134517,-0.67898786,0.42640552,-0.13286467,-1.1115304,7.942824,-2.1524043
0.032964543,0.034542948,-2.0027027,-0.7250388,-0.23452236,-2.8692756,-1.4013709,-2.9108062,0.16457836,-4.1771345,0.88179004,-2.674446,-0.58060366,0.18554121,1.1826963,2.0149608,-1.2875577,-2.2509124,-0.7394877,1.3889546,1.3972348,-0.859313,-0.9653923,0.9338489,1.9298494,-0.8878531,-0.73810315,0.5118781,1.5395566,-1.167381,0.7645065,0.42397034,0.10538061,2.569356,-0.6612041,-0.56245816,-0.57825375,-0.6544468,-0.6606968,0.18654197,1.6624384,0.56228274,-0.06275493,-0.16225412,-1.8790895,0.19759023,-0.27819982,-0.1585253,-0.65914124,0.2894656,1.0266644,0.19169675,0.29998225,0.46232647,1.8467144,9.748874,1.3882469
-2.2071233,-0.6746408,-0.436594,0.40417075,0.09427263,1.2863934,-8.016386,-0.15821694,-3.2656898,-1.8518549,-0.39975023,3.8584344,-1.4774684,0.52547914,-0.45293388,1.1284857,1.9024737,0.54606515,-1.6622941,2.026102,0.7620144,-0.34385106,-0.66240185,-2.471058,1.9509782,1.2786628,0.30019385,-0.28066754,-0.43240425,0.31031567,-1.5341296,-1.3071022,1.2387322,0.23864475,0.33984843,-0.25781313,0.09337717,-0.66028506,0.75130546,-0.915099,-2.2529404,0.7440018,-0.79994625,-0.45176193,-2.1591182,0.8659516,1.6622623,0.3110589,-0.020438723,0.24446423,0.16727336,-0.08821503,0.8956211,-0.47847298,0.6709278,6.7352757,-3.4122787
0.78780156,0.94014466,-2.1442027,-0.1546306,0.31113353,-3.8588257,1.2467531,-3.132078,3.4765668,0.4371574,0.5255528,-1.9793187,-1.7479684,0.9142935,-1.4388016,3.5481572,2.1507204,-0.050292097,-1.1660322,-0.77421665,0.90985036,0.62405896,0.5140202,0.2542067,0.61025757,0.69220984,-1.5185633,1.4243796,0.96741414,-0.8453987,0.9098573,-2.8146114,-0.34208843,-1.1862193,0.1384065,0.12694897,2.3613167,-2.9534261,0.6349789,-0.9699931,-0.39985904,-0.72093457,-1.405666,-1.980021,-0.20710242,1.7829636,-0.81063503,0.18735394,1.2146089,1.1658212,-1.3318726,1.0883498,-0.69995135,1.598983,-1.7697985,10.118365,1.1647999
0.87713,-0.34972796,-1.631347,0.55820245,-0.34458932,-0.013680183,1.582,-5.6465926,4.241413,0.24529628,0.5809094,0.33177564,-1.5325445,-1.7015449,-1.3163154,1.444894,1.2751561,0.36722115,-1.129615,-1.4817878,-2.3832583,1.5587106,-0.061571248,-0.11800308,0.17221688,0.2312445,-1.1512207,0.21184507,0.6228026,1.3672034,-1.8027388,0.15197466,0.2759865,-0.7538112,-0.4049649,1.107528,-0.064360194,-0.32790446,-0.8668624,-0.65454024,2.0604508,1.4750577,0.007490181,-0.6281283,0.32044482,-0.6984065,-0.50001246,-1.2199345,-0.29008904,-0.14199765,-1.2752963,-1.971714,-0.78835213,0.019473849,-0.54904926,8.508351,1.1146154
0.48855382,-0.2360872,-1.6927248,0.17589217,-0.28201503,-0.18503016,0.9450963,-5.2508144,3.9367404,-0.5140575,-0.07383429,-1.0659697,-0.925614,0.5546636,-1.9170284,1.2528037,0.3632419,0.054183785,-1.4717155,-1.0640815,0.06230035,0.30183074,1.7929002,-0.9635956,-1.7966897,0.5894031,-0.7071275,-0.10000137,-1.0830156,-0.78548265,0.61131865,0.8192791,0.077633895,-0.83324337,-1.0070435,0.32182652,0.37201396,-0.2460992,0.17085393,1.2942361,1.5562022,-0.25341135,-1.3066529,0.5369157,-0.39870095,0.1788372,0.90576524,-1.0625666,0.91045725,-1.4824406,-0.34246534,-1.3538288,-0.9379671,0.18535468,-1.257347,8.9030695,1.1889637
-1.5078951,0.5628796,-1.6064181,-0.25884786,0.11670026,-1.7558678,-6.5616674,0.3439131,5.5762467,1.0037131,-1.8926618,-0.796095,1.3451569,1.6777695,2.3674507,0.84466225,1.5115091,-0.168757,-1.5050857,-3.217528,1.9076387,-1.596079,0.8167618,1.5343976,-0.90402794,-1.0335636,-0.17118806,0.16342251,-0.40482897,-0.038238592,-0.7769099,-2.0681925,-0.07884511,0.84277856,-0.12568133,-0.66870624,0.6124504,-0.1842553,-1.0549664,1.8580728,-0.5770737,-0.7397991,0.25992867,0.16576548,-0.038234543,1.1791762,1.5174456,-0.4326611,0.8547187,-0.63550717,1.6509262,-0.95960593,2.0843658,0.31245515,-0.5536742,10.944073,-1.8700011
0.5742849,0.96345854,-1.8546776,-0.030137092,-0.012003448,-2.4560525,1.3918014,-3.1203814,5.3360343,1.4725611,1.6367346,-1.5953501,-1.2992486,-1.5328342,-0.9409008,2.851987,0.7699046,1.2423851,-1.845683,0.22261636,-1.0364445,0.50823855,0.33164307,-1.4199572,-0.46709013,0.33117688,-0.70562464,0.77266115,-1.11693,-1.3575039,-2.069955,-1.3312194,1.7286,1.8964291,-1.3408362,1.2720982,2.2110727,-1.809831,-2.6198006,0.33260944,-0.69199646,1.9066951,-0.35647684,-1.7035866,-1.4292101,0.6829403,0.6101295,-2.0201933,0.33067724,3.1692348,0.98824626,-0.1271686,-0.36650914,-1.5724188,-1.1179606,10.216558,1.1968002
