mgi_symbol,n_counts,highly_variable,highly_variable_rank,means,variances,variances_norm,highly_variable_nbatches
Cdc42se2,457183.0,True,2387.5,274.9548611111111,79293.36032471932,1.2394011389338215,4
Ltn1,91606.0,True,2352.0,85.26041666666667,21657.252504355398,1.4449172040538716,6
Tbc1d30,281747.0,True,1429.5,255.35416666666666,95989.42813588849,1.5364990087215793,6
Ankrd44,32334.0,True,1369.0,19.39236111111111,2375.0685128726286,1.0019994516605983,1
Trpm3,26421.0,True,2428.0,29.36111111111111,5763.667053813395,1.069074396658008,2
Rft1,28430.0,True,2073.5,29.29861111111111,4047.95233255904,1.3233519331971397,4
Ezr,10667.0,True,1502.0,10.26388888888889,2313.2959736740227,1.3917703111239585,5
Tchh,10053.0,True,2735.5,21.927083333333332,2205.8448388501743,1.1732270932002344,4
Zfp961,44155.0,True,2122.0,41.52430555555556,7639.0028915021285,1.4074196395874345,6
Epha3,24743.0,True,1999.0,9.666666666666666,1647.0801393728225,1.39523917942702,5
Nav2,56406.0,True,2767.0,28.92013888888889,2884.7357602593884,1.0062936885566418,3
Robo2,226170.0,True,480.0,161.84375,48471.73508275261,2.1347246155055477,6
Magi3,40412.0,True,2568.0,69.63194444444444,11958.923296554394,0.972157282788682,1
St6galnac3,40305.0,True,2250.0,17.23611111111111,3485.6792489353465,1.6307495585997833,6
Adarb2,169792.0,True,1121.5,97.29513888888889,40690.59900067751,1.7881065739213995,6
Gan,22802.0,True,435.0,11.98263888888889,1786.8463874370884,1.6003480830518786,5
Cpne8,70623.0,True,2405.0,76.16666666666667,12309.958188153309,1.2353541263444396,3
Dlg2,167801.0,True,530.0,159.26736111111111,65526.20353029424,1.6744474339406856,5
Lrrtm4,13359.0,True,2764.0,8.631944444444445,1355.801345334882,1.1435667807506553,4
Adam17,28228.0,True,2143.0,16.899305555555557,3234.6971423732093,1.260342044858907,4
Pcdh15,46320.0,True,501.0,38.864583333333336,13065.706337108013,1.747110775695738,5
Zfp112,14190.0,True,1196.0,17.67361111111111,3571.2171409214093,1.441039634531945,5
Rap1b,313065.0,True,2384.0,121.56597222222223,20976.950336333717,1.148131883669724,3
Jun,227518.0,True,310.0,376.9201388888889,486035.7845407472,2.2905180646567245,6
Tnrc6a,107933.0,True,2622.0,85.49652777777777,16792.069674312817,1.2372076746522545,4
Zfp608,23372.0,True,2558.0,19.868055555555557,1606.2055265195509,0.803230543062713,1
Kcnt2,9745.0,True,2487.0,11.0,1313.2961672473866,0.8285764416976643,1
1700030K09Rik,40031.0,True,2756.0,37.09027777777778,7102.97439992257,1.3407369997074037,5
Nup107,79885.0,True,1725.0,55.55555555555556,12896.944638017809,1.4321368149640854,5
Best2,457.0,True,763.0,1.0972222222222223,152.74312814556714,0.654316577121974,1
Prkcb,322226.0,True,2697.0,296.5625,73892.80444250873,1.3193276752692358,5
Lamb2,2168.0,True,1394.5,0.8576388888888888,65.4604989353465,1.0585321988913627,2
Cyp2j6,11052.0,True,2530.5,10.215277777777779,1439.5562814556715,1.2991733044404195,4
Senp7,142389.0,True,2189.0,114.43055555555556,29392.29481223384,1.0385419759593075,1
Ctif,34777.0,True,2543.0,35.697916666666664,5244.546058362369,0.9552531502822275,2
Gas1,11656.0,True,1980.0,8.368055555555555,1400.8954219899342,1.4020777342122195,5
Cntn2,141958.0,True,708.5,104.67013888888889,28872.67478464963,1.905941001693126,6
Sv2b,165684.0,True,357.5,252.88194444444446,127959.58183313976,2.025207248515179,6
Jam2,32500.0,True,631.0,23.010416666666668,5829.424978222996,1.8638230611626518,6
Clec12a,1622.0,True,1812.0,1.9340277777777777,321.88761856368563,0.9220296784842802,2
2700081O15Rik,58863.0,True,1947.0,13.715277777777779,1262.6991385985289,0.8850255958056045,1
Yap1,2320.0,True,963.0,0.3645833333333333,17.152330139372822,1.2579540434294303,2
Supt7l,80364.0,True,2043.5,51.138888888888886,8345.590398761131,1.2742213490026117,4
Mapk11,113530.0,True,1989.0,103.54166666666667,25128.78571428571,1.4388735800775516,5
Ptprt,12771.0,True,1295.0,30.37152777777778,6868.366712640341,0.8689842060852918,1
Spag16,9937.0,True,1529.0,1.0034722222222223,127.682914730933,1.3446581082395426,4
Gpr21,20111.0,True,2204.5,4.756944444444445,517.327477739063,1.2397835053382869,4
Cdh22,86641.0,True,1351.0,55.64930555555556,9595.176236449865,1.4413738594106598,5
Prx,4418.0,True,2125.0,0.1111111111111111,1.597367402245451,0.976546089261765,3
Arhgap20,82390.0,True,942.0,140.03125,34469.22201655052,1.6212255324188949,6
Btn2a2,617.0,True,1346.0,2.142361111111111,350.74272890050327,0.27172166867853553,1
Aldh1a1,2486795.0,True,1.0,2558.3333333333335,74813789.72473867,8.534597729474738,6
Dis3l2,181298.0,True,1568.0,105.03819444444444,30926.97763017809,1.1606667830593005,3
Zfp952,86336.0,True,2086.0,53.072916666666664,10269.29431620209,1.4994954754891747,5
Cbx7,56786.0,True,2460.5,145.33680555555554,30360.23111449865,1.2555779035606454,4
Kdm3a,76878.0,True,2617.0,44.75,11171.595818815329,1.3014451407539196,5
Tcf4,410405.0,True,357.5,399.6770833333333,190429.50163327524,1.9635997684300353,6
Kcnip1,181170.0,True,1769.0,194.00694444444446,61204.42503871467,1.3976234240657968,5
Ebf4,14108.0,True,2584.0,5.805555555555555,663.5369725125822,1.0533930892671768,3
3110082I17Rik,22015.0,True,2766.0,17.26388888888889,1871.2123499806426,0.9646365813533152,1
Ier2,57522.0,True,1393.5,73.51388888888889,45656.11827332559,1.469156723459026,4
4930563E22Rik,42253.0,True,2699.0,29.24652777777778,4098.088838075881,1.1727460891202472,3
Tanc2,266987.0,True,2758.5,219.50347222222223,54220.369325880754,1.203355498191659,4
Zfp472,19685.0,True,1345.0,14.034722222222221,2523.37858110724,1.5699173938922544,6
Sh3pxd2a,4181.0,True,2258.5,4.559027777777778,448.84667779713516,0.987581739225936,2
Tll1,12966.0,True,1250.5,7.864583333333333,1381.6436193379793,1.2897403710378577,4
Plxnb1,156072.0,True,1807.5,21.930555555555557,5337.604916763453,1.493575595628618,6
Nebl,50839.0,True,707.0,98.27777777777777,31999.581107239643,1.6436513781664532,5
Ubxn7,285654.0,True,1934.5,170.13194444444446,65341.89890631048,1.5107066800676556,6
Exoc6,51047.0,True,2253.0,33.49652777777778,4445.303123790166,1.0122727704237413,1
Camk2d,253322.0,True,1926.0,341.2673611111111,193260.62861740222,1.4624322250319894,5
Ppfia2,159365.0,True,2598.0,105.32638888888889,15642.569057297715,1.0341417691181607,3
Txlna,265907.0,True,2335.0,101.34722222222223,24072.506194347654,1.4713433370440532,6
Fpgt,37266.0,True,2608.0,38.888888888888886,6518.154858691444,1.385664629539663,6
Slc39a8,3316.0,True,2720.0,0.0,0.0,0.552641811609614,1
Kdm4d,5106.0,True,1354.0,8.559027777777779,949.0069565427797,1.2066699214928316,3
Cyhr1,138212.0,True,1104.0,233.00694444444446,44958.27172861014,0.9790134301006939,1
Shisa6,37893.0,True,1727.0,27.319444444444443,9226.531746031746,1.3932918300580095,4
Adnp2,51572.0,True,2207.0,44.638888888888886,7682.8308168795975,1.2409073465139058,3
Lgals4,4711.0,True,2294.5,3.9131944444444446,390.14226432442894,1.0795686971064455,2
Zfp14,57334.0,True,1327.5,57.232638888888886,16191.370777680992,1.6997677875092672,6
Tdrd9,1563.0,True,1144.0,1.9236111111111112,421.63177506775065,0.9068809268714461,2
Ndst1,173482.0,True,621.0,137.63888888888889,40169.806426635696,1.8226065874457678,6
Tmem179,419181.0,True,2770.5,670.5659722222222,226944.56706107254,1.2228455361420978,4
Skp2,16452.0,True,1742.0,17.05902777777778,2454.8780366821525,1.2708036299595558,4
Spock3,190215.0,True,456.5,197.53819444444446,101051.26682878433,2.1259000733353632,6
Cthrc1,54360.0,True,842.5,60.78472222222222,35974.14861595044,1.6213462789873816,4
Fgfr3,2524.0,True,1546.0,2.2395833333333335,721.701981707317,1.1260540636279381,3
Lifr,25083.0,True,1297.0,32.427083333333336,8671.729856271775,1.2428139546093948,3
Arfgap3,97395.0,True,1715.5,57.86805555555556,8881.641066589238,1.154529865717151,2
Taf4b,5528.0,True,654.0,11.659722222222221,3303.159068912117,1.094681244440352,2
Mdm4,203270.0,True,2024.0,146.47569444444446,41813.407072686794,1.1666072129207758,3
Tmem74,10594.0,True,953.0,9.14236111111111,1351.697432733256,1.3801602914453277,4
Slc30a7,79265.0,True,1567.5,31.48263888888889,5420.926526809912,1.5386116788198594,6
Cadps,184650.0,True,2496.0,310.34027777777777,97385.84896438249,1.2933634504102776,5
Lclat1,89078.0,True,1592.0,74.32986111111111,13457.936108691445,1.3587525244491918,4
Thnsl2,14625.0,True,1812.5,25.135416666666668,5093.413654181185,1.4598400189043652,6
Tmem62,59520.0,True,1502.0,104.58333333333333,17189.26829268293,1.1869299974948142,3
Trim65,11378.0,True,939.0,17.541666666666668,2787.273519163763,1.1754715078916234,3
Zfp867,58734.0,True,793.5,38.135416666666664,8411.232469512195,1.7578653578272452,6
Sh3bp2,78692.0,True,2444.5,9.04861111111111,1448.3878726287262,1.2837649779389622,4
Oscar,2726.0,True,1810.0,4.034722222222222,651.8663859852884,0.8955480095603353,1
Kdm2a,48451.0,True,2450.5,47.11805555555556,7090.898906310491,1.2604494531193742,4
Mgmt,3470.0,True,2602.0,8.166666666666666,813.163763066202,1.0565507758008283,1
Irs4,43910.0,True,495.0,72.17708333333333,33615.11487369338,2.045495422261538,5
5830411N06Rik,1367.0,True,2288.5,2.0729166666666665,308.0678353658537,0.830400959324777,2
Zscan22,36396.0,True,1006.5,44.03819444444444,11005.151846205963,1.5798701611806514,6
Phactr1,213101.0,True,2544.5,126.38194444444444,24728.72469028262,1.0705380230438613,2
Zfp182,24357.0,True,442.0,13.083333333333334,1678.724738675958,1.6486947997763346,4
Fsd1l,57006.0,True,2176.0,35.107638888888886,5375.7618926635705,1.2033946856303732,3
Klhl18,120634.0,True,1789.0,76.82638888888889,15331.670102593884,1.397593254030337,5
Actn4,184527.0,True,1948.5,96.90625,23863.722887630665,1.4826316914162467,4
Rnd1,128712.0,True,1820.5,244.72569444444446,43030.68059185056,1.1137472117046998,2
Tmem158,79980.0,True,394.0,30.29861111111111,2586.795538133953,0.9697920187758258,1
Txk,707.0,True,2134.0,1.8541666666666667,409.3584494773519,0.6851815468469741,1
Zfp667,63182.0,True,2296.0,85.76736111111111,18985.572868273324,1.4050850235514574,5
Zkscan4,16887.0,True,2471.0,13.65625,2181.8849085365855,0.9285529698894956,2
Zfp174,19463.0,True,1133.0,10.118055555555555,2298.4041327913283,1.4990401345286182,4
Nt5c1a,13682.0,True,266.0,42.861111111111114,15581.680991095624,0.9646055661175351,1
Naaladl1,3596.0,True,1736.0,2.9305555555555554,474.1833139759969,0.7102043874043594,1
Lrtm2,76996.0,True,2143.5,158.06944444444446,38329.270421989924,1.6005140597695309,6
Cntn1,681894.0,True,878.0,935.3888888888889,790823.9945799458,1.7646259404779183,6
Ep300,161802.0,True,1908.0,112.27777777777777,25253.97135114209,1.3438069704218485,5
Gabrg3,32392.0,True,1520.0,48.427083333333336,12179.095709930314,1.4446565790656376,5
Gabra5,65222.0,True,1484.0,36.36805555555556,8179.459881920248,1.6839384195294833,6
Zfp819,1316.0,True,989.0,3.6527777777777777,630.1089818041038,0.8020181903040075,1
Zfp78,18740.0,True,1919.5,28.225694444444443,6901.464563975997,1.354341553238234,4
Fam72a,1730.0,True,930.0,3.6527777777777777,310.422570654278,0.7291707837443652,1
Sertad3,8426.0,True,1880.0,12.899305555555555,1334.1326824428959,1.1198138510227247,3
Zfp811,133239.0,True,1862.0,63.822916666666664,15003.024281358887,1.3573748623910777,5
Ankrd17,221474.0,True,2233.0,222.90625,69286.84483885019,1.412353618569754,5
Pld5,19917.0,True,1225.0,32.05902777777778,12714.787444347658,1.3174445308439253,2
Zfp101,38404.0,True,1517.0,14.371527777777779,2680.150684765776,1.6058655231363719,6
Ntrk2,362524.0,True,1671.5,436.21875,107503.08438588849,1.324451913019711,4
Adh7,4576.0,True,1392.0,1.0069444444444444,124.18810491676345,1.3835271892891683,5
Zfp93,7964.0,True,2444.0,10.0625,1279.4107142857142,1.0338556385514535,1
Pgbd1,13095.0,True,1660.0,12.520833333333334,2259.1354529616724,1.3682149200381815,5
Tns1,5654.0,True,626.0,7.461805555555555,1541.5246685056134,1.3375069501411077,4
Stam2,163361.0,True,2128.5,65.03819444444444,17024.015957704218,1.439932565819583,6
Nell1,119976.0,True,374.0,116.52083333333333,51095.18423344947,2.0772200996003356,6
Pcdh9,214860.0,True,292.5,138.50694444444446,58965.20552651955,2.304287761978546,6
Nap1l5,1982164.0,True,1299.0,4885.041666666667,12325022.775261322,1.4097478578779536,4
Maf,6960.0,True,1555.0,7.215277777777778,1251.2148180410377,0.7882126226201632,1
Cd47,393297.0,True,2466.0,652.3784722222222,289257.9851795394,1.4248348588713051,5
Alk,2640.0,True,1363.0,0.7916666666666666,27.31533101045296,0.892838534416684,1
Pprc1,93744.0,True,2226.5,59.201388888888886,18995.380903987614,1.5831736379927568,6
Epm2a,13280.0,True,2476.0,18.89236111111111,4242.514505903988,1.0795876423397237,3
Epha6,85327.0,True,1518.5,134.94097222222223,46525.28918650794,1.6766124776666036,6
Lair1,2126.0,True,2060.0,4.541666666666667,1100.548780487805,1.3544992510552387,3
Unc80,90658.0,True,1758.0,220.77430555555554,47237.93843157183,1.3143364014486996,4
Dach1,10862.0,True,2231.0,5.680555555555555,987.1031746031746,1.0658853800801664,2
Klhl25,55885.0,True,939.0,18.90972222222222,3626.0475706542775,1.679616577642814,6
Gpc3,12802.0,True,352.5,13.0625,3383.6615853658536,1.4502648525138635,4
Zzef1,89366.0,True,2022.0,89.85763888888889,33913.46049893535,1.491534337248724,5
Gja6,392.0,True,997.0,1.0104166666666667,127.71069250871082,0.9557589919014168,1
Ghr,21722.0,True,1746.0,23.59375,6000.778636759582,1.4487372586777705,5
Nkain3,39705.0,True,1585.0,18.03472222222222,1866.7026229190863,1.097417441643504,2
Abcd2,16887.0,True,933.0,27.19097222222222,6977.416364208285,1.4500182538541575,4
Fmnl1,17941.0,True,801.0,16.21875,1340.094838850174,0.7460167506020561,1
Per2,32255.0,True,1044.0,55.78125,16086.10180749129,1.3353208565429913,4
Aasdh,33701.0,True,680.0,32.114583333333336,8504.115744773519,1.5734817229574516,5
Cldn23,5407.0,True,1393.0,1.9618055555555556,345.9950517808749,1.4429332058253757,5
Irs1,45029.0,True,1755.5,25.506944444444443,8551.47033488192,1.1879966991581652,2
Zkscan5,50909.0,True,1239.0,43.572916666666664,10237.074804006968,1.6043165261431243,6
A430033K04Rik,81240.0,True,1381.5,64.40625,16092.91800958188,1.539312348429756,6
Zfp709,49071.0,True,2150.0,39.954861111111114,7244.544993708865,1.2715053842904611,5
Sag,1602.0,True,1202.0,2.2569444444444446,350.18462059620595,0.7629605553299313,1
Car10,80177.0,True,76.0,138.10763888888889,67056.21485433604,2.186472618757794,5
Cnot10,200185.0,True,2276.0,195.01736111111111,45294.46311217576,0.9806145693182304,1
Col8a2,1198.0,True,2465.0,0.8229166666666666,186.88490853658539,0.7563946141140868,2
Spock1,132053.0,True,277.5,111.96527777777777,43482.4308459156,2.246099168589921,6
Kcnq3,84170.0,True,804.5,100.18055555555556,28683.27042198993,1.818427355942618,6
Cep70,127542.0,True,1335.0,64.26041666666667,10688.674107142855,1.2348186033186141,3
Dennd1b,26977.0,True,1071.0,32.697916666666664,6770.950239547038,1.3323248056070807,3
Synpr,77107.0,True,100.5,126.02777777777777,90460.10375532325,2.3738018179529696,6
Gpr50,25052.0,True,543.0,17.229166666666668,77065.90200348431,1.9554106995043126,5
AI987944,17121.0,True,2629.0,24.26388888888889,4012.536391792489,1.373257010271213,5
Adap1,110882.0,True,2497.0,102.75347222222223,19419.357130758803,1.0187845142708307,1
Slit3,12543.0,True,1988.5,17.229166666666668,3828.8462543554,1.2341052171762839,4
Med12l,125205.0,True,1918.5,127.40625,30260.855291811844,1.464882809060662,6
Rab31,261731.0,True,1513.0,40.482638888888886,9122.8289658343,1.5437962654852564,6
Ccdc18,2259.0,True,2593.0,0.3368055555555556,16.91404132791328,1.1060018001126823,3
Pign,58612.0,True,947.0,43.572916666666664,7650.308253484321,1.7327367242060332,6
Rlim,495952.0,True,876.5,532.7326388888889,190725.21398325588,1.4243618027492786,4
Zfp658,31572.0,True,1103.5,20.125,4237.8728222996515,1.366617389826316,4
Apol8,1983.0,True,963.0,5.722222222222222,557.3650793650793,0.4425912965426324,1
Kdm5d,50525.0,True,330.0,26.10763888888889,5240.131230642663,1.9901979405321402,6
Gpr173,42741.0,True,2345.0,19.40972222222222,4122.723528842431,1.038947928601257,2
Elmod3,47235.0,True,2665.5,62.513888888888886,9330.43883081688,1.0304178417512266,2
Nbeal2,22498.0,True,922.5,10.836805555555555,1417.6492329655437,1.4704039106158273,4
Nfil3,117680.0,True,2223.0,129.31944444444446,35364.838366240794,1.159926497540693,3
Grm7,48044.0,True,706.0,32.201388888888886,8450.586478900503,1.6793885784180287,5
Zfp663,23067.0,True,2016.0,0.0,0.0,1.1461923248279566,5
Ttc26,38346.0,True,2020.0,31.743055555555557,6091.794376693767,1.2854792172800213,3
Gulp1,7684.0,True,2058.0,22.46527777777778,4420.040602013163,0.9283941427543757,1
Mab21l1,101527.0,True,1373.5,62.736111111111114,8815.498064266358,1.3233744730420076,4
Jmjd6,129966.0,True,2020.0,92.91666666666667,14618.933797909405,1.02708494566866,1
Magel2,123012.0,True,437.0,72.38541666666667,25394.725500871078,2.1143800463469904,6
Ide,104932.0,True,2381.0,76.56597222222223,17465.07577187379,1.3076226272150622,4
Ebf1,241657.0,True,157.0,78.3125,22377.49782229965,2.234720092292088,6
Zfp180,155152.0,True,1613.5,83.50347222222223,21715.156782326747,1.5919996743797193,6
Chd6,164458.0,True,582.0,168.49305555555554,39985.5051780875,1.4989924488561688,5
Ado,112433.0,True,2270.0,75.9375,16171.201655052264,1.1740738962676833,3
5730455P16Rik,149430.0,True,2299.0,148.70486111111111,35116.42478464963,1.442954680602032,6
Scn3a,305652.0,True,1434.0,177.01736111111111,56939.348129597354,1.0054164578211675,1
Aadat,8049.0,True,2751.0,5.871527777777778,858.1541690863337,0.9918424862294352,3
BC051142,16444.0,True,2070.0,3.1979166666666665,542.4101698606271,1.1057726783819943,3
Arhgap24,73240.0,True,1773.0,124.14930555555556,40534.75463366241,1.4886963907235915,6
Bcl2,22197.0,True,2243.0,24.52777777777778,3271.6786682152538,1.2700682859989223,4
Ryr3,255059.0,True,66.5,175.08680555555554,204707.69975561366,2.967546805900721,6
Zfp759,22088.0,True,742.5,12.368055555555555,2527.661972512582,1.690111227431732,6
Zfp53,48393.0,True,1105.5,41.63194444444444,10206.491240805266,1.6515222177168514,6
E2f6,58501.0,True,1153.5,46.947916666666664,6863.526894599304,1.138147410479811,2
Ece1,79249.0,True,2334.0,82.67708333333333,15369.181075783974,1.3387078575363225,5
Zfp317,95322.0,True,2188.0,67.67013888888889,15554.347258517228,1.33102348444277,5
Lmcd1,4340.0,True,1669.0,5.642361111111111,1431.0319275067752,1.3769835871175786,5
Colq,767.0,True,1663.0,2.638888888888889,690.4545102593883,0.570647125414936,1
Ldoc1,12687.0,True,1412.0,11.440972222222221,2648.142845044522,1.3390426423000819,3
Prdm2,47156.0,True,2736.5,34.83680555555556,5171.461079655439,1.2482424256421873,4
Zfp746,31460.0,True,1562.0,21.59027777777778,4032.681716995741,1.6327735787098658,6
Mex3b,32402.0,True,2215.5,9.118055555555555,1565.505178087495,1.0313409304601049,2
A830018L16Rik,35443.0,True,1433.0,63.958333333333336,16487.25958188153,1.2158760839321927,3
Megf6,10586.0,True,710.5,8.9375,2407.849738675958,1.559298511868569,4
Ankrd29,49231.0,True,2449.0,74.87152777777777,16558.446852013163,1.2281756060061588,4
Abat,249790.0,True,1771.5,575.4375,256500.2817944251,1.557531459925843,6
Zfp329,98099.0,True,2691.5,40.736111111111114,5608.208865660085,1.211457150140405,4
Zfp105,41540.0,True,2532.0,22.569444444444443,4213.103174603175,1.1949668969852496,3
Camk2b,574294.0,True,1750.5,567.6805555555555,152300.6362756485,1.1499651541765075,2
Itpk1,92338.0,True,1961.0,95.89236111111111,16567.65039440573,1.2500600477194332,4
Sema3b,6761.0,True,2300.0,11.777777777777779,2212.375532326752,1.1735308627564336,3
Palld,36324.0,True,2618.5,8.09375,1330.3849085365855,1.2845387964936992,6
Eml1,109367.0,True,2355.0,71.45833333333333,12998.290940766552,1.2217988672394695,3
Nfam1,2131.0,True,2581.0,1.5972222222222223,339.64905149051486,1.2023977623868578,3
Adamts17,23466.0,True,1264.5,6.791666666666667,854.5975609756098,1.5832535820174165,6
Chsy3,13948.0,True,2588.0,11.01388888888889,1960.6130468447543,1.3305647326204242,5
Sez6l,2050583.0,True,1253.5,1079.1354166666667,1422309.5774172472,1.6856282733839203,6
Gm5148,19229.0,True,2636.0,14.70138888888889,1440.4262001548586,0.9886733381088405,2
Tspan7,1271337.0,True,2412.0,2267.9236111111113,1975917.123064266,1.454352517683125,5
Zfp68,186759.0,True,2008.5,122.39930555555556,31963.91317024777,1.1018717039077293,2
Spock2,284397.0,True,1181.0,358.40277777777777,58332.09504452186,0.8361916862728274,1
Mcm9,7795.0,True,1746.0,9.878472222222221,2090.4276882500967,1.2246721991561882,3
Upf1,30416.0,True,2356.5,23.61111111111111,3498.524196670538,1.2846413830876637,4
Phtf1,55080.0,True,2413.0,48.763888888888886,9838.62001548587,1.2871197965138659,5
Syt17,644112.0,True,838.0,651.3263888888889,424317.28682733246,1.9449729094189119,6
Nrf1,98870.0,True,2684.0,46.986111111111114,11165.052071234997,1.4259737184164176,6
Wdr91,43065.0,True,2760.5,29.01736111111111,5419.849871757646,1.2451602757890352,4
Rnf207,3576.0,True,1591.0,0.8888888888888888,55.54858691444058,0.9757159734414729,2
Gpc6,71448.0,True,1758.5,24.993055555555557,4540.884969028261,1.6593091991135784,6
Tmod3,89587.0,True,1538.0,41.638888888888886,4491.5276809910965,1.0328365063098064,1
Fbxo18,251103.0,True,2177.5,185.86111111111111,50274.59388308168,1.2671229954069918,4
Gda,2257.0,True,2371.5,4.305555555555555,2147.2582268679826,1.0661070593723592,2
0610030E20Rik,38244.0,True,2620.5,24.770833333333332,4808.734756097561,1.3619382347798226,6
Kcnt1,80615.0,True,547.0,122.96180555555556,46259.249407181574,1.873049099609755,6
Zfp958,35740.0,True,2414.5,31.493055555555557,6012.020857530003,1.0357363786352554,2
Rnf169,31127.0,True,923.0,46.857638888888886,14195.286282907471,1.5615100587960997,5
Cds2,536841.0,True,2557.0,869.4618055555555,392706.1448775649,1.271377977847021,5
Col13a1,1810.0,True,2361.0,0.0798611111111111,1.397781165311653,1.0689491853906594,2
Col25a1,17465.0,True,736.0,18.395833333333332,6522.198170731707,1.550782670819374,4
Grin2a,34165.0,True,2563.5,69.82291666666667,18339.512086236933,1.2839155306009047,4
Sh2d3c,179951.0,True,1449.0,168.30208333333334,67694.69936846689,1.3730811120057884,4
Kcp,15544.0,True,2523.0,4.149305555555555,571.0682225125823,1.3134479703162356,4
Frem1,85324.0,True,822.0,61.045138888888886,15436.342903116532,1.9618523107032866,6
Zfp945,45721.0,True,1816.0,35.048611111111114,7406.861740224545,1.1573438357646724,3
Ntrk3,118647.0,True,1140.0,112.64930555555556,31179.61526084011,1.6460886683487994,6
Pde1a,184880.0,True,1525.5,354.44444444444446,143282.3801780875,1.5508666278182544,6
Skap2,9599.0,True,2675.0,11.465277777777779,1335.8803232675182,1.300181389125904,5
Fam19a1,138490.0,True,1150.0,202.83333333333334,71881.22648083622,1.5194663242480093,5
Il1rapl2,38749.0,True,604.5,38.260416666666664,10922.304769163764,1.8499196887843732,6
Sept9,114683.0,True,605.0,25.524305555555557,2934.3687451606656,1.0600389656580211,1
Usp47,253329.0,True,1822.5,162.10763888888889,41820.92565572976,1.2819568585931476,4
Eda,9351.0,True,885.0,1.2118055555555556,181.64487756484706,1.4974494109865197,5
Slc14a1,2652.0,True,219.0,6.434027777777778,1960.2255976577624,1.0250298572017158,1
Mamld1,46377.0,True,1270.5,40.74652777777778,7898.440754452187,1.8279343760495739,6
Gckr,3820.0,True,1837.0,0.8194444444444444,95.27042198993419,1.2641949816766627,3
Ptk2b,7828.0,True,740.0,8.01736111111111,2330.644296844754,1.3712903624362391,3
Olfr286,5565.0,True,332.0,0.10069444444444445,1.0804176345334882,1.0754767880415004,3
Mbtd1,22011.0,True,2217.0,16.92361111111111,1579.89658343012,1.0667595817555726,3
Zfp426,124910.0,True,2596.0,117.17708333333333,38072.88490853658,1.3309386817469735,5
Nhs,16161.0,True,993.0,11.086805555555555,1317.354807878436,1.2590897899793423,3
Arhgef12,68030.0,True,2321.0,54.364583333333336,7064.992051393727,1.128742328733331,3
Calcrl,6502.0,True,1811.5,9.659722222222221,2371.3750967866818,1.3403775056316392,4
Akap17b,69943.0,True,2221.5,48.84027777777778,7678.901229190864,1.1247379371425892,2
Rcan3,205036.0,True,2494.0,153.34722222222223,47246.8128145567,1.2649664065814732,4
Kcnh7,65257.0,True,1284.0,76.62152777777777,20572.598419957412,1.2529761901804324,3
Zfp341,4438.0,True,1308.0,6.590277777777778,1129.5946089818042,1.2433208937428308,3
Kcng2,4256.0,True,1274.0,5.645833333333333,410.9054878048781,0.9170944878222009,1
Hydin,3096.0,True,2301.0,3.3090277777777777,1489.670719608982,1.1273728629670716,2
Ntng1,186116.0,True,289.5,273.37152777777777,158316.59667779715,2.2567550312832094,6
Ube4a,313968.0,True,2577.0,205.96875,56490.84570993032,1.3562744213839153,5
Unc5c,32781.0,True,1040.5,32.75694444444444,7200.94420247774,1.48931200868309,4
9430015G10Rik,81212.0,True,1416.5,72.46527777777777,21010.152100271003,1.374575592762049,4
Hspa2,15399.0,True,625.5,28.461805555555557,6459.740696380178,1.4309657557570155,4
Ntm,213111.0,True,1215.5,148.68402777777777,39678.80922135114,1.6486701988846069,6
Zfp74,66921.0,True,2567.0,41.96527777777778,8742.249661246611,1.4555790909533746,6
Kif13b,14237.0,True,2301.5,10.128472222222221,1638.5374443476576,1.2600534244964006,4
Tmem26,41966.0,True,1115.0,23.61111111111111,6013.806426635696,1.517518298535478,5
Atp8b4,653.0,True,2719.5,1.0625,146.77656794425087,0.7129852645880054,2
Zdhhc8,52659.0,True,2586.0,38.291666666666664,5863.879790940767,1.1378614628837398,2
Cxcl11,958.0,True,2165.0,2.3368055555555554,310.9070726867983,0.8979042046146034,1
Zfp462,28794.0,True,2521.5,15.73611111111111,1929.1705381339525,1.1955650603229098,4
Pyroxd2,7123.0,True,2355.0,2.5243055555555554,177.69975561362756,1.2319098402415578,4
Cend1,585105.0,True,2637.0,1288.486111111111,1036184.1670538135,1.2812436110657552,4
Pwwp2b,7162.0,True,1622.5,8.534722222222221,695.3925183894696,1.184574428456776,4
2610008E11Rik,151821.0,True,844.0,60.048611111111114,16803.955816879596,1.459456998373586,5
Zfp128,36088.0,True,1004.0,30.086805555555557,9825.048187669376,1.78356808324361,6
Chst8,116501.0,True,1690.5,81.87847222222223,21507.786573267516,1.376736613518519,4
Zfp868,166354.0,True,2192.0,132.78819444444446,33591.853936798296,1.419932523814259,5
Sntb1,4546.0,True,2579.0,3.25,535.184668989547,1.1121973753209236,3
Samd5,9809.0,True,1219.0,3.5381944444444446,232.82083575300038,0.7496675373342038,1
Zfp266,354984.0,True,2616.0,147.07291666666666,38642.88316637631,1.0973180564673113,3
Tor3a,6248.0,True,1722.0,16.5625,3282.9786585365855,0.7187569144113563,2
Dcc,166688.0,True,1015.0,35.201388888888886,6562.516792489354,1.6632081974183688,6
Tnfrsf19,121472.0,True,103.5,48.295138888888886,13232.891683604335,2.296264666045579,6
