mgi_symbol,n_counts,highly_variable,highly_variable_rank,means,variances,variances_norm,highly_variable_nbatches
Gnai3,372572.0,True,2618.0,78.37152777777777,16863.551381629888,1.3637220983089824,5
Cav2,46685.0,True,909.5,103.35416666666667,22307.762630662022,1.4527056256298476,4
Klf6,203869.0,True,2523.0,158.23611111111111,67049.21931862175,1.3173951477325885,4
Ngfr,21794.0,True,833.0,2.454861111111111,383.405620886566,1.5601429620426572,4
Wnt9a,7416.0,True,2247.0,4.739583333333333,702.318706445993,1.0236995932675887,1
Axin2,54958.0,True,2200.0,41.97222222222222,7513.413859852883,1.3695121212279837,5
Gna12,51915.0,True,2489.0,14.399305555555555,2504.345225996903,1.2675513013237014,5
Pih1d2,4295.0,True,2535.0,3.388888888888889,282.32907471931856,0.9565966767261207,2
Ccnd2,19938.0,True,1615.0,29.708333333333332,3678.2700348432054,1.176468330613919,3
Nalcn,170713.0,True,2651.5,267.0520833333333,81972.34919425088,1.434939762259977,6
Th,4257882.0,True,14.5,4600.65625,64423423.10442073,4.265867997240445,6
Drp2,175604.0,True,1120.5,123.38888888888889,37557.13046844754,1.6318414039620466,6
Lhx2,1997.0,True,2191.5,0.003472222222222222,0.003472222222222222,0.9680302634055481,2
Glra1,5962.0,True,1825.0,9.65625,1124.449368466899,1.0731398366962044,1
Scpep1,124532.0,True,408.0,136.43055555555554,25634.47599690283,1.0696286140620692,1
Tpd52l1,62445.0,True,1618.0,98.81597222222223,19395.063576751836,0.9711975410990178,1
Cdh4,326112.0,True,91.0,210.55555555555554,5002577.167634533,3.177577973055309,6
Arvcf,282928.0,True,2765.0,75.81944444444444,16850.232094463798,1.137330622441878,3
Dbt,22582.0,True,1855.0,25.42013888888889,4285.875133081688,1.235228427058393,4
Mx1,1482.0,True,399.0,4.444444444444445,1412.2895857530004,0.7093992354500195,1
Egfl6,10496.0,True,843.0,9.71875,2036.007730836237,1.5321492755989772,5
Lck,28851.0,True,1557.0,33.80902777777778,8587.806608110724,1.2335517113699273,3
Cttnbp2,90639.0,True,1068.0,54.21180555555556,9768.829546554394,1.383823181044744,5
Galnt1,51393.0,True,2323.0,40.59375,4944.520797038327,0.9708141982945113,1
Acvr1b,47836.0,True,896.0,38.08680555555556,5647.64052216415,0.9481887079235974,1
Gabra2,108292.0,True,2033.0,113.61111111111111,24116.93534649632,1.3421379427516797,4
Hk2,3879.0,True,2067.5,1.2847222222222223,143.50750096786683,1.2610307353386472,4
Myo18a,147407.0,True,2587.0,68.59027777777777,15135.608546264035,1.0377770360888598,1
Sez6,633380.0,True,181.5,377.0,148139.77700348428,2.165425801121867,6
Btn1a1,1482.0,True,897.0,4.381944444444445,794.8501258226867,0.8368537378759724,1
Sult5a1,5930.0,True,1377.0,13.152777777777779,3548.5898180410372,1.0955146739261463,3
Rpa1,120515.0,True,2383.5,120.09722222222223,27228.060201316297,1.4961231040560723,6
Serpinf1,7447.0,True,1893.0,18.145833333333332,10806.041376306619,1.3243526977528381,3
Tubgcp3,129446.0,True,1703.0,128.02777777777777,34676.59156020132,1.3399234041937378,4
Polr3d,67985.0,True,480.0,53.65625,8161.905814459929,1.0883232683400923,1
Ddx3x,300824.0,True,2094.0,279.80555555555554,98859.49516066589,1.3977564114950185,5
Kcnn3,170619.0,True,748.0,107.90277777777777,36601.816298877275,1.8124563637898499,6
Usp32,87012.0,True,2421.0,112.5,19733.23344947735,1.3520611270445642,5
Car4,31932.0,True,56.0,13.684027777777779,3152.2517300619434,2.3224794198945475,5
Dnajc5,857268.0,True,2428.0,753.3715277777778,335153.7743781455,1.1103300764706852,2
Tpd52l2,195765.0,True,1001.0,186.67708333333334,27463.668880662015,1.0234085098502528,1
Fmr1,74389.0,True,758.0,36.760416666666664,5503.750762195122,1.2245055033002432,2
Bcl11a,158108.0,True,621.5,38.951388888888886,6501.7955381339525,1.6155427297667797,4
Mmp11,15479.0,True,2544.0,8.836805555555555,1180.3112538714672,1.126288086946988,2
Hip1r,103711.0,True,2389.0,71.75694444444444,10967.578348819201,1.1277278522061374,3
Mmp14,30167.0,True,1552.0,0.2986111111111111,25.088221060782036,1.4041784466988771,3
Slc7a7,10502.0,True,2478.5,4.107638888888889,629.9012654858691,1.1703524969741312,4
Ilf2,526139.0,True,2059.0,325.06597222222223,72300.15242692606,0.8829695048510047,1
Mapk7,138640.0,True,1929.5,25.73263888888889,4509.771474545102,1.1834101695115218,2
Ift20,141922.0,True,1123.0,139.89583333333334,12251.710365853656,0.6752411150715881,1
Col6a1,14502.0,True,944.0,24.59027777777778,7842.563250096786,1.3764579222526727,4
Cnnm3,28627.0,True,2206.0,24.63888888888889,2965.081687959737,1.0820542716060935,2
Mcm3ap,82789.0,True,2417.0,48.97222222222222,10179.21176926055,1.3433384374725257,5
Pcnt,16719.0,True,1470.5,15.149305555555555,3294.8800692024774,1.0228262982091125,2
Mxd1,86530.0,True,2267.0,53.638888888888886,11583.820363917925,1.3454951120540681,5
Gmcl1,82371.0,True,2174.0,58.864583333333336,10165.162783101045,1.1790172984777723,2
Agpat3,81949.0,True,1160.0,73.25694444444444,10406.205526519552,0.9790115803666543,1
Dpp9,119193.0,True,1311.0,91.60416666666667,15809.501306620206,1.0381420818525846,1
Lsr,7097.0,True,2144.5,0.6076388888888888,25.29150938830817,1.1486553720754114,4
Gabrg1,52339.0,True,1940.0,71.54513888888889,16795.84464527681,1.4946777924767625,5
Sp1,12054.0,True,2552.0,11.690972222222221,1936.7090471351141,1.3398168498361087,5
Itgb7,2919.0,True,1613.0,5.541666666666667,838.6254355400696,0.9749445544398484,3
Efnb2,16382.0,True,2525.0,11.659722222222221,1266.7548877274487,0.7770509968133766,1
Rrp15,33606.0,True,1579.0,21.131944444444443,2220.965108401084,0.9032460071143484,1
Sync,4526.0,True,1715.0,5.486111111111111,810.0973674022454,1.047597526349856,2
Ube2c,2482.0,True,2579.5,0.06944444444444445,1.3888888888888888,0.9076555343034207,2
Smg5,171518.0,True,2741.0,104.73263888888889,23589.1652027681,1.2340421291210089,4
Col18a1,6002.0,True,1508.0,4.059027777777778,527.9442387727448,1.3898623296507422,4
Def8,149299.0,True,1957.5,129.59722222222223,34949.488772744866,1.4394061254380608,6
Nkx2-1,6340.0,True,115.0,0.024305555555555556,0.03076606658923732,0.9886198067956391,2
Irx2,1143.0,True,2747.0,0.5520833333333334,45.495535714285715,0.7410121881618106,1
Itga3,93025.0,True,1803.0,82.23263888888889,19194.806317750677,1.345149348506122,5
Jup,476107.0,True,1204.5,101.67361111111111,25847.530729771584,1.836072066595474,6
Fkbp10,2665.0,True,2236.5,0.6597222222222222,48.36464382500967,1.3615233775344704,4
Brpf1,59574.0,True,2455.5,43.861111111111114,9334.182733255904,1.3265782890358269,6
Ubl3,245837.0,True,2461.0,456.8333333333333,157580.53658536583,1.0260562600733787,1
Gramd3,15602.0,True,1500.0,7.361111111111111,1290.538133952768,1.6040966411410753,5
Tcirg1,21195.0,True,2565.0,38.697916666666664,7915.8143510452965,1.525623194864284,6
Smo,7569.0,True,1833.0,0.5486111111111112,24.513308168795977,1.3763432210831956,3
Crnkl1,63032.0,True,1687.0,27.8125,5036.7243031358885,1.4946567164340525,5
Rin2,39440.0,True,1590.0,24.774305555555557,4637.541219028262,1.5796589974227073,6
Fbxo7,95747.0,True,931.0,101.38888888888889,15374.949283778551,1.0029553312285238,1
Evx2,840.0,True,2225.5,0.0,0.0,0.6516684341500384,2
Folr1,6214.0,True,1163.0,0.3333333333333333,11.121951219512196,1.2911069313135382,3
Clpb,152647.0,True,1998.5,163.80902777777777,36417.04702622919,1.3195681686270053,4
Zdhhc4,88927.0,True,2444.5,73.26388888888889,10602.013743708865,1.0715053430526964,2
Aif1l,24365.0,True,1495.5,0.7986111111111112,64.32863917924894,1.5519570846502553,6
Ltbp1,5643.0,True,1218.5,11.125,5848.611498257839,1.2418237326599109,2
Ugp2,102396.0,True,1806.0,99.05555555555556,14019.95509097948,0.9915267211804472,1
Trmt1,133222.0,True,1172.0,128.78819444444446,25810.95498209446,1.2176933829074958,2
Nfix,124630.0,True,194.0,69.48263888888889,11007.860324719319,1.7671844373547696,4
Slc1a5,32643.0,True,1931.5,15.788194444444445,3404.9689193766935,1.3131539724204457,4
Siae,62024.0,True,1269.5,74.86458333333333,17549.734211672476,1.7199781385503086,6
Esam,16879.0,True,2311.5,14.440972222222221,2227.947723093302,1.3390816688409266,4
Grik3,142914.0,True,472.0,57.760416666666664,22766.733340592335,1.7654091801358247,5
Gria3,341875.0,True,606.5,271.10069444444446,138493.0734489934,1.922056025084388,6
Ap4e1,28037.0,True,2176.0,20.958333333333332,4384.23519163763,1.3117931592431038,4
Pnck,553911.0,True,2257.5,848.3368055555555,382772.0220552653,1.07442272016629,2
Fam98a,43033.0,True,2484.0,20.47222222222222,2318.5985288424313,0.941015122167452,1
Tmem25,118861.0,True,2763.0,209.83333333333334,74256.11846689894,1.3309670335065087,5
Spag5,1697.0,True,406.0,5.809027777777778,1360.1759460898181,0.8611860454720937,1
Unc119,78040.0,True,1754.0,60.795138888888886,6404.741857820364,0.9101313868367421,1
Ddb2,23561.0,True,2168.0,15.92013888888889,1718.7148543360436,1.0260133838384056,2
Stat6,7860.0,True,1606.0,14.569444444444445,3154.7198993418506,1.3284938688342465,4
Clgn,77290.0,True,2009.0,100.03472222222223,26346.089382500963,1.352151599741891,5
Rmnd5a,43610.0,True,2526.0,76.01736111111111,16535.849871757648,1.3825563506668168,5
Ppm1j,1699.0,True,2490.0,3.173611111111111,445.27289005032907,1.2165082717357392,4
Peg3,2797837.0,True,1916.0,4703.038194444444,8797740.963692896,1.3034430321098105,4
Zim1,14832.0,True,2541.0,22.739583333333332,3467.9981489547035,0.9881352225936895,1
Dbf4,8970.0,True,1859.0,0.9756944444444444,64.75550474254743,1.214950133508167,3
Cd320,89953.0,True,2712.0,70.86458333333333,12408.563479965156,1.1374847838535518,3
Mdp1,154657.0,True,2235.0,138.04861111111111,21018.889614789005,0.9676741122065037,1
Tmem161a,108463.0,True,2208.5,88.38194444444444,16918.9964672861,1.3887056655790069,4
Hltf,38398.0,True,2423.5,51.697916666666664,9716.16975174216,1.4929789400009286,6
Abhd3,21558.0,True,2597.0,60.923611111111114,13372.544667053811,1.086845319046077,3
Tchp,39913.0,True,2282.0,34.670138888888886,5727.364680120015,1.3797749718462422,5
Tiam1,22319.0,True,1421.0,22.447916666666668,4944.303898083623,1.364941687327942,5
Slc9a3r2,88224.0,True,2582.5,98.42361111111111,15945.875677506772,1.025150905866025,2
Ikzf4,117758.0,True,1826.0,47.31944444444444,11926.162408052653,1.5120024848207183,5
Ccdc97,135208.0,True,2498.5,107.21527777777777,15335.542344173444,1.0688928081460716,2
Zfp40,54257.0,True,1460.0,40.385416666666664,10149.575675087108,1.348314758440132,4
Lcp2,10730.0,True,2745.0,4.895833333333333,644.0657665505225,1.2592426913891819,5
Cse1l,391321.0,True,2601.0,330.52777777777777,98039.17692605498,1.288844001386284,5
Pex6,66639.0,True,1943.0,61.38194444444444,8246.1114498645,1.062528410624076,2
Jag2,52105.0,True,2331.0,31.82638888888889,3167.732820363917,0.9064776768117051,1
Flii,237943.0,True,2408.0,243.60416666666666,71867.0344076655,1.314273517480727,5
Top3a,37810.0,True,895.0,39.677083333333336,11101.390135017422,1.767609252882478,6
Atg4d,52964.0,True,2207.0,63.59375,9360.799542682926,1.1612149010016672,3
Qtrt1,67408.0,True,1351.0,51.458333333333336,7355.057491289197,1.0953637699974677,2
Plin4,1881.0,True,2270.0,1.4131944444444444,177.7345988192025,1.0582858773874557,3
Tmem39a,46969.0,True,2441.0,34.49652777777778,4961.7978973093295,1.0341634141219178,1
Mcm2,14188.0,True,786.0,11.34375,2473.2228876306617,1.465973856381204,5
Nab1,7021.0,True,2482.0,9.82986111111111,1140.908234126984,1.1770637132682864,3
Il17ra,2557.0,True,192.0,0.03819444444444445,0.3504524777390631,0.8688800656529624,1
Lamb1,34482.0,True,381.0,35.802083333333336,12944.110518292682,1.8541567749961239,5
Kcnn1,25387.0,True,2073.0,7.048611111111111,825.2032036391793,1.4326183698617658,5
Ppp1r17,52553.0,True,1313.5,47.96527777777778,31065.78276229191,1.7847167095268146,6
Cd36,629.0,True,2726.0,1.09375,158.39187717770037,0.6991726662618736,1
Pnkp,59661.0,True,2635.5,46.40277777777778,6189.565427797134,1.070679932843644,2
Med25,266153.0,True,608.0,97.93055555555556,14431.695509097948,0.9781851327604901,1
Bcam,38885.0,True,1648.5,63.53819444444444,14004.562996031746,1.3655226946173358,4
Relb,7050.0,True,1175.5,11.13888888888889,2020.5869144405729,1.0453256731572,2
Apoe,30386.0,True,302.0,12.413194444444445,1333.7485361014324,1.514925505766158,3
Hbp1,108489.0,True,2686.0,81.56944444444444,15628.678087495158,1.2495712710135116,5
Prkar2b,439931.0,True,949.0,164.47222222222223,45711.142082849394,1.6403614187679965,6
Cdk12,25004.0,True,1945.0,23.729166666666668,2143.7521777003485,0.7587108589528713,1
Lipe,110272.0,True,1177.0,92.22222222222223,4500.535811072396,0.5807893331438572,1
Tbc1d8,44672.0,True,1907.0,45.104166666666664,10404.4281358885,1.2071162273589486,4
Slc2a3,191520.0,True,1133.0,293.1458333333333,79724.28527874564,1.5219074351429949,5
Foxj2,32327.0,True,1856.0,20.868055555555557,2862.7630178087493,1.3280012839744704,4
Ranbp2,77475.0,True,432.0,70.14236111111111,13169.983147018967,1.9103238810619312,6
Abcf3,245912.0,True,2343.5,335.77430555555554,70766.24505178088,1.0316911144702108,2
Plag1,2085.0,True,1450.0,0.3055555555555556,12.164150212930702,1.0855092053417714,2
Hck,11129.0,True,985.0,3.8472222222222223,699.2588075880759,1.2759777800431278,3
Atp8b3,10839.0,True,1173.5,5.944444444444445,583.279132791328,1.1472099674384078,2
Fkbp11,12943.0,True,2704.0,26.56597222222222,3423.730824138598,0.8370701229244091,1
Rab3b,320139.0,True,1321.0,280.41319444444446,159586.12484272162,1.3380234125732826,3
St8sia6,12910.0,True,2169.0,21.01388888888889,3499.100851722803,1.301247878314753,5
Fcgrt,10325.0,True,551.5,26.836805555555557,6456.206724254743,1.1873245224611664,2
Dll3,128371.0,True,766.0,61.392361111111114,15356.113809039876,1.761781700531154,5
Bicd1,136879.0,True,1596.5,98.41666666666667,14992.341463414632,1.179874072135665,2
Phyhip,144084.0,True,2389.0,396.18402777777777,94847.90678232675,0.969884855421057,1
Ddr1,214247.0,True,2098.0,48.00347222222222,7719.445980933025,0.9532552442252471,1
Fosb,63116.0,True,1360.0,173.45486111111111,125438.08854771583,1.4276567697837432,2
As3mt,118802.0,True,1486.0,109.59722222222223,29403.30758807588,1.1844721308192074,2
Homer3,22662.0,True,2770.0,0.3368055555555556,10.64923296554394,0.7453217656343312,1
Crtc1,294659.0,True,739.0,132.27777777777777,26038.84243128146,1.2161526362980797,2
Rnf215,87698.0,True,2701.0,54.920138888888886,7489.495342140921,1.0902616441195943,3
Aven,8750.0,True,1527.0,4.809027777777778,356.78221786682155,0.867336477032613,1
Crot,29475.0,True,2671.5,27.79861111111111,4726.579510259388,1.3755700974568592,6
Calb2,708406.0,True,145.5,1675.798611111111,3502598.429684475,2.50746427567471,6
Snrnp200,211165.0,True,2521.0,156.31944444444446,45811.27739063105,1.3133187021177657,5
Ciao1,141667.0,True,2664.0,194.60416666666666,37003.19468641116,1.0679205761145865,2
Insig2,144750.0,True,2716.0,237.36458333333334,51467.13142421602,1.097209139062848,3
Man1a,27151.0,True,1783.0,30.743055555555557,4924.546989934185,1.4232458642695012,5
Itpkc,12274.0,True,1992.0,9.07638888888889,892.663133952768,0.8503455899227456,1
Gcdh,72433.0,True,2134.0,71.68402777777777,11399.5339600271,1.2685706223328095,4
Nqo1,5473.0,True,1887.5,7.895833333333333,930.9229094076654,1.1704565407533523,4
Ppfia3,85597.0,True,2082.0,55.24652777777778,4844.458176054975,0.9345935021664914,1
Zfp81,53136.0,True,1270.0,25.354166666666668,5964.926393728223,1.5287774374237066,6
Grm3,19328.0,True,574.0,7.097222222222222,1548.861595044522,1.7052491331061896,5
Ssbp2,371640.0,True,1979.0,293.2048611111111,112126.81154423152,1.2873470921932044,4
Gstm7,136063.0,True,2308.0,55.84722222222222,12497.328493999225,1.2636364252318697,4
Stat3,98183.0,True,2662.0,83.01388888888889,20246.494579945796,1.2620209380518872,5
Stat5a,15634.0,True,1295.0,4.739583333333333,502.43020470383277,1.2274898289910388,3
Angptl2,7223.0,True,1240.0,0.9895833333333334,60.581772648083614,1.2695543717782143,3
Cacna1e,361684.0,True,1644.0,328.65277777777777,130309.77448703059,1.5668112625667234,5
Etv1,18458.0,True,995.0,20.07638888888889,8533.541182733255,1.674318677865517,5
Ikbkg,73391.0,True,1914.0,78.43055555555556,20289.848819202478,1.4419191384280154,6
Wars2,11102.0,True,1542.0,8.225694444444445,1182.8164803523036,1.1391753165960237,3
Phb2,296571.0,True,2651.0,152.87847222222223,21313.424203929542,0.8115643869709152,1
Gpx6,376.0,True,1893.0,0.6944444444444444,69.26519550909795,0.8921131581742398,1
Pde1c,47084.0,True,1718.0,9.503472222222221,1635.6236812814557,1.4296286838297114,5
Utp20,15679.0,True,2378.0,16.60763888888889,2586.7479553813396,1.198668021408593,3
Cul3,99832.0,True,2420.0,128.54513888888889,31867.40562088657,1.2463793608165652,4
Sst,13018.0,True,67.0,3.923611111111111,1205.3251548586913,1.7571717252535362,3
Ddx56,133026.0,True,2658.0,135.29513888888889,24249.567641792488,0.9877721720528898,1
Bid,117446.0,True,2740.0,78.36458333333333,11990.009472996517,1.0236444249840244,2
Tbccd1,35659.0,True,2543.0,24.94097222222222,4707.073158633372,1.3211027744971247,5
Clec11a,10362.0,True,2584.0,6.565972222222222,510.18378581107237,0.9005888250614311,1
Zfp324,40068.0,True,1509.0,15.635416666666666,3723.5983231707314,1.4864267770219193,5
Gab2,258484.0,True,1524.0,80.23958333333333,21957.095709930316,1.5786291180688454,6
Ndrg2,268574.0,True,2463.0,341.7638888888889,135122.94057297715,1.3600311226485786,6
Arhgef40,82374.0,True,1255.0,43.96875,6135.9746297909405,1.1276240753112434,2
Stxbp2,14371.0,True,744.0,0.06597222222222222,1.2534722222222223,1.411842182839001,4
Chn2,138956.0,True,2042.0,135.25,62417.95121951219,1.5700417194325305,6
Aqp1,610.0,True,1101.0,2.1006944444444446,456.2372120596206,0.5509741785974476,1
Arid3b,20067.0,True,1171.0,4.829861111111111,904.4064919667054,1.4099031232438701,5
Hdac9,35008.0,True,822.5,50.048611111111114,13606.750241966703,1.412519951181703,4
Rab23,72957.0,True,2145.0,50.78125,11004.359647212543,1.1155909549622687,3
Eif2b2,108463.0,True,1305.0,112.17361111111111,14509.94884823848,0.9341729940995066,1
Dlst,355038.0,True,1936.0,316.6145833333333,118966.27253919862,1.3533997454710287,4
Ulk2,187600.0,True,2048.0,85.75,15876.529616724738,1.3230552205612893,5
Mapk13,555.0,True,2526.0,0.8472222222222222,114.15776229190863,0.5734420773925497,1
Lbr,45542.0,True,1707.0,29.62847222222222,3595.244761420828,1.1997889602699028,2
Nes,3882.0,True,869.0,0.041666666666666664,0.2421602787456446,1.1821595171505752,2
Bcan,34750.0,True,2103.0,93.08333333333333,25111.05226480836,1.191822463216113,3
Hdgf,201848.0,True,2512.5,243.56944444444446,45169.110143244274,0.9703464529918696,2
Hspb1,3961.0,True,2009.0,13.083333333333334,2349.142857142857,0.6195659024497803,1
Rasa4,78459.0,True,2028.5,50.704861111111114,11720.905620886566,1.390153681560345,6
Mri1,43870.0,True,2478.0,36.74652777777778,4424.2038206542775,0.7655055065351185,1
Sgsh,10179.0,True,202.0,6.208333333333333,662.4233449477352,1.4954562062171,3
Cd44,11543.0,True,1518.0,8.635416666666666,2185.431075783972,1.461279991371648,4
Slc1a2,172172.0,True,1865.5,95.95486111111111,28661.081579074715,1.4640986763968773,6
Eif2ak4,51700.0,True,2421.0,53.5625,12319.90548780488,1.3047279377544891,5
Man2b1,54433.0,True,657.0,61.52777777777778,10235.692605497485,1.4763212566866117,4
Polr2a,194227.0,True,1875.0,126.15972222222223,35399.22875532327,1.3034845176709173,5
G6pc2,210.0,True,2308.0,0.0,0.0,0.2337842179590578,1
Spc25,4346.0,True,1261.5,0.8680555555555556,52.811798296554386,1.4067368924919916,4
Zfp287,38520.0,True,2533.0,29.18402777777778,6006.61758372048,1.3473854545447201,5
Prlr,23289.0,True,1509.0,46.65625,12401.52950783972,1.3205117137716689,4
Letm1,370421.0,True,2555.0,397.2638888888889,111275.7280294231,1.3294926253178054,5
Slc1a6,29988.0,True,2514.0,41.60069444444444,6849.418396728611,1.3242170515904175,5
Msh6,65794.0,True,2061.0,55.52430555555556,16944.647490805266,1.49183852671202,6
Tbl2,46386.0,True,816.0,56.28819444444444,16792.805156310493,1.7178736902674023,6
Nid1,18718.0,True,520.0,5.638888888888889,1164.524196670538,1.7175317871191218,4
Mcm5,26191.0,True,2384.0,9.027777777777779,1239.2048006194348,1.6025192359895541,6
Hmox1,23283.0,True,1253.5,22.586805555555557,6776.54296118854,1.5473379765154247,4
Ddx39,182987.0,True,1852.0,90.45138888888889,15776.555120015488,0.9714833747738253,1
Dnajb1,856446.0,True,2309.0,2497.8263888888887,16605539.32167054,1.76799576875427,2
Insr,120300.0,True,2325.0,57.30902777777778,8369.405911246613,1.3739573634985043,5
Atp4a,5051.0,True,1981.0,8.9375,1507.570993031359,1.1638591125139943,3
Mef2c,16936.0,True,1944.0,18.77777777777778,3175.9504452187375,1.3540393252934548,5
Mrvi1,456.0,True,2580.0,1.0659722222222223,133.53918650793648,0.7449549257887061,1
Pcyt1a,131500.0,True,1619.0,71.25694444444444,15146.749080526519,1.6787742274271686,5
Insrr,19762.0,True,342.0,17.39236111111111,6275.765376984127,1.965087972858847,5
Snx6,226811.0,True,1380.0,148.12152777777777,21902.560092431286,0.8741488844296583,1
Mthfd2,65300.0,True,2625.5,40.232638888888886,7087.078094754162,1.11546545573973,2
Kit,318721.0,True,83.5,191.51388888888889,131942.60607820362,2.5367047267500342,6
Pan2,71043.0,True,2263.5,39.197916666666664,9768.828288327526,1.4128148107412735,6
Ampd3,23912.0,True,2204.0,35.15625,5222.647974738676,1.244512063042777,4
Ctcf,52817.0,True,2573.5,37.44444444444444,5840.902826171118,1.1595167550538674,2
Pvalb,2135.0,True,2704.0,6.614583333333333,2640.0425740418113,0.5718976168734061,1
Ranbp1,267055.0,True,2507.0,176.79861111111111,16946.81644405729,0.6972268036430674,1
Slc30a4,17914.0,True,2679.5,16.802083333333332,2507.26731271777,1.2514884630002943,4
Apc,317441.0,True,2417.5,134.97222222222223,37195.13511420828,1.3981981665065495,6
Ncoa2,77987.0,True,1321.0,62.552083333333336,12869.307382404182,1.5496853627172384,6
Trh,8557.0,True,1889.0,0.8090277777777778,80.46166037553232,1.463542953929867,5
Nr2c1,33197.0,True,2613.5,25.09722222222222,4859.802361595045,1.2359029294101047,4
Otx1,85339.0,True,48.5,31.40972222222222,16802.361159504453,3.0601173437872604,6
Itgae,3829.0,True,2148.0,4.190972222222222,342.50347222222223,1.039212480560814,2
Ctns,55545.0,True,1631.0,40.010416666666664,6272.762957317073,1.3755943135986988,4
P2rx5,2366.0,True,958.0,7.725694444444445,1515.119616240805,1.1435525607172041,1
Shpk,9691.0,True,1168.0,11.375,2915.754355400697,1.6119119062702876,5
Trpv1,121156.0,True,305.0,26.510416666666668,8201.651459059234,2.084574662710131,6
Ephb3,34545.0,True,1320.0,4.131944444444445,729.5574428958574,1.6299586493616272,6
Rcn1,113066.0,True,544.0,148.97569444444446,27541.319964672854,1.4688317844892758,4
Tyrp1,2128.0,True,333.0,3.392361111111111,762.1277463221061,1.1520701208390658,1
Dhx34,43099.0,True,2750.0,20.052083333333332,4367.136650696863,1.2591229403340034,4
Kptn,77420.0,True,2288.5,45.59722222222222,5503.237901664731,1.0717927163840886,2
Inpp5k,160662.0,True,1425.0,148.59027777777777,43091.21133372047,1.650502332110367,6
Eps8l1,10468.0,True,1228.0,10.409722222222221,2011.3437379016646,0.8212947966611311,1
Cdkal1,68422.0,True,2325.0,44.385416666666664,7291.770797038327,1.3174994293689923,4
Htra1,5505.0,True,1222.5,15.631944444444445,5141.3274777390625,1.1638712804063986,2
Atp6v1b2,1609911.0,True,1690.5,2595.4548611111113,2425851.485760257,1.0959930976499017,2
Tep1,19517.0,True,2051.0,17.59722222222222,2461.2030584591557,1.113994043882707,3
Ttc5,164630.0,True,1705.0,78.73611111111111,11356.194928377856,0.8905481028466437,1
Susd2,49646.0,True,717.0,132.28125,45856.41888066202,1.6493653795893002,5
Fbln1,24281.0,True,1491.0,10.246527777777779,2589.2316952187375,1.6660855486162829,6
Gcat,14957.0,True,2073.0,16.26736111111111,2079.067641792489,1.1814016774408433,3
Cdc20,2477.0,True,2397.0,0.4027777777777778,45.920828493999224,1.2401148956447479,3
Actn3,8215.0,True,2575.0,7.621527777777778,2311.5113119434764,1.380316826653523,5
Zdhhc24,83521.0,True,2426.5,69.95138888888889,15240.833865660083,1.3982019785850575,6
Pdk1,92527.0,True,985.0,98.34027777777777,29592.50401664731,1.4823186009848348,5
Ptbp1,65519.0,True,470.0,32.892361111111114,3577.24621322106,0.9834815883131398,1
Mvd,162980.0,True,1733.0,57.114583333333336,8845.119229094076,1.4488467622755907,5
Sfmbt1,39586.0,True,2742.0,39.638888888888886,7663.625241966706,1.25871556380563,5
Atp7b,8503.0,True,1015.0,9.0625,903.4176829268292,1.2734863086255148,3
Runx1t1,389528.0,True,1087.0,110.61805555555556,23645.769986449868,1.6347521789225083,5
Hfe,6255.0,True,1338.0,21.24652777777778,4595.824029713511,0.7067762082444311,1
Qrich1,352581.0,True,2172.0,196.39583333333334,46332.81837979094,1.1038823949466703,2
Pola1,26852.0,True,1620.0,17.322916666666668,2959.2646994773518,1.5244353334450056,5
Pknox1,28377.0,True,874.0,10.48611111111111,1173.2123499806426,1.4131223933571988,3
Gmnn,7497.0,True,2291.5,9.086805555555555,626.5882573557878,0.9151354074411135,2
Zfp184,35145.0,True,808.5,35.21180555555556,8951.526410665892,1.7081654908033983,6
Cdk4,619693.0,True,990.5,137.17361111111111,21720.290311653112,1.1467391472677255,2
B4galnt1,231331.0,True,2495.0,134.70833333333334,23833.02264808362,1.0459279928007474,2
Cnp,40098.0,True,699.5,15.11111111111111,2100.3290747193187,1.5545062373332497,4
Ttc25,7185.0,True,1913.0,10.840277777777779,1651.1521002710028,1.3667055814234075,5
Sulf2,268344.0,True,2415.0,60.8125,10278.473432055749,1.5759370459357107,5
Ezh1,119528.0,True,2053.0,195.14930555555554,47645.20062669377,1.3526964922612612,5
Syngr3,1015017.0,True,2121.0,1646.9583333333333,1010286.1620209061,1.1542186480114907,3
Vars,181582.0,True,2169.0,107.45138888888889,27262.26243708866,1.3391955872445056,5
Msh5,3582.0,True,2211.5,0.5694444444444444,21.31920247773906,0.9440851552144075,2
Pole,7491.0,True,2597.5,2.2916666666666665,236.26306620209058,1.2035412775706682,4
Atp1a2,10682.0,True,2060.5,4.756944444444445,749.376258226868,1.0570655896015644,4
Dennd2c,4251.0,True,1073.0,1.2777777777777777,234.52884243128148,1.2916360038541732,4
Pcdha11,18121.0,True,445.0,6.052083333333333,1026.9206228222997,1.937079910992417,6
Hapln4,29828.0,True,2270.0,95.02777777777777,25379.448703058457,1.1803030515134287,3
Tgfbr1,176477.0,True,680.0,12.20486111111111,3420.9927289005027,1.7345001828646895,5
Gabrb2,94488.0,True,2258.0,71.89236111111111,9436.577223674021,1.2545235021976608,5
Zfp655,113950.0,True,1956.0,130.46875,50016.3056402439,1.523015143565918,5
Ankrd26,54410.0,True,1461.0,45.59027777777778,6218.9256194347645,1.436844042018789,5
