PCs1,PCs2,PCs3,PCs4,PCs5,PCs6,PCs7,PCs8,PCs9,PCs10,PCs11,PCs12,PCs13,PCs14,PCs15,PCs16,PCs17,PCs18,PCs19,PCs20,PCs21,PCs22,PCs23,PCs24,PCs25,PCs26,PCs27,PCs28,PCs29,PCs30,PCs31,PCs32,PCs33,PCs34,PCs35,PCs36,PCs37,PCs38,PCs39,PCs40,PCs41,PCs42,PCs43,PCs44,PCs45,PCs46,PCs47,PCs48,PCs49,PCs50
-0.0515417754650116,-0.008464007638394833,0.0014460779493674636,-0.035448454320430756,-0.006328358314931393,-0.02820000611245632,-0.06928231567144394,0.015766359865665436,-0.027124878019094467,0.02406562864780426,-0.01340421847999096,0.004609298426657915,-0.02529747225344181,-0.016559666022658348,0.04842708259820938,-0.08772918581962585,0.013607227243483067,-0.004914962686598301,0.02711794525384903,0.0007592597394250333,-0.03148944675922394,0.10798436403274536,-0.014674431644380093,0.05369573459029198,0.07244373857975006,0.01928951032459736,-0.01203962042927742,0.11574388295412064,-0.040963269770145416,0.026568757370114326,-0.16030019521713257,0.04331936687231064,0.023115193471312523,-0.03252251073718071,0.045761603862047195,0.10007347911596298,0.14444038271903992,-0.00020765082444995642,0.06822318583726883,-0.04307064786553383,0.03820091485977173,0.01637638360261917,-0.06347794830799103,-0.0179020743817091,0.009786083362996578,-0.07441602647304535,-0.0708664283156395,-0.04203461483120918,-0.04109366238117218,0.08920742571353912
-0.037126969546079636,-0.021792106330394745,-0.039137423038482666,0.017128974199295044,0.00835317000746727,0.028558779507875443,-0.04004308581352234,-0.008043657056987286,-0.029305657371878624,0.02425413765013218,0.014638700522482395,0.018070761114358902,-0.028084149584174156,-0.020358923822641373,-0.014880582690238953,-0.07997244596481323,-0.04132435843348503,-0.04701970890164375,0.01619688980281353,0.03178929165005684,0.006932364776730537,-0.024631192907691002,0.027439752593636513,0.014377218671143055,-0.013652387075126171,-0.02265719696879387,0.05919903889298439,0.04605689272284508,-0.07238217443227768,0.003402821021154523,0.03649362921714783,-0.0734441876411438,-0.011173981241881847,-0.07841669023036957,0.009281800128519535,-0.08992240577936172,-0.07563371956348419,0.03609978035092354,-0.006443601567298174,0.043496377766132355,-0.043124113231897354,-0.07021332532167435,0.005062091629952192,0.10178953409194946,0.023534616455435753,-0.028521114960312843,-0.03370284661650658,-0.02737070620059967,-0.06615189462900162,-0.004808459896594286
-0.0046749901957809925,-0.0032046851702034473,-0.005150909535586834,-0.0014274796703830361,0.0002400483499513939,-0.0030619699973613024,-8.842757961247116e-05,-0.008437317796051502,0.016588466241955757,-8.403340871154796e-06,0.002034848090261221,-0.0004138205258641392,0.0026451179292052984,-0.006475633010268211,-0.005001669749617577,-0.003801730927079916,-0.021757202222943306,-0.007216294761747122,-0.0003720349632203579,-0.0025477225426584482,0.007770772557705641,0.022516224533319473,0.014008453115820885,0.001582277356646955,0.006060750223696232,-0.005324857775121927,-0.005346191581338644,-0.0044797733426094055,0.006711619906127453,0.0153580941259861,0.012992552481591702,-0.013406758196651936,0.0053471834398806095,0.0030709796119481325,-0.002042814390733838,0.0012754868948832154,-0.0032173909712582827,-0.0019052013522014022,-0.006850662175565958,0.0011754174483940005,-0.011744688265025616,0.012920014560222626,-0.008104617707431316,0.0030197417363524437,-0.0029226928018033504,-0.0070000821724534035,0.006375474389642477,0.008091563358902931,0.0003231084847357124,0.005560874938964844
0.0038580340333282948,-0.008195186965167522,-0.008058260194957256,-0.00015384664584416896,-0.0017977472161874175,0.0021101997699588537,0.008812809363007545,-0.004736185539513826,-0.002429207321256399,0.010927041992545128,-0.004080186132341623,0.029148221015930176,0.015825793147087097,0.012737377546727657,0.01680733449757099,0.0005592204397544265,-0.000691112712956965,0.00787264108657837,-0.0044554052874445915,0.025205766782164574,0.0068385303020477295,0.002763849450275302,0.016980251297354698,0.024414265528321266,-0.021687127649784088,-0.010501280426979065,0.0308519434183836,-0.013466070406138897,0.007766087539494038,-0.013585065491497517,-0.0023271464742720127,0.004243028815835714,0.0015386187005788088,-0.009596048854291439,-0.026701295748353004,-0.008985767140984535,0.017612753435969353,-0.009150219149887562,-0.00860950630158186,0.02100653573870659,-0.006110804621130228,-0.002155929571017623,-0.01079532690346241,-0.01521686464548111,-0.015301810577511787,0.009257815778255463,0.0018287085695192218,0.0021879393607378006,0.008712775073945522,0.008387438952922821
-0.017568133771419525,0.33306097984313965,-0.23825447261333466,0.020318401977419853,-0.12553365528583527,-0.15813319385051727,-0.02857012301683426,0.10202391445636749,0.06320054829120636,-0.05973581597208977,0.18710605800151825,-0.06190886348485947,-0.0222781915217638,-0.01787358522415161,0.10867685079574585,0.06401423364877701,0.06693575531244278,-0.1026921272277832,0.15919840335845947,0.10625289380550385,0.05040808022022247,0.1007634848356247,-0.1306699514389038,0.051541779190301895,-0.06307362765073776,0.1307895928621292,-0.06930380314588547,-0.03020044043660164,-0.16128291189670563,0.03850783407688141,-0.0567784309387207,-0.1027134582400322,0.1636245846748352,0.04385319724678993,-0.14388272166252136,0.006035680882632732,-0.008928010240197182,0.006755047012120485,-0.024371303617954254,0.03634471818804741,-0.04955713450908661,0.06138551980257034,-0.028451859951019287,-0.10085805505514145,0.14326287806034088,0.12807680666446686,0.0684695690870285,0.002907966263592243,-0.055987924337387085,-0.029862822964787483
-0.006599698215723038,0.012020197696983814,-0.01723959669470787,-0.0010523864766582847,0.01781613938510418,-0.0003464007459115237,-0.046824924647808075,-0.028630884364247322,-0.02118639647960663,-0.009244481101632118,0.002035255776718259,-0.010616126470267773,-0.03518971800804138,0.03123750165104866,0.008617357350885868,-0.0030474348459392786,0.08363701403141022,0.03144332021474838,-0.02105734869837761,-0.01342032290995121,-0.0015019229613244534,0.0011512605706229806,-0.008958989754319191,0.01004199031740427,-0.012710652314126492,-0.02505989745259285,0.059037867933511734,-0.056836631149053574,0.0076483492739498615,0.015502134338021278,0.00971843022853136,-0.008404651656746864,0.013018165715038776,-0.0328567810356617,0.05527951568365097,-0.04109972342848778,-0.030042419210076332,0.057755157351493835,-0.08452438563108444,-0.08503571152687073,-0.06247939541935921,0.03817639872431755,0.045151207596063614,0.02364860475063324,-0.048373159021139145,-0.0003979068424087018,0.022974783554673195,0.062130156904459,0.01793801598250866,-0.00926616694778204
-0.0001741847227094695,-0.0004439721233211458,0.0013249199837446213,0.001135470112785697,-0.0009753757622092962,0.002163555007427931,0.0007048459956422448,-0.0012200967175886035,0.0013519329950213432,0.0015845494344830513,0.00024079943250399083,0.0029921054374426603,0.0027553834952414036,0.001759223290719092,0.0016613815678283572,-0.0007493377197533846,-0.0009153190185315907,0.0012937773717567325,-1.3756498447037302e-05,-0.0007418735767714679,0.003188508562743664,-0.0018501121085137129,0.007027996703982353,0.003430938348174095,-0.002244380069896579,-0.0019674496725201607,0.009344522841274738,-0.0009971059625968337,0.004428165964782238,-0.0008347152033820748,-0.0011478770757094026,-0.00013904045044910163,0.0015416855458170176,-0.0011118313996121287,-0.005259190686047077,-0.0014848969876766205,0.001333168474957347,-0.002810136415064335,-0.0007447056705132127,0.0019673220813274384,-0.003183474065735936,-0.0041567073203623295,-0.0011446886928752065,0.00048675734433345497,-0.002468033228069544,0.004533075261861086,0.00029358957544900477,-0.001001655007712543,-0.002312122844159603,-0.0021636136807501316
-0.020488528534770012,0.05357414856553078,0.013637330383062363,-0.013915776275098324,0.041517473757267,0.014587920159101486,-0.0024373854976147413,-0.05877942219376564,0.00830466765910387,-0.06947677582502365,0.05455100163817406,-0.001724112662486732,0.0005882432451471686,-0.045231740921735764,-0.051398612558841705,0.07777417451143265,-0.11005856841802597,0.05163268372416496,-0.014142433181405067,-0.008039837703108788,0.09036045521497726,-0.05731703341007233,-0.040537770837545395,0.01762409694492817,-0.004232118371874094,-0.07795997709035873,-0.036015186458826065,0.0816008523106575,0.04387277737259865,0.005912516266107559,0.05806285887956619,-0.03687410056591034,0.03766899183392525,-0.031668972223997116,-0.037204522639513016,-0.0017332870047539473,0.03491032123565674,0.06822748482227325,0.08105950802564621,-0.02058311551809311,-0.05787016451358795,0.012261645868420601,-0.01458914764225483,-0.1387755125761032,0.018218908458948135,-0.00876836758106947,0.14213688671588898,-0.11096751689910889,-0.007133153732866049,-0.03132236376404762
0.09991258382797241,-0.028977539390325546,-0.00915491208434105,0.015261119231581688,-0.0019570467993617058,-0.010431990027427673,0.008560440503060818,0.025930529460310936,0.00628336938098073,-0.018047109246253967,0.05519319698214531,-0.04008378088474274,-0.006757732946425676,-0.041938528418540955,-0.025381485000252724,-0.017888911068439484,0.029873019084334373,-0.04293856769800186,-0.015665829181671143,0.03085818700492382,-0.013015647418797016,-0.019727306440472603,0.0043011996895074844,0.0027918987907469273,0.03560745716094971,-0.027181418612599373,0.004931081086397171,-0.025443149730563164,-0.03270715847611427,-0.02512575127184391,-0.027923347428441048,-0.010860290378332138,-0.007536959834396839,-0.014333502389490604,-0.03822147846221924,0.030798129737377167,0.035161327570676804,-0.005530788097530603,0.004499557428061962,0.0290080476552248,-0.027799641713500023,0.008946795016527176,-0.016746705397963524,0.02052583545446396,-0.001967270625755191,-0.036606308072805405,-0.004897684324532747,-0.006636524107307196,-0.0039796666242182255,-0.007910213433206081
-0.03474976867437363,0.005519584286957979,-0.008027489297091961,-0.006462362594902515,-0.005666646640747786,-0.01692894659936428,-0.043306127190589905,-0.005303206387907267,-0.0014603342860937119,-0.0010014313738793135,0.06109384074807167,-0.0037212506867945194,0.056639477610588074,0.003073300700634718,0.007638466078788042,0.005679204594343901,-0.010844268836081028,-0.022114647552371025,0.03465772792696953,0.033643584698438644,0.0042824107222259045,-0.04022369161248207,0.007058506831526756,-0.004121734295040369,-0.03645981475710869,0.005136638879776001,0.019927000626921654,-0.007659657392650843,0.03198952600359917,0.006402652245014906,-0.012442338280379772,-0.02927645668387413,0.005651751067489386,-0.01973431371152401,-0.044404733926057816,0.025213634595274925,-0.005435704253613949,0.02512136846780777,-0.013495108112692833,0.011277126148343086,-0.01317509077489376,-0.0034595783799886703,-0.00023137479729484767,0.008445431478321552,-0.060368794947862625,-0.038419537246227264,-0.0015481086447834969,-0.022671522572636604,-0.0957031399011612,0.061545561999082565
