cellid	pop	depth	kon_nonDE_1	kon_nonDE_2	kon_nonDE_3	kon_nonDE_4	kon_nonDE_5	kon_nonDE_6	kon_nonDE_7	kon_nonDE_8	kon_nonDE_9	kon_nonDE_10	kon_nonDE_11	kon_nonDE_12	kon_nonDE_13	kon_nonDE_14	kon_nonDE_15	kon_nonDE_16	kon_nonDE_17	kon_nonDE_18	kon_nonDE_19	kon_nonDE_20	koff_nonDE_1	koff_nonDE_2	koff_nonDE_3	koff_nonDE_4	koff_nonDE_5	koff_nonDE_6	koff_nonDE_7	koff_nonDE_8	koff_nonDE_9	koff_nonDE_10	koff_nonDE_11	koff_nonDE_12	koff_nonDE_13	koff_nonDE_14	koff_nonDE_15	koff_nonDE_16	koff_nonDE_17	koff_nonDE_18	koff_nonDE_19	koff_nonDE_20	s_nonDE_1	s_nonDE_2	s_DE_1	s_DE_2	s_DE_3	s_DE_4	s_DE_5	s_DE_6	s_DE_7	s_DE_8	s_DE_9	s_DE_10	s_DE_11	s_DE_12	s_DE_13	s_DE_14	s_DE_15	s_DE_16	s_DE_17	s_DE_18	alpha	depth
cell_1	4_5	0	0.758126609890823	0.689357054477239	0.32135202027578	0.467987868345857	0.844793576678668	1.06049632031229	-0.685300097575176	1.46409937138381	1.1148510574025	1.54645537889649	1.5806681892372	1.91223004779568	1.71919958125083	0.978368689847725	0.761533389238022	0.689672225460593	0.978578902916019	-0.780246046460592	1.28587311524238	1.62024537557999	0.721832130159185	1.36570511435812	0.174415252334235	2.16523619090503	-0.0225941669047085	1.595316320671	0.412818225655871	0.536753051497422	1.68775290351732	0.406370552313346	0.176149691535264	1.08354125047815	1.37508733776436	-0.0622097039364924	1.1472891767163	1.52622709230769	1.60654603977594	0.708897367499635	0.118556369521528	1.10418949359278	1.20405590127899	1.89061318382132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0512913215286754	122325.576449709
cell_2	4_5	0.0025062656641604	0.772096310586715	0.589310530687464	0.599922589375753	0.253828374277229	0.718512807325574	0.595200935610878	1.58112474171482	1.21888836450539	-0.563553838126958	1.00385904796964	1.4960904693956	0.877694187333	0.282343992284423	0.229233592118925	1.38427141654662	0.583992886079041	0.587065401497207	1.43719444954092	1.30383686213431	-0.0918681327445598	0.899241155971709	0.854785964817927	1.21042856714432	1.07453665222265	0.380564264386183	1.64398154620066	0.700564841890529	0.834097434585865	1.16882495219014	0.470628305119972	1.10879650064634	1.69272400385103	0.409219044853995	-0.192177737794987	1.00440065533644	1.44416538415412	1.23151598951788	0.46399154332687	1.21273099050327	1.87946377874211	0.646159276610387	1.49787603548918	0.938263989761118	1.0243121982709	0.984177763932705	1.03959870018268	1.03092056219428	1.00190133452168	0.977474358214748	0.997598103862496	1.0218353319287	1.01971779837567	0.917710896108933	0.990527091291189	0.993805198590325	1.00783721790512	1.05169958737046	0.94607291174825	1.03488320885294	0.948374223584586	0.0169511470542177	157319.207461282
cell_3	4_5	0.0050125313283208	0.325430066408595	1.56402192182029	0.735867353618651	1.50333747916914	0.677813228942393	1.05903792305477	1.2072760932438	1.27045330100004	1.37579582971639	0.455668987986118	0.643439082756554	0.67856403065572	1.30099938833639	1.29887155456398	0.522123765160965	0.991883910876305	0.74294298051107	-0.00665682538801216	0.853546197180921	0.734079004452002	1.30610177654412	1.45905137564567	1.1885925610977	1.76973195114364	1.25209311742726	1.74294252478665	-0.297794663692589	1.01032879963345	-0.031096004888137	0.676135541449285	0.343898285727832	0.950646349485467	1.90643067754421	1.13238180219221	0.817811270549283	0.41753602559352	0.899461777240238	1.16422011483859	1.98203337195177	2.48139968741655	1.15554590442754	1.12786826335459	0.862007973626891	1.08765894295271	1.03812209288462	1.04194729933075	0.971931894712852	1.01844351965598	0.96487375146311	0.933736809486375	0.970750169031824	1.0116172590994	0.898889483691955	0.955191050251907	0.997635367225638	1.00500218585843	1.04499901349435	0.952931942853296	0.966298051644212	0.885615181069341	0.113654830419703	142468.039518004
cell_4	4_5	0.0075187969924812	1.84500831137323	0.133091478137181	0.592749622975533	1.74612721115335	0.776790983305181	0.686985646520348	1.77068361638415	1.18032516742959	1.06891034739825	0.379349465746017	1.6463970081122	1.95152975239398	1.30192306160389	0.685515177148046	1.49918581139419	0.200908354637131	0.71823208960589	1.57811397291143	0.0348192262233347	1.70022197209276	0.268289661955662	1.2667108457371	-0.476556661226515	0.665757170946073	2.09280277717068	1.43524556336799	1.39229103787465	0.455382900678132	-0.236816921391955	0.957359111789214	1.08580004018809	1.43623511616549	0.569306997336758	1.00017179197562	1.58721657002082	0.76431337679332	0.708697149589006	1.52504343480962	0.263268851071278	2.09794763277593	1.1953348748331	0.520634398664449	0.8462851286599	1.09720431218936	1.02485775641567	1.05802104845103	0.984749469213907	1.02196584736319	1.05764578381368	0.912148625142925	0.923738422249217	1.07437281744647	0.868384891194817	0.969121187411817	0.893373293316976	1.0048025450399	0.988329944297705	1.01937964925859	1.02959717223395	0.856637420510451	0.0726208194437816	74690.1739131735
cell_5	4_5	0.0100250626566416	0.91662398037748	0.901266958520874	0.977121081718153	1.40759761794787	0.469902288060639	0.983124425552399	1.72086773121063	0.564841950312442	1.18818662650965	0.900367659734796	0.86995566706772	0.449650246883605	1.44193562653276	1.99559402375074	1.06493788297145	0.933824691822052	0.199960027523396	0.967057576730713	1.10508439951	0.129095132214858	0.736052895877733	0.512430307107981	1.19034078377574	1.14694528305687	0.770899944131763	0.540972156542673	1.69480325912477	1.04061170403312	2.58180329718669	0.753137217210177	1.37541546035224	0.302289289362776	1.91810560554199	1.64569860209495	1.51858491335224	0.495237774058929	0.679050614022138	1.51086736982963	1.19524371543294	0.294528086823098	0.590151266586865	1.85709046765619	0.790587231689395	1.01140155365198	1.10720493314975	1.06193121506148	0.985542976566515	1.07815956172623	1.11304461137033	0.882216551388034	0.862708969130812	1.08988251846646	0.847082445696447	0.954139417282336	0.935906436746583	1.03732765078455	1.01695507385431	1.03921533515977	0.953824028496535	0.822260995837709	0.0915766953527801	115798.837842708
cell_6	4_5	0.012531328320802	0.0257820251788157	0.420457481274853	1.28800015762294	1.27327975918399	0.535844030995922	0.73577798761186	0.895377470499684	0.637853468762431	2.26641031306806	0.790934892859465	0.232763861150001	-0.0442684098629851	0.0413124173712781	0.942473285449773	2.63598336091357	1.75887995672749	0.851136494121933	0.884040501421085	0.605610103475541	0.925540287633244	0.502126262685021	0.751554289194688	1.24224031548025	0.561708311731011	-0.081716707205842	1.13272770037851	0.74030001548616	0.67173229856512	0.0419184803167471	0.508639851905904	-0.0488627845639582	2.16973163373936	-0.123395209787775	0.306824825032672	0.852564184736785	-0.0187341539506651	0.621403249797139	1.336334845705	1.33360542383365	1.33094496580614	0.729400638146916	0.456807055907852	0.729468149712762	0.983647880390875	1.15471907527061	1.06049592888242	0.969746900065396	1.04742693151095	1.12526769973199	0.887679597701876	0.833330194863149	1.14428247696539	0.841483909424854	1.01137432736911	0.8800979354127	1.03887140158144	1.00167924381204	1.00011177989917	0.993513512120845	0.727105791602195	0.192737440122644	108206.756132324
cell_7	4_5	0.0150375939849624	0.895410996702455	1.36318015439487	0.647881745880476	0.699908268062884	1.08569270101346	0.0910065554965697	1.25649948181307	0.417597653036914	0.80991820711007	2.24252469824769	1.70236120467613	1.20569136183036	1.34318807041309	0.684714695361644	-0.0470798266495835	1.48650763563118	2.09577959911684	0.49053554569575	1.58916614007861	0.804519384196063	1.85496005932718	0.987924248130599	0.174148466258332	0.279133102355475	-0.528032374941357	1.14545901532912	1.11871521385845	0.426848880714319	0.918177602170813	0.460457166465866	0.377404846596301	1.31498503792244	1.73446372746362	1.44249529848451	1.08006804199665	0.849609988122984	0.713174884257166	0.622432786263304	0.853091006043593	0.378999759278363	1.85673576624633	1.33158766756935	0.745259053459183	1.04918823423142	1.20930707031232	1.00590841935752	0.949795471186704	1.13267164089319	1.08896289575051	0.863344685336662	0.799410079551944	1.15547789301061	0.786160121396617	1.02982084647448	0.884263663762407	1.04922311821648	0.968381185637878	0.870088242651774	0.990980890547092	0.777453736650657	0.122038018351741	104722.722774686
cell_8	4_5	0.0175438596491228	1.25129041963359	1.29717961164301	1.73151624291075	1.46422109122965	0.538279588431316	1.44159033452278	-0.160452500023869	1.37110386141615	0.875606969208619	0.707159696515798	0.72355061594157	0.940208521618192	1.57404888312747	1.58336461232968	0.467019011719206	1.17631077343288	0.741281907240811	-0.0962485223883276	1.57416581385147	0.830508201891223	0.731401460092627	0.232262352034012	1.01594087594143	2.16023132638185	1.79057565846891	0.525450842595404	1.37768421547664	1.20696509928352	0.581575992754111	0.375973242904995	0.924609766047636	0.674179114831389	0.807916883959846	0.721175695457122	0.90349328264478	0.520117182526964	2.00960078215481	0.770374024754636	0.549762049326091	0.920213511028676	1.20067379718209	0.579554013760599	0.792229748063071	1.11394632149498	1.18649825563499	1.00659429274378	0.975282407443746	1.08464364299935	1.06891096130227	0.820919461774126	0.915418066211908	1.08537115626283	0.740743960149903	1.01361529874151	0.840097678715824	1.08034525241894	1.01301469528672	0.905689328959638	1.00556506968376	0.848701497916337	0.102017121689218	177043.896995235
cell_9	4_5	0.0200501253132832	0.427409966970524	0.620056081179499	0.0249367994126359	1.82290581276004	1.34429049453046	1.17461780246062	0.793209188561006	1.99191753268331	1.94132612728066	1.00895496369732	0.448499200545847	1.68074114765007	1.79987033740377	1.57683854613805	0.783851657212577	0.521282799238799	1.05540807241405	1.50849823998398	1.51941872291174	2.23160892353208	1.10164979846033	1.21258950102001	1.37412291234297	1.38781725041187	1.62826103760429	0.728631677319645	0.893494050459946	0.993793359193908	-0.213693855214919	1.55862753556558	0.681081215022527	1.58608561101385	0.534029445709007	1.71762351736172	0.0418660203733091	0.933232177948781	1.82702792205087	1.33559345856409	1.76864808070869	1.35151655851443	0.57472616180377	0.441978617966455	0.784712180607802	1.11070404095635	1.24354843892652	1.01476798809	0.994422102022734	1.05001434028315	1.1165474323545	0.85760688137519	0.830723269528721	1.15438538926104	0.668900614182299	1.05744450821218	0.757817460597667	1.06890182462126	0.893871123457373	0.890687300322836	0.957413948777288	0.76841499994132	0.137912618490586	74554.9965322547
cell_10	4_5	0.0225563909774436	1.42807325493363	0.56333893993939	0.770454090215724	0.907455554326839	1.03053528631905	1.32810507451997	0.958047742757342	0.823914887367556	1.69026644933465	1.16076541461623	0.712924200125956	0.456783257325238	0.378895398286549	1.10487889918468	-0.0866334258456589	1.51335262587717	1.43724698690692	0.764933955041693	1.61833679928433	0.53670309581436	1.12099396573003	0.839929869438239	1.89688650515691	1.81254198763483	0.905891104359926	1.18175793695836	1.51663604043109	1.21219046218217	0.965857108970747	0.956110593539276	1.91105371835248	2.29018130195123	2.63160224879332	1.07298673299052	0.553191283569163	0.320754248060344	0.592055829719482	1.34478238191481	1.70636636651152	0.16305569500922	0.68734357091754	0.90797695187408	0.696081145662822	1.09594037442477	1.28162134039486	0.983411831662915	0.943503227339976	1.01091679973065	1.16637690032454	0.826396549152611	0.764471097179702	1.16756806934818	0.736067896912539	1.0216542837648	0.708459450268086	1.11768434164777	0.887399899893624	0.896352670102112	0.988155497750446	0.770370756531169	0.0657724856708272	94013.5411442758
cell_11	4_5	0.025062656641604	0.179007312849102	0.735010491459759	1.28794026413235	0.485530918323136	0.626394632329035	1.23622371519888	0.262656848916238	0.944785854422828	-0.122549809314699	2.21058124525396	0.662718382612989	-0.323452811629862	0.993628032081373	1.75892254875034	1.50868493350736	0.861097336649948	1.21762260067379	0.861998329952712	0.017676568549963	0.118896158391194	0.912201665848267	0.784598734084688	1.30523425855271	0.319607746305751	1.13025364070507	0.665913982957679	1.42655543088564	1.37656183104525	0.483604490143685	0.273177296656843	0.207907647579258	0.990867481925703	1.02008141802538	0.844601166961918	1.71381830582817	-0.409698187399476	1.54900506655438	0.97033916944846	1.53108669121954	0.533075347066633	1.21957827709144	1.24471569492699	0.658408717676038	1.05227894974591	1.21201811297054	0.894776571266034	0.910724017866401	0.962779939066439	1.16496262495522	0.877489694142184	0.700732109464801	1.16108333519603	0.686596057532757	1.04905692844552	0.701682193955011	1.11167882167627	0.897169885343999	0.936056402734256	0.99880371955412	0.727204979260092	0.0906649960394427	114016.45213503
cell_12	4_5	0.0275689223057644	1.22964726165513	1.23745171955508	0.414663123006664	0.755339223922304	2.10307669932161	0.147553009538537	0.356768085975557	0.835244604228236	0.488065473859379	1.6761929913826	0.62589102671268	1.29226627424623	0.963365931087949	0.436983140236505	0.572989011596243	1.18295315250539	1.46965760478459	0.925122211332631	0.879171529624088	0.077971710755001	0.385924776803591	1.84471843999579	0.872572507492456	0.950986890320257	1.03140645291284	1.19299181185753	0.882426645135572	1.55054836111301	0.980734184358437	0.63511137963995	0.974516449292055	1.0999581386461	1.21986659077712	0.232287603222316	1.08499579680865	0.973198367351199	1.5856049285721	0.28610844941869	0.556034147105518	1.30564276945429	0.29753036887986	0.687685350933714	0.708118062012245	0.99810076005344	1.2138299605817	0.870474054535098	0.949720451759432	0.984479704411074	1.20372894310747	0.868781167869445	0.633080908569887	1.15933771954408	0.720162965402883	1.0512869668111	0.648881167723859	1.18546805072015	0.986021991424535	0.984388155773204	0.991443486599437	0.698525602926267	0.144420671850898	179096.991222718
cell_13	4_5	0.0300751879699248	1.47297505281571	-0.0461374897078093	1.74511140357641	2.27542812554156	1.2969765202664	0.913143557534092	1.06217275641232	0.446438816208111	0.592109162778325	2.07553387932289	1.9254321209498	0.604931239286567	0.378276321229515	2.02385325867412	0.732714413982121	1.02667525160481	0.841837600265719	0.842142554822417	1.57756967044226	0.8508648416635	0.928999640314447	0.372873101957997	0.473416968625214	0.450823499850824	0.370131350229577	-0.0191064975706343	0.190578428096409	1.4361777001278	1.22266619461626	0.559720697480617	1.31417985906163	0.410425973662846	2.48835101357597	1.5695069313163	1.71405433820339	1.47592342262961	1.0442277205191	1.11927738260515	0.223045360481588	0.545992191179098	0.767228554740771	1.00131608874492	0.796714803475241	1.04147174949112	1.22792344717951	0.826590247042552	0.927585805614427	0.994806621960987	1.18462192404782	0.810324576010401	0.73554459337971	1.11083557001163	0.713057839687108	1.05293288980652	0.605857385361055	1.22526389690625	1.00491184477042	1.05876113723422	1.08952573542945	0.634268142302184	0.0908644386041161	56984.8660845018
cell_14	4_5	0.0325814536340852	0.839308014622319	0.369709865824387	0.789534729493724	0.46590242010238	0.577704187480129	0.345008373152866	0.519255907984167	1.64602941138782	0.775099738049759	0.533120851662423	0.0930905209748697	1.48468387225794	0.741900555139866	1.11990984363674	0.406377733959103	-0.119517678428152	-0.656585164978675	0.0514928285045875	1.46484696767004	1.0163140953105	0.342202214850846	1.05195353298356	0.277748749132426	0.832432431839119	1.32124305655547	0.69945120145524	1.06314528125877	-0.167979656978058	0.591366870338808	0.765432506193314	1.3171720914699	0.656725277624281	0.53497936086913	0.939944534286204	1.08271184604478	2.13524544252695	1.14580936071084	1.90412453969621	0.783969405247295	1.19868485301481	0.403023307077627	0.467395961865716	0.798480086834639	1.0135189782806	1.25486250316766	0.826842886075178	0.943735162746732	1.08034829294606	1.29157654081178	0.792897288287254	0.703790554970328	0.960023472959273	0.680147869927962	1.05535322753611	0.553314234030929	1.20160594777784	1.00365802723838	0.991258412026068	1.07459417938125	0.597983548427857	0.11063442896129	77591.9018978236
cell_15	4_5	0.0350877192982456	0.204694877416174	1.60001151333493	1.09209263992097	0.853028723818281	0.490209626884727	0.975963061373439	0.706851292204564	1.4288631422366	1.69834704270776	0.999044889205132	0.458921089994117	1.45435112746467	0.945995736674044	0.558984192458967	0.549216130491265	1.54477199619211	1.0137686061128	0.962277167855999	2.13170122777296	0.718341490578057	1.85097007680488	0.854847985912317	1.21972702404482	0.525458722874672	2.26990625016868	0.723321503455725	1.12981388593798	0.44413773918866	2.1373997047153	0.377916697508165	1.10547379538373	0.6683864730704	-0.0476435623618225	-0.330046482850193	0.875104068014599	0.666980299836407	0.102815062421931	0.38353751383359	0.757937230089534	0.170026593191918	0.487031608754994	1.66674952207832	0.758773179140157	1.03525803886791	1.23082221120131	0.86673082173726	0.892138620766676	1.07686525407589	1.26082428884671	0.846156327329765	0.653295554192253	0.973353415820885	0.759109964327208	1.12309243534792	0.546962675324534	1.2143444626284	1.03514556899143	0.952985637660922	1.08895077718532	0.619446087602014	0.0795691726999842	142496.071818016
cell_16	4_5	0.037593984962406	1.37645216322309	1.39579323276302	2.14713057391468	0.440320169455352	2.13524259097126	0.928155542201892	0.744782037568802	1.84565954192588	1.20882302572539	1.51451688231962	0.423913179684103	1.37301665477742	1.10874684074886	2.43322998389851	0.966513800800743	0.778019470305896	0.970090205061119	1.39538765291096	1.52887272588285	1.40313133565627	0.666850488661924	1.15445198587741	0.999379337349703	1.20784184256382	0.133184574875476	1.51605963785099	1.28618552181736	2.82870974990497	0.728725700765697	1.34720802325864	1.16329557541815	1.69102194046356	1.26210883368819	-0.205047408346465	1.13201041065357	1.41516705270029	0.379968864735664	0.626189467513801	0.298996278122113	1.03238362952948	1.08067687323414	0.958840720595746	0.71269042712246	1.12277246443001	1.3078789938746	0.861598625346119	0.917218586476257	1.11906121619102	1.23041334517152	0.822583144773588	0.670767689127751	0.944693704194918	0.838329560216166	1.10850589632673	0.603389229463957	1.11726459566192	1.0497691122781	0.873743010606179	0.993319845321499	0.594891755050653	0.0757050677713696	33568.1234476867
cell_17	4_5	0.0401002506265664	1.09797688259917	0.532190588679531	0.755277198642174	1.41527587342045	1.03835251904998	-0.370073082372407	0.895515664026265	0.637855503350582	0.962266862281582	0.716527991251816	2.15077914139188	0.325307718149833	0.700374319175309	1.01262439660728	1.70225264025777	0.888903159068281	1.0677351153876	1.52146311421734	1.56228781443928	0.753160868641681	0.952282137626401	1.12851093198828	0.235714534188174	1.33569280170835	0.637330502629883	2.50089612741658	0.337982038552005	0.304069669623578	1.10736013020511	0.930441915988012	1.52777159090874	1.76548089310573	0.384434060892394	1.73292357921315	1.73910422050501	0.665511739419394	2.17298776820827	0.720223320681648	1.37820860203379	1.94772934348579	1.4943708305874	0.948247079032161	0.735156772822476	1.03855009340275	1.31524792898945	0.80577155563943	0.920941850537408	1.02021741018887	1.29092945063413	0.857846919661377	0.589732442077946	0.949058722678251	0.87621398778956	1.09133367704632	0.608983612420068	1.1000192466877	1.1002229792107	0.892464554186155	0.983475622169443	0.657776248645675	0.0536881246668326	87937.2452890343
cell_18	4_5	0.0426065162907268	1.07319633615261	0.120453684172004	1.78270253632037	0.994162409742896	0.692042524253046	0.370914156250188	1.11393207796599	1.07238778825678	1.32438695874901	0.759132492979892	0.464146257737766	1.13764577714393	0.569265772162456	0.886807366841376	1.62128027698411	1.30423639239019	1.21304627045997	2.41154236069113	1.82186748236675	0.308091177838454	0.694665399472202	1.67725088432266	-0.0719547832115757	0.531842627343377	0.590347755021061	0.558663010664343	0.604523419280295	1.78448269469868	1.54001049814958	-0.0672337785604316	1.73881748020176	-0.493182438460056	1.66850307788685	1.61829509124426	1.58951834146226	0.858592431416725	1.5716169043596	1.24515942242373	1.36621448019504	1.69786369510895	0.556219158966274	0.996107866562391	0.775520839263837	0.92427537580463	1.31430973085346	0.816566453471592	0.851979458897105	1.01389126594031	1.31108710139795	0.861475754178371	0.55304147633162	1.00835516057928	0.901719051497956	0.91898293271482	0.656353905471654	1.16855939842849	1.13197744041661	0.913581810519299	0.917874502075578	0.647221905766312	0.045408974588434	118555.904328462
cell_19	4_5	0.0451127819548872	1.72236796776361	1.45180899955185	0.979620297314753	1.88203851028977	0.508559461092265	0.70939847618299	1.66390044781488	0.952020106722392	2.1191596629332	0.114949411837649	1.2284151452538	1.57686513313273	0.754436666158508	-0.430934238743758	1.64025602454767	0.714321526884887	1.01957145516747	0.339106062566879	0.28189593209083	1.17883275983476	1.11450732219475	2.04243628102749	0.836720049913003	1.59462513100667	0.382037731193038	1.89688573597854	2.03879429977543	1.41387855617064	0.502896198636765	0.770280780042292	1.0626878850439	1.69948784501109	1.75740612347958	1.66931052927018	0.914514596771362	0.957356068188613	0.622948210454553	-0.191613287136732	0.0453724239475553	1.35519023622654	1.25315814097387	0.598016849828361	0.735139097872898	0.847672053585026	1.25468334418508	0.793144634610825	0.878127878883905	1.10596347659203	1.37749946313657	0.87351931824649	0.648949005672151	0.990584464877579	0.949282999467449	0.851456197863847	0.677799585192121	1.21073972788609	1.10110622897572	0.964778283565158	0.83592461110731	0.715419269501627	0.146386653507866	119760.493531418
