TSPAN6
SCYL3
CFH
NFYA
NIPAL3
ENPP4
AOC1
WNT16
SNX11
KLHL13
DBNDD1
TFPI
MTMR7
PDK4
SLC22A16
ZMYND10
ST7
THSD7A
RPAP3
REXO5
FAM214B
MPO
CROT
IBTK
ITGA3
MAP3K9
TTC22
PHTF2
FARP2
GTF2IRD1
ARHGAP44
ADIPOR2
PROM1
PAFAH1B1
SCN4A
RHBDF1
CRAMP1
E2F2
CDKL5
CYTH3
ADAM22
SPAG9
AASS
CRY1
MASP2
VTA1
ETV7
SPRTN
UQCRC1
SEMA3G
ZNF200
BTK
HIVEP2
ABHD5
MBTD1
UTP18
QPCTL
MAP4K3
KDM5D
EHD3
PSMC4
PGM3
CLK1
POLR3B
UFL1
MDH1
SLC30A9
MTMR11
COX15
ZMYND11
DPEP1
CHDH
CNTN1
ZNF582
VSIG2
PHLDB1
PRDM11
CD74
HGF
ZRANB1
ADGRA2
SAMD4A
PLEKHB1
NRXN3
FHL1
ZDHHC6
NDUFS1
AKAP11
ABCC2
HSF2
HSD17B6
TYMP
FAS
AGPAT4
SLAMF7
IFNGR1
ANK1
TFB1M
RABEP1
IKZF2
CENPQ
ARID4A
IFT88
ZCCHC8
LRRC7
FUT8
PIAS1
SLC4A7
ASTE1
RNF19A
MYOC
DAPK2
STAP1
SLC18A1
USP2
FLT4
AGA
MAT2B
VCAN
CDH1
DNAH5
ZFYVE16
PHLPP2
PQLC2
RTN4R
INPP4A
PARP3
THAP3
TDP1
AIFM2
TG
ADAM28
ADRB1
CTNNA1
HSPA5
GEMIN8
WDR37
ATP6V1H
POLR2B
ARAP2
KIAA0556
DTNBP1
XK
ANO2
C12orf4
ARHGAP6
PER3
UTS2
TNFRSF9
LTBP1
JKAMP
DKK3
NFE2L3
SLC4A8
MAPK9
COL23A1
HERPUD1
PIK3CB
METTL24
NNAT
AP5M1
HHAT
GALC
KCNH2
TAB2
MCOLN3
RC3H2
TRAF3IP2
DCBLD2
SERPINB3
PKP2
MSH4
PRDM1
ATG5
POLR3E
RIOK2
NDC1
STYK1
PIGV
QSER1
BCAT1
WNT8A
NCKAP1
GUCY1B1
CDH3
DGAT2
ZNF112
LTK
MRPS24
VMP1
SLC6A16
BICRA
AHRR
ZNF275
ADCK1
LIMCH1
ST3GAL6
LPAR2
SNX24
DDX20
GNAI3
OAT
ANKRD44
MAP2K4
ME1
TBC1D1
PPP2R5A
DIP2B
ZMYND12
ASPM
CD84
MPPED2
GOLGA5
FGFR2
ISOC1
THUMPD1
ZFAT
IDI1
KLF6
DNTTIP2
ZFY
IARS2
PDK3
HDAC4
GPKOW
IP6K2
PPP2R5B
PYGM
PITX1
GAL
DRD4
TGFBR3
NEDD4
HDHD5
LRP6
PFN2
SPTB
DAPP1
SLC44A1
EXOC5
CLTCL1
FSTL3
ST6GALNAC1
WIPI1
TESK2
CFAP20
EIF2B3
OSBPL3
MGAT4A
RPS6KA2
ING3
TRIB2
FAM50A
MYO3B
RPS6KA6
PTPN18
LIMS2
SPEG
TFRC
RHOBTB1
HMMR
P4HA2
FCGR2B
NFATC3
TRNT1
FBXW11
DERL2
MRVI1
TMEM38A
TP63
PDE8A
FNDC8
GSDMB
KDM5A
ADAM11
PPP2R3A
FERMT2
DHRS9
PTGS2
ST6GAL1
FRY
GLI2
NOTCH3
EED
TSG101
DPP8
TUBE1
SEMA3A
SEMA3C
CELSR1
SLC25A40
ADD2
RASAL2
MARK3
FNDC3B
FOSL2
MOCOS
PLD1
ATP12A
WDR62
BCAP29
KIFAP3
MCM6
RBMS2
FMO4
SLC46A1
PLXNA2
ANKRD13A
ACACB
PAG1
MBNL3
RARB
SPAG6
ACTN2
GPR137B
NAALAD2
FBLN1
MAP2
MCCC1
LAMP3
PIK3C3
TIGAR
P2RY10
ITM2A
NRDC
TP53INP2
BPIFB2
THOC1
FKBP7
SLC1A3
LXN
SP140
SAR1A
CEACAM1
FDFT1
OPHN1
CARMIL1
DDX1
STX7
DDX43
RFX3
SLC4A4
PUM3
CPB2
PSEN1
CPOX
MOK
IGSF9B
CROCCP3
AP4E1
MAGI3
CXCL2
TCF7
OSTM1
CDH7
IMPG2
CDC14B
LRP2
AACS
CADPS2
PCDHGA2
C5orf22
CCNT2
FAM135A
SERTAD4
TRAF5
ITGB5
PALB2
ULK2
TNPO1
DIS3
TDRD3
RRAGB
CYLD
ZNF671
ZNF416
FAT1
HAL
SSH1
TXLNA
NCOA1
EFR3B
KIF3C
MECOM
PREP
HACE1
WDR47
WDFY1
OVGP1
SLC25A24
ZNF213
CPNE3
WNT11
MTIF2
DDHD2
NFX1
AQP6
IPO11
FOLH1
NME8
EPDR1
ITPKC
CEACAM6
TXLNG
ALG9
MTMR2
HSD17B14
ACHE
ADAMTS2
UIMC1
CETP
MT3
TXNDC16
AURKA
CASS4
RFX2
EDEM2
PDRG1
COQ9
PPP1R13B
SIGLEC1
SLC4A11
ZNF343
EBF4
LZTS3
XRN2
TESC
P2RX7
RBBP9
DZANK1
OAS1
SIRT4
KIF16B
TRMT6
BRAP
HEPH
LTBP4
SLC9A1
RGS1
IRAK3
MUL1
P3H2
ZNF268
DLL3
PITPNM2
OSBPL8
DTX2
DLD
IL5RA
ITGA6
SEL1L3
TF
CDV3
NLRP1
ESR1
RGS17
CD200
JPH4
CEBPE
SLC22A17
TGM1
TINF2
MFSD11
TGFB2
GPATCH2
ECHDC1
LRRFIP2
UPRT
CDC23
SUCO
MSH2
PSMD5
PTGS1
BLNK
SORBS1
HIVEP1
FKBP5
EFHC1
IFT74
PCSK5
ERMP1
RAB18
HSD17B7P2
PALMD
CATSPERG
STX1B
HCN2
IZUMO4
MADCAM1
ARVCF
SERPIND1
CECR2
OSM
ESS2
LRP5L
LGALS2
LGALS1
PIK3IP1
CRYBB1
POLR2F
TTC28
SLC16A8
SLC5A4
KDELR3
RSPH14
XBP1
RTCB
TIMP3
RASL10A
NEFH
BIK
APOBEC3H
CABP7
MTMR3
MIEF1
GRAP2
CSF2RB
FAM118A
CHADL
TRMU
ZBED4
TRIM9
CGRRF1
LRRC74A
SAMD15
DAAM1
LGMN
ALKBH1
SNW1
HIF1A
SUSD6
SLC10A1
SLC8A3
TCL1A
GSKIP
ARHGAP5
SRP54
PCK2
NFKBIA
BRMS1L
GMPR2
PROCR
UQCC1
SGK2
SALL4
ADNP
CSTF1
PRPF6
ARFRP1
SNPH
SIRPB1
HCK
CRNKL1
SAMHD1
MROH8
JAG1
RPRD1B
PXMP4
CST3
PPP1R16B
FAM83D
SYNDIG1
PIGU
ZNF516
LPIN2
MYOM1
CEP192
RNMT
POLI
PSMD10
TBL1X
GUCY2F
PRPS2
MOSPD1
AMMECR1
CHRDL1
ATP11C
BMX
PLS3
SMARCA1
MTMR8
ASB9
KCND1
SLC25A14
FMR1
PIM2
CD99L2
JADE3
CD40LG
PORCN
KLF8
CENPI
ARMCX3
RUBCNL
HTR2A
NDFIP2
KLF5
ACP5
ARHGEF7
SGCG
MRPS31
DGKH
KATNAL1
INTS6
TSC22D1
HSF4
NUP93
TSNAXIP1
LONP2
ZNF423
CCL17
PARD6A
MMP15
CCDC113
HAS3
SMPD3
ESRP2
HSDL1
WFDC1
CRISPLD2
CIAO3
FBXO31
CRYM
GSPT1
ZNF174
EARS2
AQP8
IL21R
CCP110
SLC6A2
CORO2B
AP3B2
CTSH
TTC23
CD276
EHD4
DMXL2
SLC30A4
ZDHHC2
CA2
FZD3
INTS9
RIPK2
CPQ
CALB1
SFRP1
POP1
JPH1
GDAP1
IL7
SPAG1
NCALD
TNFRSF10A
TUSC3
MCM4
ASAH1
MAN2B1
KCNN4
DHDH
NFKBIB
CLPTM1
CKM
ARHGEF18
PPP1R13L
PEX11G
AMH
VRK3
AURKC
CLC
SHD
FSD1
ZNF175
PLA2G4C
SIGLEC5
KLF1
MAST1
SLC5A5
PIK3R2
ZNF14
ZNF574
ZNF85
CADM4
RUNDC3B
PMPCB
BET1
PON2
ITGB8
HBP1
DUS4L
CBLL1
MPP6
TTC26
CAV2
CAV1
HOXA2
HOXA13
CPED1
CHN2
COBL
FKBP14
PLEKHA8
GARS
CRHR2
MINDY4
NPTX2
FSCN3
FBXO24
USP42
AGFG2
PHF14
EZH2
ANKMY2
GIMAP2
FKTN
NMRK1
MEGF9
C5
OGN
ECM2
TNFSF8
DNM1
AK1
RLN2
RLN1
KANK1
CA9
CREB3
RAPGEF1
ZFAND5
CCNJ
DNTT
RASSF4
CUBN
MAPK8
VSIR
CCSER2
TWNK
FBXW4
CPEB3
SH3PXD2A
EBF3
SHOC2
CUL2
UBE2S
PBLD
TBC1D12
CRYBA1
RNF43
SEPT4
P2RX1
TUBD1
CHRNE
RAI1
BLMH
CPD
ALDH3A1
LGALS3BP
PEX12
MLX
RND2
MPP2
MYH3
TMEM104
TMEM97
CDR2L
PMP22
RAB34
TMEM33
DCUN1D4
NMU
KIAA1211
AREG
GAB1
KLHL2
AADAT
DHX15
SEPSECS
TRIM2
FBXW7
NEIL3
CLNK
GLRB
BST1
SNX25
KLF3
ELP4
SC5D
JHY
VWA5A
LPXN
DTX4
PUS3
KMT5B
MS4A6A
MS4A4A
CCND1
TRIM3
PANX1
CEP126
IL10RA
NECTIN1
HIPK3
FBXO3
SLC1A2
CD5
SLC35F2
EXPH5
HPS5
POU2AF1
VWF
CD69
CORO1C
CSRNP2
IL23A
SYT10
CYP27B1
LIN7A
ACSS3
PPM1H
METAP2
GPN3
RAD51AP1
CUX2
AKAP3
MANSC1
CREBL2
GSG1
ART4
SLC38A1
VDR
STX2
TBC1D30
MDM1
UHRF1BP1L
COPS7A
SPSB2
PRKAB1
ST8SIA1
FRK
DSE
RSPH4A
MAK
GCNT2
NEDD9
ASF1A
MCM9
FAM184A
MAN1A1
GABRR2
SERINC1
TPD52L1
MAPK14
RHAG
RNF8
ICK
FBXO9
CD83
BACH2
TREML2
BAG2
FBXL4
GPLD1
VNN1
VNN2
GMNN
HBS1L
ZBTB24
FIG4
HECA
ADGRG6
PHACTR2
EPM2A
PACRG
PDE10A
FAM120B
PRPH2
EXOC2
GMDS
SENP6
TENT5A
CLIC5
ENPP5
NME5
KIF20A
LOX
TMCO6
PCDHB3
PDE8B
CLK4
PCDHB15
IL12B
RASGRF2
GABRG2
POLR3G
CDH6
ARRDC3
FAM172A
LNPEP
GNPDA1
PCDH12
PPWD1
TRAPPC13
SEC24A
TTC33
RARS
WWC1
SMAD5
PDGFRB
CPEB4
EHHADH
CNTN3
BCL6
HGD
CD86
ARMC8
RBP2
ECT2
GNAT1
TFG
NPRL2
GBE1
NCBP2
C3orf52
SCAP
NEK11
PLSCR4
CISH
WDR48
KLHL24
PLCH1
DNAH1
NKTR
NEK4
SLC4A3
KANSL3
LMAN2L
IL1A
ZAP70
DNAJC27
STAM2
GPD2
CENPA
ACVR1
TANC1
GTF3C2
ITGB6
PSMD14
PDE1A
REEP6
IFIH1
TTC31
GRB14
GALNT3
STAT1
PAPOLG
DNAH6
PECR
UNC50
COQ10B
SF3B1
CHST10
PLCD4
CHMP3
ZNF142
IL1R2
IL1R1
IL1RL1
IL18R1
IL18RAP
SLC5A7
STK25
ID2
TAF1B
BIRC6
QPCT
SLC25A12
RMDN2
LCT
SDC1
SLC1A4
ORC4
PLEK
ATF2
THADA
AAK1
C2orf42
SPR
EPHA4
PARD3B
ALMS1
DNAJC16
MORN1
QSOX1
STXBP3
OPRD1
S100PBP
TRIM62
DOCK7
DLEU2L
SWT1
DNAJC6
IVNS1ABP
NCF2
PDC
PLA2G4A
RGS2
OLFML3
TNNI3K
CD58
CD2
EXOC8
SIPA1L2
RLF
KMO
ST6GALNAC5
ADGRL2
UAP1
SSX2IP
RAB29
CR2
APH1A
P3H1
SLC2A1
CDC20
PIK3R3
CCDC181
SLC19A2
FAAH
F3
VAMP4
PTBP2
TNFSF4
DARS2
IRF6
UTP25
RCAN3
STMN1
DHDDS
MARC2
OSBPL9
KIF14
DDX59
FASTKD2
KLF7
TTR
CA14
PHF3
FBXO30
AKAP7
SGK1
RNF146
CTGF
PMFBP1
FBXL5
SLC16A7
PKD2
ABCG2
SPP1
RARRES1
MFSD1
KLF12
PCDH17
LDAH
GTF3C3
TRPM6
KLF9
TJP2
CPSF3
C1orf198
FKBP15
FAM206A
TRIM32
BSPRY
PPP6C
RBM18
HSDL2
NR4A3
INVS
ALG2
BBOF1
DPPA5P4
DNAL1
LTBP2
FLVCR2
TGFB3
GPR68
SUPT7L
ATL2
YPEL5
LGALSL
CNRIP1
EPCAM
IFIT3
NKX2-3
IFIT2
GPAM
MXI1
C10orf88
HELLS
TCTN3
AVPI1
KCNIP2
CFAP58
GOT1
GNA13
DUSP1
TEK
CD274
LRP11
PLEKHG1
MRPS14
CENPL
TEX11
ARR3
NUDCD1
MASTL
KIAA1217
ENOX1
SPART-AS1
KBTBD7
TGFBI
EGR1
PLS1
ZFP30
GLT8D2
SOCS2
DUSP4
RNF170
RDH10
COIL
TRIM25
SCPEP1
TENT4B
PLBD1
BCL2L14
ZNF211
LHX4
DEPDC7
CCR2
TNFSF10
LIAS
TMIGD3
GTDC1
CXCR4
ACVR2A
FLT3
FMOD
LAX1
KIAA1191
CD244
RBBP6
SERAC1
ZNF644
BBS9
EEPD1
KIAA0087
WIPF3
NPY
FAM126A
INHBA
ACO1
CALD1
NUDT10
PLAU
BICC1
RNF11
RASSF8
BHLHE41
SSPN
ACOT9
GUCY1B2
NR4A1
EEF1AKMT3
PLP1
RAB9B
METTL8
BATF3
KCNJ2
RAP2C
EXOSC9
COQ8B
PFKFB2
C4BPB
RAB38
GPR83
CHPF
FAM124B
SLC12A4
WFDC3
PARD6B
PLCG1
RAB22A
PTGIS
CDH26
PPP4R1L
ZBP1
MTRR
XG
PAIP2B
ZNF45
USP9X
F13A1
PACSIN1
BTN2A2
SIRT5
RRP36
BTN2A3P
ZNF391
MOCS1
OR2B6
TCP11
GNMT
TREM1
KLHL31
SOX4
KCNK17
SLC35B3
CXCL6
TRIM51
MYRF
BBS2
C16orf70
GPR18
RAP2A
ABCC4
EFNB2
TM9SF2
IRF1
TMEM255A
PTGER2
GRK4
HS3ST3B1
C1orf61
IL1B
PAX8
POLR1B
HTR5BP
CCDC93
TNFSF9
GRIA3
MED1
ATG4C
TRIP10
NAPB
STK35
NRSN2
ZNF133
BFSP1
DSTN
LAMP5
MGME1
LRRN4
MCM8
CITED1
ZNF436
ARMCX5
ID1
BPIFB1
AMOT
PROZ
GPR42
CCR7
NR1D1
PRRG2
PRKCG
DLGAP5
HSPA2
SGPP1
OMG
AIF1L
RGS13
IPPK
OMD
ATP13A4
DYRK2
TAS2R4
FGFRL1
FBXL12
EMC1
ADGRE2
SYNGR3
WDR24
IL17B
TNFRSF19
PTPN12
STEAP4
GNAI1
PEX1
MTERF1
RBM48
TUBGCP6
ADM2
VPREB3
APOL3
BAIAP2L2
IGLL1
LIF
DOCK4
POT1
PODXL
DNAJB9
CALU
CCDC136
KLHDC10
MYO1B
CHN1
GAD1
TMOD2
KNSTRN
THAP10
COPB1
PALLD
DCTD
PIMREG
SHBG
PLD2
CCNT1
RAB2B
AJUBA
RNASE1
REEP5
ITFG1
QRICH2
TTI2
CHRNA10
ABHD17A
PUDP
ERMARD
GALNT8
CRACR2A
NXNL2
STARD8
SAT1
SH3BP4
MOSPD2
DOCK6
CDC16
APOE
GADD45G
XPO7
TULP4
QRSL1
RSPH3
MAS1
AFDN
STK33
ZSWIM6
SULT4A1
TNNI2
H19
ATXN10
CYP2E1
EXOSC2
FIBCD1
ATG4D
EIF2S3
ARHGEF16
MED18
ZNF317
ZNF426
MPP1
LRP3
PRRG1
AKAP12
SYNE1
ZNF341
EDA2R
CCL25
PPT1
RAB11FIP4
ABCB7
RBSN
NAPSB
LRRC4B
PDLIM4
RAMP2
C1orf159
PPFIA1
TMEM204
KREMEN2
NINJ1
CA6
MAP1B
RHOXF2
WDR44
KHDRBS3
FMO5
PRKAB2
CLUHP3
ZNF304
ZSCAN5A
ZNF132
CHSY1
PODNL1
SLX1A
TRIM22
PTCD3
IQCA1
PRKAA1
CARD6
UBE2G1
TBC1D14
COQ3
FIGNL1
DDC
GRSF1
JCHAIN
ITGB4
H3F3B
CLEC10A
MATN2
REEP2
PRMT7
NIP7
HSPA12B
SNAP25
PCNA
RIN2
NES
BCAN
SYT11
ACY3
DPH2
TOE1
ZSWIM3
PPP1R3D
PATJ
ANGPTL3
DCTN4
ATP8A2
USPL1
TPTE2
CDK8
ALOX5AP
WASF3
GPR12
CHRM3
MYH10
SCO1
CHI3L1
DSTYK
LGR6
TMCC2
CCNA1
SPART
RFXAP
STOML3
KL
RFC3
STARD13
MORC4
TBC1D8B
RARRES3
PDZD2
GSTT2B
ZDHHC8P1
GIMAP4
ZNF767P
TMTC1
LRRCC1
CA1
AMPD3
SBF2
MICAL2
ZFC3H1
TEX15
DUSP26
ELP3
CCNB1
CD180
IRAK2
ARL8B
EDEM1
MEIS2
DPH6
TSPAN2
SORT1
TRIM45
CEPT1
SPIRE1
PLEKHA8P1
KIDINS220
RSAD2
IL6ST
