TSPAN6
FST
CDC73
IL2RA
ANKRD16
KCTD1
EMP1
SOX5
RERG
LRP4
PIWIL4
AGO4
DSC2
CLOCK
COL4A2
ARHGAP32
ETS1
TMED7
ANXA1
CTSL
AGTPBP1
PSAT1
USP30
OASL
DMTF1
CD36
CSN2
PNPLA8
HILPDA
MTO1
ANKRD6
CEP162
NT5E
MRAP2
EPHA7
ORC3
GLS2
ITGA7
RDH5
TFCP2
ESPL1
ZC3H10
MIP
CD164
AFG1L
PKIB
REPS1
TEC
SEMA4F
RAB11FIP5
CCDC142
KCNMB4
GNS
CPM
KIAA0513
EGLN1
COG2
TAF5L
GLUL
RNASEL
CEP350
PIGC
LAMC1
DOCK10
USP37
SERPINE2
ARMC9
REV1
MFSD9
FLNB
CKAP2
CNMD
THSD1
SUCLA2
RCBTB1
LMO7
SPRY2
EDNRB
RCBTB2
C7orf25
TNS3
GPNMB
AOAH
NACAD
ZFHX2
ABHD17C
MYCBPAP
SCN2A
ERMN
SCN7A
BLK
SKIL
EPRS
VPS45
SAP130
UGGT1
STXBP1
ZFP37
TLR4
ZNF189
STX17
GARNL3
GABBR2
HEMGN
TRMO
ENPP2
NOV
RANBP6
POLR1E
PLAA
IL11RA
RNF38
SPAG8
TMEM8B
FOXP4
KIF13A
ZSCAN9
CAPN11
IRF4
SLC22A23
PGBD1
RNF144B
FAM8A1
CPEB2
TTC29
SLCO2B1
ANKRD42
RAB30
SLCO5A1
NEK1
SORL1
TRPC6
MMP7
TRIM29
CASP1
ALKBH8
MAP2K5
THBS1
NUSAP1
ITGA11
PARP6
PAQR5
LRRC49
UACA
SMAD6
TMEM62
PAK6
DUOX1
BCL2L10
KYAT3
IFI44L
ARHGAP29
SLC44A5
IFT172
HADHB
THUMPD2
SLC5A6
ABCG5
CYP2C8
MYOF
CH25H
KIF11
CALHM2
ENTPD1
RBP4
DNAJC13
GPR87
ASCC1
ZNF365
AOX1
BARD1
CHRNA1
FAM117B
WDR12
ABI2
SLC40A1
DIRC2
GLCE
SEMA7A
HERC3
HERC6
PRKG2
GPAT3
LARP1B
MMRN1
PRDM5
NUP54
G3BP2
CCNG2
CNOT6L
LEF1
EGF
PAPSS1
SEC24B
FBN2
GABARAPL1
KIF21A
CPNE8
ETFBKMT
TMEM117
PRICKLE1
VAMP1
TAPBPL
PEX5
AMIGO2
COL2A1
PHLDA1
DUSP6
POC1B
LUM
AMDHD1
NEDD1
SYCP3
GAS2L3
FAM222A
MTMR6
SLC46A3
CCDC65
RDH16
ACVRL1
CELA1
KANSL2
CERS5
ITGB7
LMBR1L
LPAR6
MORN3
ABHD13
RAB20
GRTP1
CUL4A
TSSK4
FITM1
MDGA2
FRMD6
RTN1
ARMH4
RAB15
WDR89
ESR2
STON2
GPR65
AK7
FBLN5
CLBA1
WDR20
MFAP1
ZSCAN29
SLC27A2
FGF7
HDC
BNIP2
PSTPIP1
SCAPER
NEIL1
ARRDC4
PIF1
BBS4
LINS1
PCSK6
WDR93
DET1
IQGAP1
CRTC3
SH3GL3
TGFB1I1
UQCRC2
CDR2
NKD1
NLRC5
CDH13
ZCCHC14
IRF8
TIGD7
MED9
NCOR1
GID4
ZNF287
CTRL
PCTP
ARSG
C17orf64
BCAS3
TAF4B
GNAL
ASXL3
OSBPL1A
NPC1
SLC14A1
PIK3R5
CCDC40
EIF4A3
RNF157
RNF165
DYM
ELAC1
FBXO15
RETREG3
GRB7
PNMT
IGFBP4
FKBP10
CIB3
SIRT3
IFNAR1
NLRP12
TM4SF5
SLC47A1
ACP4
FAM71E1
RCN3
ZNF614
PRDM16
PADI3
FHAD1
EPHA2
CYR61
PRKACB
PIGK
AZIN2
MOB3C
MTF2
ZNF697
FNDC7
ITGA10
GPR161
NME7
POGK
CREG1
ILDR2
ADCY10
RGS5
USP21
F13B
CASQ1
RGS16
FAM163A
RGL1
PRUNE1
TUFT1
ECM1
ZNF687
TARS2
SNX27
CTSK
ANP32E
MINDY1
SELENBP1
SEMA6C
OAZ3
HORMAD1
GABPB2
DYRK3
VASH2
TAF1A
HHIPL2
TP53BP2
FLG2
EFNA3
RIT1
TTC13
NVL
FBXO28
PSEN2
ETNK2
PLEKHA6
SYT2
ATP6V1C2
HNRNPLL
GALM
EML4
VPS54
ETAA1
ABHD1
ANKRD53
EXOC6B
TEX261
DUSP11
ST6GAL2
NPHP1
MALL
THNSL2
SLC20A1
LYG1
AMMECR1L
SCRN3
FAM171B
PTH2R
NBEAL1
ABCA12
SUMF1
RHBDD1
HES6
ANKMY1
CPNE9
MARCH4
STK11IP
DYNC1LI1
POMGNT2
FAM198A
STAC
IQSEC1
ZNF660
ADGRG7
PHLDB2
PLA1A
RABL3
ADPRH
IGSF11
NR1I2
ALDH1L1
OSBPL11
TRPC1
NCEH1
FAM86B2
TMEM44
AMT
DCAF1
SLIT2
EIF2B5
DGKQ
SLC26A1
ATP10D
ENOPH1
TRMT10A
CAMK2D
RNF175
CYP4V2
ROPN1L
SRD5A1
OTULINL
OSMR
PLK2
PIK3R1
SSBP2
ANKRD31
IQGAP2
CRHBP
GIN1
PPIP5K2
PAM
SPATA9
TNFAIP8
FEM1C
ARHGAP26
GABRB2
ZNF300
RMND5B
BOD1
LRRTM2
KLHL3
TNFRSF21
ANO7
CRIP3
NFKBIE
CYP39A1
TPBG
TBC1D32
SLC18B1
VIP
ARMT1
VWDE
CREB5
LINC00525
PURB
NIPSNAP2
ZNF92
TMEM168
ASB15
TRIM4
TMEM140
CLTRN
LANCL3
CASK
CCNB3
SLC16A2
ZNF182
ZNF41
OGT
ITGB1BP2
GCNA
ZNF711
DIAPH2
NXF3
CXorf57
GPC3
MFHAS1
MAGEA4
ZNF185
CSGALNACT1
ATP6V1B2
GNRH1
DOK2
STAR
ERLIN2
PXDNL
ST18
TRIM55
TERF1
PSKH2
SYBU
LRP12
ARHGAP39
VLDLR
NFIB
CER1
PLIN2
C9orf72
ZCCHC7
IDNK
UGCG
SNX30
ASTN2
WDR31
SLC25A25
INPP5E
NACC2
FAM171A1
MINDY3
TMEM236
ITPRIP
BTBD10
ADM
GAS2
LRRC4C
ZNF214
TNKS1BP1
CCDC81
ENDOD1
SERPINH1
CAPN5
NCAM1
NPAT
GLB1L2
ST14
KAT14
TKFC
ROM1
ZP1
MS4A3
MS4A2
CCDC15
MPZL2
TAGLN
DUSP15
CABLES2
CDC42EP2
TBX6
KLRF1
MPP7
FRMPD2B
FCGR1A
ARID5B
TMCO3
TIRAP
LATS2
FAM124A
HNMT
LYPD6B
WDR17
DLG2
CCDC83
PRSS23
FAM173B
DOCK1
DIXDC1
PIH1D2
NKAPD1
C2orf50
FOXO1
PRSS53
SLC7A11
ENKUR
THRB
TMEM86A
TMEM263
BTBD11
ANK3
IPMK
RAD9B
GXYLT1
DIP2C
AKAP6
MBIP
KCTD14
CCDC3
C4orf33
PTPRO
EPS8
FAM160B1
QTRT2
MMAA
NR3C2
AKR1C2
ITIH2
ANKAR
INPP1
RNF144A
WWC2
ACSL1
SLC25A4
SERP2
ZNF385D
SACS
TMEM267
CCL28
GFRA1
CACUL1
BEND6
KCNE4
TMEM56
CYSLTR2
SETBP1
EPG5
PDK1
UHMK1
POC5
FAM151B
TADA1
JMY
XRCC4
ZNF547
ZNF776
ZNF256
NMT2
ZNF837
CCDC50
PLEKHH2
GPD1L
SLC30A6
PELO
RASGRP3
GPR180
ANKRD22
IFIT5
BMP3
CNTNAP4
ZNF117
MED21
STK32B
CDYL
TXNDC11
DAB2
ACMSD
CAST
SYCP2L
CCDC148
PLA2R1
SCN3A
CD96
SLC25A27
ADGRF1
TRAPPC8
FAM81B
LPCAT1
PLEKHG4B
TEX29
FBXL2
RMND5A
PTPRD
LURAP1L
CNKSR3
GTF2E1
JAZF1
MCOLN2
DDAH1
SREK1
HS2ST1
ZUP1
SLC5A10
AK5
ANKRD29
THY1
TBCEL
ANKH
OTULIN
UBASH3B
RETREG1
TOMM70
ABI3BP
ANGPT1
PITPNC1
CEP112
ABCA9
ABCA6
C4orf19
TDH
BUB3
CCDC173
FAM69A
MAGED4
SRSF12
LY96
PSMA8
CXADR
C21orf91
PDE1C
JAM2
ADAMTS1
PLCL2
USP43
EPHB1
ZNF18
CYP2U1
RSPH10B
AK9
KLF10
CDK19
PI4K2A
TRMT44
HSPA13
SAMSN1
USP25
GRAMD2B
C16orf87
MIER3
ZKSCAN2
TTN
VSIG4
KDM8
PDZD9
ALS2CR12
C2CD6
SPAG17
PPARGC1B
LSM11
PXYLP1
SLA
CLIC2
GRIP1
KIF5A
PSD3
MCU
ELMSAN1
FAM161B
ADAMTS3
C8orf37
PPEF2
ART3
USP16
MAP3K7CL
BACH1
TSPAN7
TIAM1
RPGR
CDK20
TDRD9
FGF18
MTERF3
FAM122C
SAMD8
GLYATL2
MAPK13
MS4A1
TBC1D31
WDYHV1
FBXO32
MFSD14A
GALK2
EXOG
C8A
STEAP2
FZD1
TMED6
FUK
KIT
CACNA2D3
FAM81A
TSC22D3
DYRK1A
LCA5L
MX1
C2CD2
TAB3
TMEM268
UBN2
WDR19
SLC37A3
FMNL2
GAREM2
SPPL3
PEX10
PTPDC1
DZIP1L
FANCC
MRAS
ESYT3
CLSTN2
RNF207
GPR153
GPRASP2
SHROOM4
CDC25C
HIST1H4H
RIBC1
CNOT11
AHCYL2
CD1C
DNAH3
CD1E
PPP1R9A
DYNC1I1
PFKFB1
ALAS2
COPG2
USF1
CDA
ADAMTS4
CDC42SE2
SYNJ1
KCNE2
RCAN1
CIART
SIM2
HLCS
M1AP
BTG2
C1R
UBR1
CCDC17
NAE1
DRC7
ACE
EFCAB14
CHCHD6
LRRC36
TPPP3
ZDHHC1
ZFYVE28
PSKH1
ZNF230
ZNF222
NPR2
ZNF221
ZNF235
TNFRSF13C
PTGIR
IQCC
CPAMD8
NR2F6
VMA21
KALRN
UBASH3A
RSPH1
PDE9A
RRP1
GAB3
S100B
CACFD1
ZNF761
MPZL3
JAML
CD3G
VPS11
UBE2Q1
PAQR6
SLC25A44
PTH1R
CYP3A7
COL26A1
ALKBH4
FBXL13
CELF5
TUBA3FP
DVL3
THAP8
ZNF382
IKZF3
GRIN2C
FDXR
ZNF577
TMEM143
MPP3
DBF4B
PLCD3
AQP5
RACGAP1
LARP4
ADCY10P1
CXCL16
SCIMP
BCL6B
FGF11
SHANK2
NEU3
LRP5
PDZK1IP1
TAL1
ELAVL4
ZYG11B
PLPP3
ZSWIM5
SLC45A1
AK4
JAK1
RAVER2
SLC25A34
DHRS3
KIAA1522
UBXN10
SCNN1D
MXRA8
CCDC27
DIRAS3
LRRIQ3
SNX7
AKNAD1
WDR63
GBP2
HFM1
KCNT2
