cellID	neuro
SRR2727045	4.560342782264501
SRR2727046	8.96158241365953
SRR2727047	4.502085809914349
SRR2727048	4.16380996755896
SRR2727049	11.021937252690499
SRR2727050	11.1508709883674
SRR2727051	8.53977888294406
SRR2727052	3.6859199882133105
SRR2727053	4.07718464800138
SRR2727054	2.9726717290972595
SRR2727055	7.89509950240959
SRR2727056	6.74983359069606
SRR2727057	5.59332228323285
SRR2727058	10.861962844946301
SRR2727059	8.56907827337484
SRR2727060	4.33608525497118
SRR2727061	6.55342080062863
SRR2727062	5.55676584960042
SRR2727063	8.24724775138985
SRR2727064	4.05623651653586
SRR2727065	4.981793138500441
SRR2727066	3.98943066797665
SRR2727067	6.47590386760841
SRR2727068	11.1088426862744
SRR2727069	7.6602312074575805
SRR2727070	10.3607072480788
SRR2727071	4.22666333599327
SRR2727072	6.51667612368279
SRR2727073	7.66031396725546
SRR2727074	6.76759367919566
SRR2727075	5.10200347181759
SRR2727076	4.0553298614576
SRR2727077	5.7916416600797405
SRR2727078	7.59459857097646
SRR2727079	5.89833540456436
SRR2727080	7.032430543998821
SRR2727081	8.0366282425842
SRR2727082	8.934412895517859
SRR2727083	6.10435073186589
SRR2727084	12.4648606603841
SRR2727085	3.08908795696019
SRR2727086	5.77295942093392
SRR2727087	7.14288735550283
SRR2727088	1.0761480126778802
SRR2727089	11.516243434565
SRR2727090	7.20076350746858
SRR2727091	2.56717670837434
SRR2727092	5.34548590592023
SRR2727093	2.48658983134708
SRR2727094	2.74918068072984
SRR2727095	5.8719840337642095
SRR2727096	4.3121332436687005
SRR2727097	5.41533245035815
SRR2727098	6.21731335132177
SRR2727099	6.1029249095437095
SRR2727100	2.95471547153848
SRR2727101	3.4025549000322504
SRR2727102	1.6341066778801598
SRR2727103	2.0200536621247602
SRR2727104	6.42522567714085
SRR2727105	2.6905161215244
SRR2727106	1.16034768055608
SRR2727107	3.76335617366481
SRR2727108	7.4886633014656905
SRR2727109	0.0
SRR2727110	4.0965889292995294
SRR2727111	6.595896668310409
SRR2727112	4.480155899720071
SRR2727113	4.65023218889052
SRR2727114	3.44929138264705
SRR2727115	4.14373225112534
