GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	neuro_ceoff	neuro_ELBO_gain	neuro_pval	neuro_FDR
Ncoa5_3	1320	176	3.689e-01	1.774e+00	1.449e+00	2.129e-02	1.074e+00	1.428e-01	2.577e-01
Ncoa6_1	11709	10654	6.557e-01	-4.445e-01	3.436e+00	3.885e-02	3.231e+01	9.067e-16	3.442e-14
Ncor1_3	1848	671	5.102e-01	2.269e+00	2.496e+00	-3.072e-03	-1.934e-01	1.000e+00	1.000e+00
Ncor1_9	1502	325	4.939e-01	6.807e-01	2.001e+00	-3.308e-03	1.173e+00	1.257e-01	2.381e-01
Ncor1_12	1376	514	4.365e-01	3.908e+00	2.245e+00	-1.904e-02	3.075e+00	1.314e-02	4.043e-02
Ncor1_13	3053	975	7.951e-01	5.495e-01	1.882e+00	-2.147e-03	7.231e-01	2.291e-01	3.687e-01
Ncor2_6	651	394	2.234e-01	3.570e+00	3.901e+00	2.622e-03	-1.074e+00	1.000e+00	1.000e+00
Ncor2_8	318	119	1.742e-01	3.355e+00	1.994e+00	-6.741e-03	-4.453e-02	1.000e+00	1.000e+00
Ncor2_9	2303	1128	6.189e-01	3.435e+00	2.575e+00	-1.387e-02	4.058e+00	4.388e-03	1.635e-02
Ncor2_nmdSE_1	1575	400	5.881e-01	2.110e+00	2.424e+00	-7.230e-03	9.412e-02	6.644e-01	8.185e-01
Ndel1_3	50418	1258	9.652e-01	-1.048e+00	2.433e+00	-1.099e-02	6.600e+00	2.801e-04	1.428e-03
Ndrg2_2	1553	296	3.709e-01	-4.221e+00	3.086e+00	5.764e-03	2.943e-01	4.430e-01	5.931e-01
Ndrg3_2	5605	1242	7.746e-01	4.204e+00	1.738e+00	4.315e-03	-2.222e-01	1.000e+00	1.000e+00
Ndrg3_6	42609	1097	9.078e-01	-3.267e+00	1.892e+00	-6.907e-04	1.191e-01	6.255e-01	7.761e-01
Ndrg4_1	37429	516	4.959e-01	-5.206e+00	1.578e+00	-2.732e-03	-2.739e-01	1.000e+00	1.000e+00
Ndufa12_nmdSE_1	195883	17854	1.000e+00	-7.957e+00	2.011e+00	-2.416e-03	1.027e+00	1.517e-01	2.696e-01
Ndufa5_1	129542	86421	1.000e+00	5.618e+00	1.399e+00	-3.420e-03	2.023e+00	4.425e-02	1.062e-01
Ndufa6_1	224804	87865	9.980e-01	4.893e+00	1.379e+00	-2.741e-03	8.125e-01	2.024e-01	3.362e-01
