hgnc_symbol,n_counts,highly_variable,highly_variable_rank,means,variances,variances_norm
ZNF174,26935.0,True,1995.0,14.319510898458267,29160.977645718096,1.6338925270320133
EARS2,97532.0,True,4365.0,51.85114300903775,124965.08846810772,1.369823167060248
AQP8,1247.0,True,2364.0,0.6629452418926103,269.96824855497863,1.5699991651183427
IL21R,2265.0,True,2409.0,1.20414673046252,732.4168125827139,1.5630593028981241
CCP110,182791.0,True,4850.0,97.17756512493355,258749.70887938733,1.3365439270510202
SLC6A2,534.0,True,2752.0,0.2838915470494418,75.52042654993382,1.5223935564032174
CORO2B,4607.0,True,3375.0,2.4492291334396596,6670.901809245873,1.455561899168633
AP3B2,4233.0,True,2481.0,2.2503987240829346,4581.6952458515725,1.5546982002565903
CTSH,16825.0,True,793.0,8.944710260499734,18161.432047801645,1.9341857095295412
TTC23,29286.0,True,1025.0,15.569377990430622,37000.20967881502,1.851937770335578
CD276,4740.0,True,1943.0,2.5199362041467306,4364.102926804438,1.642956989583932
EHD4,34772.0,True,2567.0,18.485911749069643,55280.201530139006,1.543992354807361
DMXL2,101640.0,True,2042.0,54.03508771929825,156102.2886618141,1.6272822483926581
SLC30A4,39270.0,True,2477.0,20.87719298245614,45759.456718924965,1.554948966993886
ZDHHC2,960990.0,True,4938.0,510.89314194577355,1606458.8657029418,1.3303032525174996
CA2,86507.0,True,1766.0,45.98989898989899,131719.4935149366,1.6733134100956668
FZD3,14199.0,True,3187.0,7.548644338118022,10957.430744171841,1.4745289869160065
INTS9,132105.0,True,4012.0,70.23125996810208,185007.5714903797,1.3982377080657917
RIPK2,840534.0,True,1874.0,446.8548644338118,1716909.467222335,1.654260586797904
CPQ,78122.0,True,819.0,41.53216374269006,133510.274629837,1.9223392714850862
CALB1,4828.0,True,1466.0,2.5667198298777247,4782.923338649654,1.7324785385871522
SFRP1,25.0,True,1997.0,0.013290802764486975,0.14397219677174883,1.63357756683653
POP1,33569.0,True,4962.0,17.84635832004253,31814.420530614087,1.328524432944661
JPH1,43816.0,True,148.0,23.293992557150453,84090.24809687014,2.4679940725857485
GDAP1,168291.0,True,2594.0,89.4688995215311,271021.1438460755,1.5396515920418452
IL7,19751.0,True,3393.0,10.50026581605529,16986.00013290803,1.453596625745263
SPAG1,43095.0,True,2797.0,22.91068580542265,70366.89042298686,1.5158017054598134
NCALD,33111.0,True,2600.0,17.60287081339713,36184.36773643489,1.5386872636901445
TNFRSF10A,33301.0,True,1127.0,17.70388091440723,49239.30056471772,1.8181147506319941
TUSC3,4596.0,True,2948.0,2.4433811802232857,2930.342670263667,1.4987491337136667
MCM4,692763.0,True,4964.0,368.2950558213716,1113101.3245978823,1.3284421939114626
ASAH1,1183286.0,True,4390.0,629.0728335991494,2104156.137245637,1.368817287854701
MAN2B1,26033.0,True,4346.0,13.839978734715578,23358.919592339967,1.3707803518408839
KCNN4,108109.0,True,2274.0,57.474215842636895,164300.7856380151,1.588874297347844
DHDH,1276.0,True,4423.0,0.6783625730994152,316.5821326365559,1.3653108864354906
NFKBIB,30407.0,True,3320.0,16.16533758639022,30716.326904260968,1.4622262809705742
CLPTM1,15285.0,True,3453.0,8.125996810207337,16665.434648274455,1.4483554280661468
CKM,885.0,True,2925.0,0.4704944178628389,224.72373002137837,1.5010553668343967
ARHGEF18,556.0,True,4021.0,0.29558745348219034,54.1679007318425,1.3967332666667573
PPP1R13L,6741.0,True,1735.0,3.583732057416268,4724.925033085616,1.6783031312991594
PEX11G,10876.0,True,2919.0,5.782030834662414,7678.155655660749,1.5018934081068631
AMH,25.0,True,2796.0,0.013290802764486975,0.148227515920685,1.5158374104230132
VRK3,364255.0,True,3491.0,193.6496544391281,599279.6032565294,1.4438888085965293
AURKC,8806.0,True,119.0,4.681552365762892,9622.377792482495,2.5231134618914686
CLC,116565.0,True,28.0,61.96969696969697,3268600.724613153,3.186950054637079
SHD,1401.0,True,2638.0,0.74481658692185,323.1901659370864,1.535303525736427
FSD1,11169.0,True,1936.0,5.937799043062201,8722.376448131934,1.6437360053092371
ZNF175,47983.0,True,2287.0,25.50930356193514,60416.703769780666,1.585735400573859
PLA2G4C,12926.0,True,890.0,6.8718766613503455,24516.91123525286,1.8982833048756045
SIGLEC5,4003.0,True,3616.0,2.1281233386496545,2329.8862352528645,1.4328363314195103
KLF1,15235.0,True,3404.0,8.099415204678362,11900.693834764214,1.4526160993577129
MAST1,2356.0,True,2345.0,1.2525252525252526,1011.3516226090693,1.5737395854491731
SLC5A5,24287.0,True,4185.0,12.911749069643806,21457.6188033753,1.384293624249303
PIK3R2,63.0,True,4045.0,0.03349282296650718,0.7611116766771862,1.3940061347677948
ZNF14,126340.0,True,36.0,67.16640085061138,388699.70527475193,3.070972886074973
ZNF574,36530.0,True,3114.0,19.42052099946837,39686.66402547309,1.4825989773945094
ZNF85,116460.0,True,3909.0,61.91387559808612,159332.39257864194,1.4054712263021114
CADM4,7.0,True,4837.0,0.003721424774056353,0.011156356397117873,1.3374884125291011
RUNDC3B,12672.0,True,3993.0,6.7368421052631575,8865.884434490481,1.3994113817615506
PMPCB,913399.0,True,2668.0,485.59223817118556,1746081.1868333388,1.5319557629170242
BET1,202440.0,True,1475.0,107.62360446570973,375859.76410210726,1.730271769114347
PON2,1502257.0,True,636.0,798.6480595427964,4096843.7441571364,2.002634295580853
ITGB8,58082.0,True,4616.0,30.8782562466773,65452.852191851314,1.351348326244081
HBP1,662393.0,True,3106.0,352.1493886230728,1183283.7228839344,1.4833449700221808
DUS4L,55521.0,True,4772.0,29.516746411483254,61385.597724727675,1.341097501432695
CBLL1,469010.0,True,2240.0,249.34077618288146,872598.6641289716,1.595140975809357
MPP6,143840.0,True,911.0,76.46996278575226,304733.7077409028,1.8914228621111375
TTC26,64006.0,True,1281.0,34.027644869750134,101186.89338429083,1.7771945140009382
CAV2,5257.0,True,596.0,2.794790005316321,7028.867440926622,2.0066126590792797
CAV1,9590.0,True,1795.0,5.098351940457204,7137.333406856923,1.6674017093049691
HOXA2,1176.0,True,3098.0,0.6251993620414673,383.38338593097825,1.4842683541827597
HOXA13,17.0,True,4295.0,0.009037745879851143,0.0578969991064056,1.375374074052889
CPED1,85698.0,True,856.0,45.55980861244019,156670.47793698462,1.909784280467621
CHN2,61952.0,True,223.0,32.93567251461988,122292.36713636928,2.3300411186465944
COBL,9031.0,True,1293.0,4.8011695906432745,6968.358317780266,1.774232724935187
FKBP14,62880.0,True,2613.0,33.42902711323764,82158.99988038276,1.5371136546406006
PLEKHA8,23654.0,True,1337.0,12.575225943646997,26382.398726345196,1.7646055084213796
GARS,400598.0,True,2618.0,212.97076023391813,707439.1842509643,1.5366449502754758
CRHR2,553.0,True,3639.0,0.29399255715045186,88.82256495526372,1.4306896011894747
MINDY4,5596.0,True,2466.0,2.9750132908027647,2973.985013630142,1.5565556670640144
NPTX2,27921.0,True,282.0,14.843700159489634,44840.06704672707,2.2340748718702037
FSCN3,412.0,True,899.0,0.21903242955874536,44.43497799947968,1.896351167652209
FBXO24,422.0,True,2387.0,0.22434875066454013,35.2645344825636,1.5670254996226958
USP42,86937.0,True,2756.0,46.218500797448165,120526.04318945332,1.5217875431179548
AGFG2,8630.0,True,2851.0,4.587985114300904,5546.2530257785,1.5083995831580508
PHF14,149042.0,True,1781.0,79.23551302498672,255014.0583338989,1.670525111514525
EZH2,283230.0,True,2583.0,150.57416267942583,719203.7882469714,1.5411354110079236
ANKMY2,200669.0,True,3354.0,106.68208399787348,313657.4291948036,1.4582111405751028
GIMAP2,314963.0,True,1542.0,167.44444444444446,608208.7236406618,1.7192413701921212
FKTN,97467.0,True,265.0,51.81658692185008,206522.4354906851,2.2656716184501158
NMRK1,115712.0,True,1421.0,61.516214779372675,196017.14082736662,1.7429312849584293
MEGF9,73768.0,True,2097.0,39.217437533227006,104666.60748300473,1.615357252354443
C5,38793.0,True,1958.0,20.62360446570973,47510.03963402219,1.6404194403588954
OGN,8163.0,True,4054.0,4.339712918660287,6155.705278428179,1.3934854952500304
ECM2,12212.0,True,4007.0,6.492291334396597,8410.640499055504,1.398485884123908
TNFSF8,67381.0,True,1490.0,35.82190324295588,100333.32996680126,1.7263570469495277
DNM1,5861.0,True,2860.0,3.1158958001063266,3819.2642205933917,1.5076372106346656
AK1,9028.0,True,2401.0,4.799574694311536,6141.723106201996,1.564510782537214
RLN2,17765.0,True,1983.0,9.444444444444445,16540.205555555556,1.6353904832252517
RLN1,3788.0,True,3823.0,2.0138224348750664,1482.561510966326,1.4141882496242393
KANK1,76600.0,True,4378.0,40.72301967038809,92855.38494321716,1.3693378487000218
CA9,5171.0,True,1897.0,2.749069643806486,3360.518915357381,1.6502061073757106
CREB3,157965.0,True,3722.0,83.9792663476874,232659.78574009973,1.4232120244225688
RAPGEF1,27079.0,True,4095.0,14.396065922381712,24997.572835578627,1.3905305015443241
ZFAND5,631479.0,True,1584.0,335.71451355661884,1294376.5679222231,1.7096984080392343
CCNJ,66973.0,True,3433.0,35.60499734183945,101580.21516650263,1.450029747068276
DNTT,1993625.0,True,11.0,1059.875066454014,11851353.175340753,4.077656107353655
RASSF4,13041.0,True,3195.0,6.9330143540669855,9721.173170110962,1.4735270077122822
CUBN,26913.0,True,95.0,14.307814992025518,51429.57115697851,2.5983548329559607
MAPK8,118480.0,True,4937.0,62.98777246145667,154065.18814828008,1.33035952627141
VSIR,184744.0,True,3199.0,98.21584263689527,288612.4374297284,1.472884142971812
CCSER2,109552.0,True,1698.0,58.24136097820308,177331.04011814675,1.687146338019847
TWNK,48213.0,True,1349.0,25.63157894736842,67490.19398096304,1.7606990347311002
FBXW4,120931.0,True,2527.0,64.29080276448697,183963.51272919562,1.5487977839644111
CPEB3,23360.0,True,713.0,12.418926103136629,28948.731854378046,1.9696819527549232
SH3PXD2A,54492.0,True,4100.0,28.96969696969697,62159.98525145067,1.3902278863812054
EBF3,2221.0,True,4475.0,1.180754917597023,1508.4322038978814,1.3617694594495144
SHOC2,512819.0,True,2425.0,272.63104731525783,941569.993056828,1.56091401913203
CUL2,176108.0,True,3492.0,93.62466772993089,267814.97394437087,1.4436104073862934
UBE2S,6882.0,True,3293.0,3.6586921850079746,3839.3036597780715,1.4651031716008027
PBLD,31590.0,True,484.0,16.794258373205743,45523.19754148427,2.060110103790262
TBC1D12,11377.0,True,554.0,6.048378522062732,32942.622126358765,2.0198778715638257
CRYBA1,210.0,True,2224.0,0.11164274322169059,9.038593097831619,1.5974197377063053
RNF43,12271.0,True,1215.0,6.523657628920787,15585.180955976333,1.7951871564182962
SEPT4,5331.0,True,1254.0,2.8341307814992027,4911.167153619056,1.7865556907506617
P2RX1,342737.0,True,4948.0,182.2099946836789,516181.8239638829,1.329335850324949
TUBD1,114665.0,True,2339.0,60.95959595959596,175201.4765581345,1.575491265882818
CHRNE,620.0,True,3007.0,0.32961190855927697,71.32534075356023,1.4935264902669447
RAI1,14647.0,True,3669.0,7.786815523657629,11073.965698417545,1.427308842642561
BLMH,419673.0,True,4686.0,223.1116427432217,652231.2348696934,1.3466677620484686
CPD,99428.0,True,1239.0,52.85911749069644,167127.9445032633,1.7894537219977458
ALDH3A1,3358.0,True,460.0,1.7852206273258904,2254.9570367731058,2.0760128329644076
LGALS3BP,352913.0,True,2404.0,187.61988304093566,627235.6772427523,1.5643934688813042
PEX12,10965.0,True,2959.0,5.829346092503987,7746.549053242389,1.4980520577842118
MLX,136781.0,True,4301.0,72.71717171717172,189542.47847625185,1.3744013846731535
RND2,2963.0,True,613.0,1.5752259436469962,2276.4668114515816,2.004695967462674
MPP2,4863.0,True,3611.0,2.5853269537480066,5382.614125012725,1.433116801971938
MYH3,18375.0,True,1744.0,9.768740031897927,17762.620426549933,1.6772109424307742
TMEM104,19533.0,True,3963.0,10.384370015948964,16132.161223658759,1.4015557318903895
TMEM97,152266.0,True,4058.0,80.94949494949495,218107.41393724477,1.3931341882358241
CDR2L,4353.0,True,3088.0,2.314194577352472,1932.0411228748853,1.4852712584882806
PMP22,8119.0,True,1193.0,4.31632110579479,9320.157866458536,1.800824631142716
RAB34,334809.0,True,3888.0,177.99521531100478,532682.1983813499,1.4075392936229298
TMEM33,1315281.0,True,4887.0,699.2456140350877,2324388.8688969766,1.3338076339092308
DCUN1D4,421460.0,True,2221.0,224.06166932482722,777560.688216148,1.598009235819408
NMU,3179.0,True,614.0,1.6900584795321638,2580.0767574965785,2.0046145925598005
KIAA1211,10154.0,True,2353.0,5.3981924508240295,7299.466358433155,1.5726239621696403
AREG,375922.0,True,942.0,199.8522062732589,807779.1462305019,1.8804486281695045
GAB1,243183.0,True,4776.0,129.28389154704945,357478.4970222946,1.3407186537328633
KLHL2,44324.0,True,2473.0,23.564061669324825,53563.001877962146,1.555531459806486
AADAT,46685.0,True,3617.0,24.819245082402976,52722.60667198298,1.432807449892
DHX15,930771.0,True,3924.0,494.82775119617224,1635209.4219103125,1.4043212691231175
SEPSECS,152823.0,True,232.0,81.24561403508773,363614.9226203807,2.3125718601642413
TRIM2,20341.0,True,3116.0,10.813928761297182,18030.944082482154,1.4823759601109006
FBXW7,1147165.0,True,56.0,609.869750132908,4107106.5723876497,2.7708956734899868
NEIL3,15335.0,True,2733.0,8.152578415736311,12599.645324465255,1.5241142837212374
CLNK,21939.0,True,1055.0,11.663476874003189,32165.982436628317,1.8412641428450813
GLRB,22639.0,True,671.0,12.035619351408824,95833.22426250181,1.9869175380274602
BST1,225332.0,True,4933.0,119.79372674109516,325832.84040743374,1.3305297084068268
SNX25,2718.0,True,4597.0,1.444976076555024,844.3715718212358,1.353221707463979
KLF3,337420.0,True,1948.0,179.38330675172782,626690.1189552298,1.6418656392423172
ELP4,132404.0,True,3147.0,70.39021796916533,196182.88381915455,1.4786800760963719
SC5D,256747.0,True,2964.0,136.4949494949495,423796.7942563937,1.4974957074441833
JHY,57481.0,True,2944.0,30.558745348219034,71667.33444608458,1.4990888108753633
VWA5A,176666.0,True,1529.0,93.92131844763423,320355.8794442182,1.7205530481149054
LPXN,149724.0,True,1868.0,79.59808612440192,253948.22029420742,1.654599756170619
DTX4,5684.0,True,1573.0,3.021796916533759,3349.328779960863,1.7117268605775084
PUS3,57494.0,True,3212.0,30.565656565656564,70369.78571351815,1.471530118344566
KMT5B,159533.0,True,3893.0,84.81286549707602,232663.37985566753,1.4068374152413998
MS4A6A,84792.0,True,493.0,45.078149920255186,157870.55931487324,2.055624379305226
MS4A4A,14609.0,True,703.0,7.766613503455608,19774.114118791495,1.9742815539276442
CCND1,1166.0,True,3462.0,0.6198830409356725,221.07192360333457,1.446807972547695
TRIM3,2929.0,True,3527.0,1.557150451887294,1009.4819714502245,1.4407786512652545
PANX1,21817.0,True,342.0,11.598617756512493,29095.839870428812,2.1737906173129478
CEP126,42467.0,True,922.0,22.576820839978733,61491.725611376925,1.8872882305366714
IL10RA,31840.0,True,557.0,16.927166400850613,45079.03192648772,2.018819304528681
NECTIN1,20495.0,True,3028.0,10.895800106326423,21332.89551958555,1.4914880471723764
HIPK3,602231.0,True,4416.0,320.1653375863902,982396.9311595801,1.3665913928850675
FBXO3,297347.0,True,3855.0,158.07921318447634,468461.74265810393,1.4107423764889027
SLC1A2,749.0,True,4096.0,0.39819245082402976,122.15997545443233,1.3904110907646532
CD5,7053.0,True,295.0,3.7496012759170654,8401.520777766465,2.217500316481362
SLC35F2,505711.0,True,1939.0,268.8522062732589,976188.8185709276,1.6431814524315007
EXPH5,56840.0,True,4929.0,30.217969165337585,62736.60033651181,1.3308661432958016
HPS5,91684.0,True,370.0,48.74215842636895,187587.88082278552,2.154974779478736
POU2AF1,8398.0,True,1394.0,4.4646464646464645,6597.88186116484,1.7480227289387325
VWF,82725.0,True,4601.0,43.9792663476874,100798.13254861039,1.3529688688677706
CD69,5751427.0,True,44.0,3057.6432748538014,34964452.33438161,2.874707326889456
CORO1C,503321.0,True,3994.0,267.58160552897397,827019.0025125273,1.3993185451593042
CSRNP2,50695.0,True,143.0,26.951089845826687,103878.67260652436,2.484500922764352
IL23A,6594.0,True,293.0,3.5055821371610847,5451.0469103125315,2.2201158247381536
SYT10,17.0,True,4282.0,0.009037745879851143,0.05470550974470347,1.3763865716682722
CYP27B1,4612.0,True,4431.0,2.451887293992557,1940.0276041489924,1.3643726757475136
LIN7A,9337.0,True,425.0,4.963849016480595,16756.278479645276,2.105953940922889
ACSS3,2711.0,True,1066.0,1.4412546517809677,2048.2849779994795,1.838651626152799
PPM1H,284972.0,True,1614.0,151.50026581605528,540037.3767286526,1.7034579377877321
METAP2,710328.0,True,3471.0,377.63317384370015,1245552.6515372084,1.4461791278357339
GPN3,437051.0,True,4958.0,232.3503455608719,672734.9181501464,1.3287741113859066
RAD51AP1,173763.0,True,3955.0,92.377990430622,256095.6432174488,1.4019306868270762
CUX2,1354.0,True,3680.0,0.7198298777246146,535.0592289072132,1.4266291864214304
AKAP3,5316.0,True,3520.0,2.8261562998405103,3985.284123994706,1.4414161456892847
MANSC1,72191.0,True,2223.0,38.379053694843165,100863.1126248487,1.597618175811966
CREBL2,70705.0,True,1988.0,37.589048378522065,100666.89539063648,1.6348068646918354
GSG1,748.0,True,3412.0,0.39766081871345027,104.2971009082991,1.4518521597794474
ART4,717.0,True,3310.0,0.38118022328548645,143.51260307441714,1.463181738442761
SLC38A1,708587.0,True,4169.0,376.7076023391813,1189715.544245365,1.3850805377555417
VDR,7348.0,True,1151.0,3.9064327485380117,7074.590176682841,1.811678342457155
STX2,91025.0,True,1673.0,48.39181286549707,141825.78469889262,1.6921484187051818
TBC1D30,450.0,True,1875.0,0.23923444976076555,42.6650768604296,1.6540853082873834
MDM1,147013.0,True,3285.0,78.15683147262095,220191.53390144443,1.465962598537849
UHRF1BP1L,112892.0,True,1268.0,60.017012227538544,194276.61194447268,1.7810668530454674
COPS7A,240071.0,True,2794.0,127.6294524189261,398586.3615576255,1.516344389134368
SPSB2,7415.0,True,3594.0,3.942052099946837,4210.0716402547305,1.4349434381027084
PRKAB1,286770.0,True,1768.0,152.4561403508772,534030.7391657335,1.6730172689621554
ST8SIA1,5643.0,True,2187.0,3.0,3103.526595744681,1.603742936178323
FRK,169.0,True,1634.0,0.08984582668793195,6.324370242175392,1.6995351299036707
DSE,87568.0,True,2642.0,46.55396065922382,122643.39775159204,1.534779621498185
RSPH4A,14897.0,True,3080.0,7.919723551302499,42548.33823311502,1.4857752631873404
MAK,7382.0,True,4209.0,3.924508240297714,4244.135787324532,1.382569308213754
GCNT2,84252.0,True,4511.0,44.791068580542266,103573.83983508093,1.359282761936291
NEDD9,57880.0,True,725.0,30.770866560340245,105655.83842738697,1.9625786316258702
ASF1A,496410.0,True,4167.0,263.90749601275917,806525.0382469713,1.3854359251940973
MCM9,155970.0,True,1763.0,82.91866028708134,269504.0986994808,1.6733958016966681
FAM184A,1324.0,True,4637.0,0.7038809144072302,315.0085434411302,1.3496963932567443
MAN1A1,469529.0,True,1519.0,249.61669324827218,943121.9508701233,1.7219690072755374
GABRR2,427.0,True,751.0,0.22700691121743755,48.32024896218625,1.9517939854949962
SERINC1,1225971.0,True,4506.0,651.7655502392345,2179391.951918965,1.3596803477467738
TPD52L1,34825.0,True,1824.0,18.514088250930357,41768.96908333051,1.6616871818236425
MAPK14,376913.0,True,1094.0,200.37905369484318,787647.2158163381,1.8283283552434382
RHAG,33700.0,True,85.0,17.916002126528443,63213.317408689356,2.6261528098564164
RNF8,191795.0,True,4461.0,101.96438064859117,278556.3146880337,1.3625674540356545
ICK,21030.0,True,3662.0,11.180223285486443,18183.571225694795,1.4284956218056977
FBXO9,83423.0,True,847.0,44.35034556087188,144029.71815014648,1.913366836533705
CD83,300920.0,True,552.0,159.97873471557682,679845.9468879725,2.020717417998909
BACH2,32867.0,True,1653.0,17.473152578415736,92878.25419904532,1.6945014208226563
TREML2,10297.0,True,1767.0,5.474215842636895,8873.726063547005,1.6731500520055735
BAG2,115834.0,True,1472.0,61.58107389686337,194914.39887565462,1.7308639078306547
FBXL4,128398.0,True,4952.0,68.26049973418394,169922.59380592033,1.3291794805117774
GPLD1,2906.0,True,2432.0,1.544922913343966,1079.8438585179904,1.5601741445994997
VNN1,100883.0,True,1554.0,53.63264221158958,163142.21178498308,1.7161742657198586
VNN2,80576.0,True,1769.0,42.8367889420521,120675.94994372615,1.6730062341800076
GMNN,512710.0,True,952.0,272.5730994152047,1132254.3820206544,1.8774624668458413
HBS1L,831559.0,True,4623.0,442.08346624136095,1384879.8515403192,1.350466133991885
ZBTB24,53364.0,True,3718.0,28.370015948963317,62003.11407920186,1.4235601952873194
FIG4,200857.0,True,1547.0,106.78203083466241,369975.4529960862,1.7182321437839756
HECA,248103.0,True,698.0,131.89952153110048,538847.4888348774,1.976832659465996
ADGRG6,252576.0,True,4993.0,134.2775119617225,368923.7697546574,1.3271679965599443
PHACTR2,718513.0,True,2112.0,381.9845826687932,1407123.3502940943,1.6133112801528262
EPM2A,77346.0,True,1204.0,41.119617224880386,123355.22664155552,1.7978399406943693
PACRG,6312.0,True,3221.0,3.3556618819776713,3522.2718415962536,1.470885911105114
PDE10A,10378.0,True,591.0,5.517278043593833,28655.81898322531,2.007431892763463
FAM120B,303567.0,True,2629.0,161.3859649122807,521694.55307950726,1.5358193394431279
PRPH2,4023.0,True,3341.0,2.138755980861244,2677.6525450473378,1.459970066008846
EXOC2,149452.0,True,3837.0,79.4534821903243,216301.6788189849,1.4123423920853815
GMDS,62732.0,True,4953.0,33.35034556087188,70840.41495865711,1.3291787328555877
SENP6,535415.0,True,4291.0,284.64380648591174,869756.4964629497,1.3755419633470942
TENT5A,318275.0,True,1950.0,169.20520999468368,587560.8466962458,1.6417439293557898
CLIC5,3083.0,True,3861.0,1.6390217969165337,3145.3361147872906,1.4103919631163297
ENPP5,59483.0,True,642.0,31.62307283359915,99817.11689289309,2.0001199673194954
NME5,11566.0,True,1839.0,6.148856990962254,17405.220914916237,1.6597965169059488
KIF20A,30744.0,True,541.0,16.3444976076555,43168.32806678204,2.0251211680494468
LOX,81044.0,True,2318.0,43.0855927698033,114739.67245721491,1.5794436253101798
TMCO6,52012.0,True,2295.0,27.651249335459863,66801.87298912981,1.5839204962544822
PCDHB3,2058.0,True,511.0,1.0940988835725678,950.2735874987274,2.042808829382274
PDE8B,34654.0,True,1078.0,18.423179160021267,45814.35965393012,1.834489496968416
CLK4,292313.0,True,4992.0,155.40297713981926,432570.0284804935,1.327178324950491
PCDHB15,2452.0,True,2546.0,1.3035619351408825,1329.493439433529,1.5469145106143116
IL12B,6083.0,True,357.0,3.2339181286549707,5472.5654659698885,2.1653015990748847
RASGRF2,3700.0,True,1400.0,1.9670388091440723,1976.5201895777482,1.746639734473562
GABRG2,472.0,True,4328.0,0.2509303561935141,58.59444727227481,1.3723968429114355
POLR3G,30392.0,True,4786.0,16.157363104731527,28130.097032192018,1.339990045573964
CDH6,13441.0,True,275.0,7.145667198298777,18302.112812333864,2.2459673381913943
ARRDC3,2214233.0,True,1572.0,1177.1573631047315,5687381.860330064,1.7120942972031796
FAM172A,129038.0,True,4775.0,68.60074428495481,172478.05699944575,1.3410445150193468
LNPEP,385153.0,True,2108.0,204.75970228601807,711721.2523326771,1.6136050442692786
GNPDA1,61002.0,True,3254.0,32.430622009569376,75631.89904051715,1.4687264783863225
PCDH12,12490.0,True,837.0,6.640085061137693,15412.010817865099,1.9163078667040403
PPWD1,430969.0,True,1877.0,229.1169590643275,824580.2751430882,1.6538465720873385
TRAPPC13,187590.0,True,2773.0,99.72886762360447,303000.56315025955,1.519732053937496
SEC24A,78371.0,True,1705.0,41.664540138224346,117546.37517278042,1.685926819127342
TTC33,79622.0,True,521.0,42.32961190855928,144800.2950216046,2.0369800366521567
RARS,447175.0,True,2857.0,237.73258904837851,782778.1874958996,1.507836905187657
WWC1,1401.0,True,3911.0,0.74481658692185,312.8805914690013,1.4052470104952528
SMAD5,178274.0,True,3614.0,94.77618288144603,269611.92328350694,1.4330382408156432
PDGFRB,2764.0,True,1982.0,1.46943115364168,1110.9853682400712,1.6358668370801333
CPEB4,102926.0,True,3536.0,54.718766613503455,140275.40065294603,1.440192874861846
EHHADH,49786.0,True,2132.0,26.46783625730994,64326.76558728381,1.6114920647466293
CNTN3,250.0,True,1543.0,0.13290802764486975,14.416368613345096,1.7192413547332819
BCL6,47839.0,True,440.0,25.432748538011698,79521.55677802661,2.095135434726662
HGD,1933.0,True,2233.0,1.0276448697501328,883.5354055674323,1.5961326548376824
CD86,6920.0,True,950.0,3.678894205209995,4964.131942606355,1.8785528076069729
ARMC8,815854.0,True,4466.0,433.73418394471025,1367618.071325517,1.3623163982871098
RBP2,576.0,True,3764.0,0.3062200956937799,85.4072432047236,1.4188343634502754
ECT2,39213.0,True,739.0,20.84688995215311,57599.76856612033,1.9571995186246596
GNAT1,30.0,True,3788.0,0.01594896331738437,0.18804336760663745,1.4170430507938754
TFG,695179.0,True,3216.0,369.57947900053165,1237292.894876537,1.471026256546913
NPRL2,372068.0,True,2294.0,197.8032961190856,672931.9900104064,1.584235087268881
GBE1,296842.0,True,2858.0,157.8107389686337,499764.14873567707,1.5078073780813972
NCBP2,660058.0,True,3441.0,350.9080276448698,1151648.9835578632,1.4492811969139927
C3orf52,7266.0,True,2214.0,3.8628389154704945,4549.498198106485,1.59889186903587
SCAP,96163.0,True,4384.0,51.12333864965444,122752.9246731028,1.369050590586678
NEK11,13393.0,True,2179.0,7.120148856990962,13633.117471467189,1.6048211176670257
PLSCR4,68543.0,True,3395.0,36.43965975544923,86226.8581922246,1.4534646249122398
CISH,79745.0,True,1485.0,42.39500265816055,123035.48697501328,1.7275337019962564
WDR48,504258.0,True,4364.0,268.0797448165869,811283.766509722,1.3699057537123092
KLHL24,424058.0,True,3816.0,225.44284954811272,693060.4856948544,1.4148247668199545
PLCH1,49797.0,True,1442.0,26.473684210526315,69419.7989081747,1.738596835035514
DNAH1,58027.0,True,4945.0,30.849016480595427,64314.57559610663,1.3294269235033402
NKTR,1732725.0,True,4118.0,921.1722488038278,3385738.403825206,1.3887006101207553
NEK4,41912.0,True,1120.0,22.281765018607125,68156.57641730856,1.8204420674960997
SLC4A3,358.0,True,3347.0,0.19032429558745348,36.25205526711685,1.4589009918680902
KANSL3,148628.0,True,3815.0,79.0154173312068,215275.9348685624,1.4148523405737983
LMAN2L,122393.0,True,3466.0,65.06804891015418,174388.34217539334,1.4465677762640283
IL1A,984.0,True,3194.0,0.5231259968102073,176.75066171230785,1.4736657428235989
ZAP70,15523.0,True,2485.0,8.252525252525253,17499.252686438853,1.5543906920623651
DNAJC27,48410.0,True,1927.0,25.736310473152578,63374.76926063547,1.6448270701963208
STAM2,317689.0,True,4349.0,168.8936735778841,489567.4897525083,1.3707276662026135
GPD2,93411.0,True,3124.0,49.66028708133971,128195.95368268348,1.4816103471789508
CENPA,1244.0,True,3839.0,0.6613503455608719,275.17940434580964,1.412187573624379
ACVR1,50435.0,True,4966.0,26.81286549707602,53892.97879183775,1.328263894314052
TANC1,79199.0,True,3146.0,42.10473152578416,104441.94115313266,1.478852124779933
GTF3C2,155168.0,True,4425.0,82.4922913343966,218524.84209480017,1.3651091059652212
ITGB6,421.0,True,3189.0,0.22381711855396066,49.037645209089774,1.4743439638703575
PSMD14,889901.0,True,3758.0,473.09994683678894,1571266.8235159544,1.4198352232132558
PDE1A,11547.0,True,1016.0,6.138755980861244,10308.809991855847,1.8541798663131877
REEP6,8302.0,True,2849.0,4.413609782030835,7129.51500616467,1.5088283300360825
IFIH1,178379.0,True,2542.0,94.83200425305688,291281.9345283744,1.5471738863632911
TTC31,91118.0,True,2428.0,48.441254651780966,130975.55785033987,1.5607289617648954
GRB14,3342.0,True,2664.0,1.776714513556619,1674.425648987071,1.5322477982510272
