X_scVI1,X_scVI2,X_scVI3,X_scVI4,X_scVI5,X_umap1,X_umap2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50
0.3409783,-0.84554887,1.127124,-0.93593335,-0.4920292,9.285863,2.0893974,-4.7188954,0.9549347,-0.8297912,-0.2965542,0.62385887,-1.5793185,-0.06838474,-0.35576007,-0.08201363,-0.8418547,-0.44019124,-1.6407217,0.97402763,1.8157258,0.4060812,0.53357416,-0.8913115,0.24029613,1.57417,-1.2924794,0.5404631,-1.7752368,-0.2963825,-1.3497962,0.22716397,-0.8869538,1.2528914,-0.41770226,-0.9851239,-0.021891572,-1.1285021,0.01647834,0.45429635,0.34123817,-0.07386615,1.1620032,-0.41857883,-1.9401906,-0.49116305,-1.9045722,0.34089407,0.25769228,-1.4536265,0.19053654,-1.9608334,0.06152655,-1.2899483,-0.51198024,-0.79706156,-0.7381619
0.696653,-0.6882245,1.2141294,-1.068929,-0.42982867,9.328166,1.6868695,-3.3944533,1.9040854,-0.86651856,2.7861185,0.3362778,-3.290751,-0.86702627,0.44898975,1.0223088,-1.4884757,-2.3305545,-1.7959269,0.74288946,0.016376544,0.86975235,0.5191792,2.4376855,-1.4352142,-0.5019576,-0.27196765,0.08158091,-0.2032278,1.5782697,0.26096213,1.2339557,-0.04844424,0.6359853,1.3788627,-2.6355832,-1.2798301,-1.2681295,1.5353382,-0.56863785,-1.3143746,0.09456495,1.0175751,-0.42927104,-0.41366023,-0.5920513,0.23333357,-1.5019552,-0.0790995,-0.2543558,-0.59536654,0.10496027,-1.4240515,-0.9775403,0.07958573,-0.4388827,-0.028294237
-0.4556432,-0.077965796,1.6611338,0.03188218,0.31340146,9.06404,3.8427339,-2.0185237,1.647364,1.6425488,2.8490453,0.73630095,-2.601254,-1.2364852,-0.24279535,1.3563488,-4.5104065,-1.0038162,0.5291643,1.0053934,-0.12666604,1.069233,-1.7495761,0.4921477,-3.485451,-1.5719792,0.6228806,-0.31382412,-0.29143387,-0.025747728,-0.9383075,-0.091366395,-0.31267598,-0.5744637,-0.4401809,-0.18451558,0.6947045,0.40646568,0.7479638,0.84160376,1.377231,-0.2818979,0.91554123,1.0191945,-1.5049764,0.36869192,-0.048257016,0.44925457,-0.31736854,0.19265214,0.13147347,1.2133427,-0.64896125,-1.5530914,2.1122627,-1.1070598,0.9556086
0.14634058,-0.9804766,1.0440354,-0.8803474,0.57725966,8.573698,3.394869,-4.6437507,1.6867353,4.2668586,2.1459818,0.5571868,-3.1130407,-0.2785859,0.3643314,-0.2812153,0.49662095,-0.5571577,-0.07679875,0.07377715,-1.5675466,1.160748,0.5924809,2.231933,2.0701838,1.5414276,-0.115083985,0.04404816,1.0474995,0.8422884,1.0458465,2.394889,0.5674825,1.7205343,0.5871928,-1.1449486,-1.1369025,-1.248209,0.9040051,-0.762651,-0.850893,0.2856122,1.0516809,0.6642855,-0.95682317,-0.4696747,-0.07958689,-0.9967684,0.53603137,-1.374239,1.264798,-1.5925146,-0.7663012,0.46755415,-0.51889515,-0.81163645,1.7404985
0.102025196,-1.0996181,2.457097,-1.0450048,0.014289737,11.235096,3.2600136,-6.368831,2.6590295,4.756952,2.08376,-1.3326911,-4.283235,-1.3462445,-0.0071698115,0.7755763,0.6500791,-1.7122904,-1.2064433,0.47861564,1.1623763,1.568327,0.23811431,0.4458345,-0.4630597,0.36703342,-0.41294476,1.8014462,0.9481378,-0.72889555,-0.6482523,-0.03949166,-0.49489322,0.22101408,0.2263719,0.0031951913,0.118634686,0.6467318,0.7562571,0.31524092,-0.30429617,-0.5947001,-0.049159117,0.5188457,-0.42437133,-1.8062985,-1.1996262,0.23250198,-0.064645365,-0.19178116,-0.1524191,0.8381969,0.4639075,0.53889394,-0.41791147,-0.8030445,0.057426143
0.4420508,2.4387739,-0.8778294,1.6013436,0.65278196,3.6386573,3.83398,2.3392987,-3.8485441,-4.1701617,4.6271014,-5.8462024,1.2861166,1.455656,0.7957907,-2.0653863,0.29263982,0.5564119,0.22214802,0.9202135,1.5384563,1.6193076,-0.5832494,-0.6631037,-1.3912495,1.7141207,2.7064602,-0.76581633,0.6291841,0.31012574,0.11056963,0.0099103255,-1.4994631,0.80041987,0.4023098,0.98993707,1.1913711,0.50680417,-0.454677,0.35559005,0.22908773,-0.47631466,-0.17110239,-0.3189635,1.6985945,-0.8325424,1.3208635,-0.91611576,0.6133781,-1.8193171,-0.18021323,0.10476233,-0.6110507,0.7628564,0.984502,-0.422748,1.4061124
1.3625298,-0.5695017,0.36466146,-0.8617077,-0.42235565,7.5960875,0.7565681,-2.2953725,1.120954,-1.6914251,2.7043095,2.5175648,-3.0914052,0.73520625,1.6620876,-0.4561659,-2.6915188,-0.96441203,-3.0589483,1.0330337,0.94331664,1.0490872,-1.6869015,1.6851754,-0.27324778,-1.6956176,-0.21879917,-2.2362397,-0.013549205,2.615763,-2.62645,-0.84481317,1.154497,1.1598568,-1.5863667,-1.4741181,-0.3382334,-2.5670552,-0.5242938,-0.2991523,-2.0524428,-1.4946525,2.6194096,-0.483433,-0.06675958,-2.4545684,-0.8942363,-0.8180584,-0.36022198,-0.25524503,0.2558159,0.34322006,-1.5006586,0.10472309,0.74439913,-0.5049108,0.8455231
-0.67489445,-0.19967225,0.9758923,-0.4504875,0.55757296,7.5890293,4.253242,-4.09785,0.8690868,5.4577312,1.0727932,0.69520646,-3.4670107,-0.07730371,0.3356959,-0.08559798,0.24812837,-2.4076576,-0.7429211,-0.26455122,-0.8564123,0.43117866,0.3232037,-0.17773537,0.3107998,2.7396948,0.059378695,0.34140044,1.2038339,1.2981424,-2.2543056,1.3212086,-0.9108615,1.1920002,-1.852352,1.2736567,1.7957853,-0.9511355,1.8761823,1.3935993,0.045222025,0.1923134,-0.9485412,1.6100116,0.9121963,-1.3643392,-1.23374,-1.455471,0.28213066,-1.2578478,1.4648502,-2.1155846,0.012452372,0.5130884,-2.5290964,-0.20399907,0.66737896
0.67726094,-0.14040896,-0.24214834,-0.8745907,-0.23203951,7.1211905,1.1893307,-0.65136504,-1.659993,-1.4913435,-0.044409335,1.340299,-3.9120011,-0.73716414,1.0976629,0.48232988,0.37765175,-3.375994,-2.0273178,2.6672165,0.50137717,1.2502972,0.5956555,2.8707857,-1.7715858,-0.81042135,1.3399054,2.0324218,-0.6355471,1.7551643,-1.4167434,0.80585104,-2.240303,-1.6453878,-1.1943666,-2.1721826,-0.22241266,0.63406,-0.047683377,0.05234356,-1.2908647,-1.4780501,0.5288221,-3.292933,-0.0775983,-0.4874305,-1.17361,-0.8771944,1.6870925,2.1080105,1.7103233,0.08908436,3.9306927,0.51165634,2.8452365,-0.6664635,-1.8108573
-0.774786,-0.07976997,-0.31373054,-1.468392,0.08739801,6.543275,1.9899191,-2.6626356,-1.730879,2.1522365,0.8744866,3.3696036,-4.8105927,-0.9598842,1.3967872,-0.7415022,2.0470994,-1.6241992,-2.0904894,-0.71777284,-0.09167461,2.205308,-0.52623826,4.4387836,-0.4520785,-1.1247449,-0.45196286,-0.16400167,-2.0157087,0.017431961,2.0708027,0.806931,-0.5712829,-1.790799,-2.53514,0.97447145,0.12201993,-1.368748,-3.7035213,0.38758445,-0.4049463,-0.32794312,-1.3362954,-1.0144838,2.11047,-1.9294398,-1.0426054,-3.1510694,0.24293795,-1.032446,1.4529868,-0.021560866,0.41781253,0.13593897,0.39375222,-3.9487948,0.3994198
0.34837115,-0.5732671,0.28184283,-0.98954445,-0.41399956,7.7465167,1.6119884,-3.8772316,1.246715,0.55045867,1.5682412,1.7755338,-3.9132323,-0.15527062,-0.45847017,-0.095993,-0.9650694,-1.8567623,-1.9654912,-0.2896621,0.046653807,1.7576722,0.24676478,1.9591668,-0.114091754,-2.3359294,0.75480044,-0.05093262,-0.2871963,-0.9093117,0.4655991,0.46396595,-0.55636233,1.6426446,0.7389602,-0.53870744,0.39584553,-2.1314993,2.2480583,1.2234458,-1.7537417,0.22812454,-0.37733436,-0.17261717,0.27893656,1.0420179,1.911059,-0.6882208,0.6444266,0.69784707,0.86521685,-1.02833,0.9526259,1.3738083,0.2939594,0.93361753,1.3889271
1.2448615,-0.016223878,0.90796506,-1.3085053,-1.5000937,8.206713,0.020472148,-3.829154,1.7651634,-2.6470616,3.530031,3.2738595,-2.7038584,-2.1725616,-0.04133704,-0.22213662,-0.17697056,-1.7830012,-0.82606226,-0.0027338183,0.026962204,1.6879014,0.21307172,1.6447072,-0.51779145,-0.97418654,1.6063548,-0.30556318,-1.0106634,0.34347734,-0.2087754,-1.104371,-1.1120895,-0.6699001,-1.4267784,-0.3126895,-1.3923253,1.5550027,1.1654174,1.5303594,-2.0816717,1.1481404,-0.28207973,0.23655048,1.9236004,1.655209,-1.350532,-2.0460854,-0.89493924,-1.530863,0.45801523,0.5934905,-0.16639483,-0.522877,0.9289259,1.7350723,-1.0271717
1.9701258,2.538331,-2.8877864,-0.02142039,0.8928851,3.0978823,1.0172352,2.2148058,-4.37844,-1.8742037,4.751655,-6.6869516,0.76539755,0.516476,1.4108231,-2.270177,1.4861623,0.057645086,0.21480826,0.39863423,-0.17709562,-0.43126795,-1.6797003,-0.31581634,-0.05682338,0.6722623,1.5271853,-0.367507,0.566725,0.1546916,-0.71252036,-0.21669737,-2.2326043,0.045608506,-0.0719918,1.0729713,-0.17501317,-0.81401324,-1.0533113,-0.20212214,-1.3297275,-1.607457,-0.6230754,-0.5749478,-0.0006014152,-0.76291656,0.51545304,-1.0090692,-0.026235137,-0.5720741,0.06784061,-0.0632311,-0.4829827,0.47577047,0.013103259,0.56289035,-0.3970857
1.4127734,1.2934273,-1.909981,-1.1351817,-0.4921934,4.5377326,0.48844013,0.4212748,-1.3552415,-1.041543,-0.95908093,-0.18490565,-3.998618,-1.1921442,1.6187725,2.6486242,-0.5077879,-3.5352476,-0.5151817,-0.26499248,0.30783665,0.3700866,-0.9955983,4.6865363,-0.56575793,2.2726479,0.20342954,3.8365638,-2.0987775,-3.76755,1.8137449,0.765364,-0.45068347,-3.0619738,0.49737424,-0.7926483,-0.51539904,-1.5397091,0.5258389,-1.3594332,-1.6047702,-1.4570453,1.0353278,1.4240539,-1.8428323,0.3540034,-2.4649637,-1.8597664,3.1204937,0.14741987,-0.46527287,-1.0301986,-0.9159369,2.524114,-1.2611982,0.79288787,-1.5936917
-0.2614706,1.2978437,-3.2151866,-1.0544918,0.14606003,2.8407934,2.2670677,1.3598169,0.16391522,1.2145748,1.3941581,1.0064118,-4.8874154,0.541131,-0.11817203,2.3450713,1.0557418,-3.3152463,-2.047459,-0.28311786,-2.364391,1.7956258,0.13055989,3.5501308,-3.3200793,1.1623802,1.1165186,0.12654832,1.6766839,-0.06866499,-0.70612353,0.031326838,-0.37865835,1.7594558,-1.3497131,-0.70652586,0.30780342,1.0397577,2.2674437,0.9537684,0.5003963,-2.5883512,0.69902885,-0.6533187,-1.3843005,-2.3760972,-1.6753731,-0.7958622,0.61206424,-0.7239541,-1.193701,-0.39593324,2.2267034,0.45322815,2.173255,-1.7956874,0.99842143
0.11955501,-0.3722141,1.9136627,-0.615269,-1.1647828,10.256422,1.9822767,-3.0575118,0.012859343,-0.8716128,-3.1872854,0.3367778,-1.8148714,-2.2108612,0.49059197,-0.636995,-1.1771594,-1.1798096,-0.53920966,1.4996213,0.7076484,-0.64063436,-2.205001,0.31524855,0.349807,-1.7024646,-0.13617481,-1.7090652,-1.4269023,-0.81254405,0.9887441,0.26252177,-0.865498,-2.5941322,-3.426232,1.4854459,-0.21990435,-2.3417563,0.09991422,-2.5232542,1.3431497,1.370028,-0.9095251,2.6546726,1.588872,-0.52833045,1.9140368,-3.1288726,0.16727102,1.4245893,-3.3840673,1.5500065,2.9437437,1.4557675,-4.556081,-1.6661454,1.0392263
-0.88787043,-0.7689041,1.5754116,-0.69018537,0.10993542,9.057675,4.3179255,-5.752591,1.987157,4.5294847,0.24069396,0.17546462,-2.9486222,-3.0501618,-0.09165505,1.1881114,-0.33462146,-0.7931525,-0.30643728,0.8032782,-0.7913677,0.72374314,0.63618857,0.5951968,1.0031909,-0.17263556,2.3558807,1.2158058,-0.5542332,0.16047786,-0.78107333,1.4462724,0.051657904,0.23702152,-1.644557,-0.434446,-0.88226384,-0.98708385,0.6808355,0.057605617,-0.2009526,-1.6822256,-1.5188032,0.969883,-1.2023563,-0.11318442,-0.24841253,-0.12396129,-1.8779076,-0.59743565,-0.6681019,-0.5478395,-0.7098309,0.6383096,0.10960874,-1.2429535,0.6355005
0.52344775,-0.34318846,1.4852874,-1.2753618,0.24740995,9.078834,1.7788645,-3.6310701,2.5045776,1.0347513,3.2805634,0.9715228,-2.998676,-0.94309175,1.7137167,1.0984641,1.2166847,-1.7684155,0.45098266,1.4538282,-1.6383044,2.7620044,-0.0011516642,2.5912588,-1.7670375,-2.073272,0.054617062,-0.96980125,-1.2508278,0.38409367,0.45811802,-0.73950386,-0.6801817,-0.6954024,-0.28664735,-1.1517184,-1.5624481,0.5601399,-2.1498227,0.91028297,-0.43059582,2.33988,-0.8542545,0.45792148,-1.1042012,0.40760726,-1.4494272,-1.2344995,1.1998084,-0.24103463,-1.1099334,-0.47281346,-0.63493836,-1.8113651,-1.5863419,-1.3675836,0.60216373
0.6555474,-0.6990601,1.2537041,-1.1981617,-1.3000909,9.525978,0.9966574,-0.6629038,1.7975371,-1.1148788,3.3988147,-1.4674349,-4.159095,-2.4568686,3.8595898,2.239428,-1.3093919,0.6865924,-2.4116426,-2.337361,3.5212517,-1.153103,1.5875024,-2.5167842,0.5172731,-1.4373066,1.8202949,-1.1286327,1.1947634,-0.08626019,1.9899153,0.41833884,-1.118112,1.9644673,0.37244976,0.16523987,1.3390818,0.30905488,0.61744577,0.8019228,0.62772536,0.8269808,1.7842152,-1.3382039,-0.48237094,-1.1170679,0.15704046,-0.14753434,1.7874867,-1.2538843,1.8484504,-3.4208672,-0.9388175,-2.2479534,-0.54010576,0.7668154,-1.5749408
-0.10456824,0.5341332,0.009545624,-1.3515445,-0.47245473,7.092454,1.2594539,-0.20105207,-1.4032655,-0.33256766,2.4484806,2.217216,-2.4021347,-1.1584203,-2.4337196,3.6867971,0.10396747,-0.5075917,1.0648628,0.60300714,0.7305911,1.7016188,-2.13063,-0.9295784,1.9930286,-0.007766306,3.126509,-0.026059434,-1.5622487,-1.1852738,1.1996634,0.59305966,0.9357284,-1.5181962,-3.8752794,0.8257108,0.7077975,0.3630857,1.0711812,-1.0053717,-1.0220245,0.11222554,2.817445,-1.6628766,1.1107178,0.40807343,0.57106274,2.0155113,-1.7223684,-1.1679766,-0.06599628,0.16965547,1.4517027,0.8730604,-0.531985,0.6208067,-0.43453544
0.12026024,0.0770438,1.0766928,-0.8395982,-0.75575125,8.627829,2.0431361,-3.3209116,1.1638913,-0.33246225,1.2023032,3.3205128,-3.2199926,-0.27248564,1.1259204,1.7917036,-0.48885491,-2.8747694,-0.05229044,2.0099058,0.3830962,1.7564524,0.84212834,2.913599,-1.5291188,0.25081503,1.6976712,-0.23766667,-0.3445645,-0.056482516,-1.353923,-0.24871807,0.9739935,1.0730295,2.4264944,1.3355823,0.27991423,0.9455038,1.7652646,-0.85694474,-0.6025919,-0.6358086,1.6848284,1.2348797,-0.74333924,1.3655473,-0.20702893,-0.95270336,1.0420426,-0.39010236,0.30832607,-1.5950435,-1.1526753,-2.4648306,-1.5207512,-1.8827846,3.838419
0.43496582,-0.8465798,1.2498382,-0.42858583,-0.43614537,9.346055,2.5714262,-4.7603774,1.5763971,-1.5849371,1.4233856,0.14440772,-2.7729697,-1.3700323,1.4811515,-1.6815112,-1.1597104,-1.3929684,-0.122329615,2.1677501,-0.7295955,-0.104169525,-0.6468251,1.7932199,0.55381644,-0.5207397,1.218198,1.1236031,-1.3516891,-0.6825312,-0.7525692,1.3187379,-0.6358961,0.6539597,0.15817083,-1.2543353,1.278173,-0.095212825,3.3115857,2.0144715,-0.51774746,-1.1804317,3.324727,1.567383,0.06252944,-0.4517174,1.2769644,-0.9152726,-0.22261092,-1.0781496,-0.013376929,-1.4241921,-0.6803237,-0.066635445,-0.120988086,0.7682048,0.7228611
-0.3187256,-1.039794,1.9847739,-1.2302138,-0.8119231,10.245268,1.9573196,-5.1549187,2.5432286,3.9179788,1.7247565,-0.05079696,-4.249435,-1.0523609,2.48196,1.9076635,-0.25360996,-0.1677728,-1.24484,-0.24987431,-2.0225363,-0.28562298,1.2004095,2.1353085,-0.029402597,-0.68030417,0.19605164,0.5598545,-0.90090895,-0.774344,-0.18160349,0.7856926,-0.86766946,0.07349563,0.097628765,-0.6324469,1.0301576,0.67843896,2.1003094,-0.51998925,-0.9923662,-0.74993473,-0.5271575,1.3435426,0.3237441,0.2576463,-0.15832086,-1.2813902,-1.3840355,-0.044075932,1.4886236,-0.24098755,-0.031622063,-0.36256313,1.3067677,-1.253064,-0.20053741
0.116126046,-0.47942495,1.4665399,-0.93929,-0.7008496,9.381548,1.922292,-3.4131885,2.890909,-0.28438622,3.7214072,0.47395733,-2.850248,-3.575767,1.9129134,1.8987483,-0.7955223,-1.277039,-1.3440114,2.4233305,0.05742335,1.978718,0.03242539,1.7561195,-0.8128564,-0.23250684,-0.37397859,-1.067974,0.39528275,-0.13715981,-0.09100138,1.2478536,-0.05851383,1.225501,0.28006947,-0.52063876,0.5076505,0.8844948,-0.5809815,0.7644233,0.3982033,-1.153503,-0.9815388,0.34422714,-0.501309,-1.5911686,-0.20819467,0.8948738,-3.6879628,-0.29770645,0.2715609,-0.83455366,-2.149065,-1.4128188,1.5536319,-0.4866891,-1.0894419
0.16697016,0.5045426,-0.81156534,-1.2695578,-1.9414532,5.933441,0.8379385,-4.138151,0.39985466,-3.5642343,-3.8623612,2.9868517,-1.3972384,2.3222177,-0.67951447,1.353685,0.57613784,-2.1898286,2.5391626,2.349995,2.1834154,-3.2686946,-2.4530795,-0.08367532,-2.0676692,-1.0830293,2.6088407,0.08271221,-0.22094892,-1.5322099,-0.9119428,-0.4475772,-0.83314586,0.0015959499,-4.148602,2.2964993,0.20961268,1.269467,-1.44869,1.567227,1.222352,-0.8609759,0.3658415,2.6093051,0.19257171,0.46308336,1.0330389,-1.0262616,-0.022505697,2.9802887,0.9393288,0.25153908,-3.6305645,0.21714891,0.38654825,-2.2431114,0.061598968
-0.035470277,0.45103428,1.5929804,-0.7454867,-1.1469277,8.751171,2.1521087,-3.115726,-0.3767483,-1.325992,-1.7294282,1.6093988,6.579998,-0.96277934,-2.7659364,-0.4283667,-2.228772,-0.3627383,-2.415166,-0.6425165,2.5032349,4.7104774,0.46459982,1.0595579,-1.9898319,-0.30687115,0.6145022,-0.011814913,-2.637891,1.5041058,1.7145582,-0.80378664,-0.37205192,-1.6594512,1.448046,0.94731104,0.50196564,0.7277955,0.5057259,-0.60368055,-0.8914158,1.3252544,-1.0919315,-1.7248982,-1.5503126,-2.9149077,1.600859,-0.9353279,-0.59630066,-1.1117958,-0.15219116,0.039871264,-0.5599649,-2.8741286,-2.3623912,0.22529876,-0.0075554443
-0.15783004,-1.5968245,1.7463155,-0.6491812,-1.158988,10.528311,2.231352,-2.7262032,2.4843385,-4.093468,0.27016112,-0.1560288,-1.250514,-0.04495409,-1.9289976,-0.84598947,1.0718193,2.8988602,-3.062945,0.8081121,3.3133185,-1.6370353,-1.0161343,-0.70757604,0.44616553,0.4325652,-0.20332141,-0.36817273,-0.9945661,3.9948921,2.498086,-1.1876363,0.6222054,1.4228297,-1.6538918,4.0791855,-0.26798347,-0.34062415,0.87471807,-2.1141582,-0.45453572,2.3328867,0.9930092,0.009984403,1.8535123,1.1780353,-0.15188497,1.6896781,0.4291769,2.1581807,-1.5741041,-2.3149383,0.57987034,-1.264566,-0.25607756,-0.08998121,0.3387724
1.0684366,-0.65389305,1.6068747,-2.1643553,-0.80958366,9.30065,0.28123283,-1.3916746,-1.4154978,-4.7743526,0.63719016,1.3875723,-2.0978212,-0.44922775,1.1508987,-0.7608734,1.3872234,-2.0932791,-0.3714186,0.3442614,-1.6839396,-0.13770762,-1.8845829,3.0736067,-0.107297726,-0.77132845,0.39084902,-0.6775174,0.018233145,1.4005204,3.2943509,0.7127176,3.0041614,1.3250893,1.969927,1.6305285,-1.0340493,-1.7885233,0.8829589,-1.70264,0.35056794,2.8378048,-0.47035536,0.5991285,0.35587725,-1.6622783,-0.05287991,2.3269668,-1.4545597,2.870973,0.9396381,-0.15936449,-1.5002761,-1.4203774,0.041009817,0.40979597,0.8464217
0.3929818,1.0832331,0.18292099,-0.05090016,-2.4618223,6.396107,1.2470553,-2.502902,-1.8074471,-2.4298458,-2.0585704,-0.44549674,2.5101442,-3.2777736,-0.19187742,2.3086982,-0.20354441,-2.267334,-0.7147924,2.5759482,-0.52926064,1.5676361,-0.92889386,-0.6409133,1.2572929,-0.42515156,-0.43017063,2.054305,0.7212709,2.2199004,-2.5552979,1.6283772,2.6748831,-0.5659849,0.89956284,4.0707297,-0.53267276,0.33300862,-0.117205024,1.8851712,1.7100775,1.1903864,1.6583223,2.3025608,0.050887503,-0.36070606,-2.5535722,-0.51343113,1.976212,1.7316396,0.7422344,-0.52820295,0.9544941,-0.980695,-3.0511296,1.050583,-0.3184917
0.24787144,-0.32563475,2.0671017,-0.25680536,-1.3909909,10.2926445,1.866908,-4.1415176,2.2079875,-4.949205,-2.292672,1.3006637,-2.1583772,-0.06197162,-3.008883,-0.5002049,-2.1183944,-0.30936325,1.4276135,2.8059192,1.6417785,-0.31024414,2.8680518,1.753419,-1.1717732,3.9981546,1.0381508,2.9320164,0.14054002,0.972801,-3.4024389,2.0456932,0.24130066,-3.0481274,-2.0319242,2.513694,1.2516557,-3.1717215,0.68712234,-1.0805451,-0.89496183,-0.97573715,0.49191138,-0.7625793,-1.9508636,1.4602774,2.8312633,-0.8168659,0.20329623,-1.2359196,1.2183769,1.0963072,-1.6354061,2.4368014,0.23965666,-2.5617146,0.23094067
1.28617,-0.5367547,1.5319309,-0.60739124,-1.2426245,9.758009,0.5706327,-3.0346143,0.18175943,-5.3646173,-2.7871923,0.79426295,-0.6177416,0.113227256,-0.6588366,0.23716028,1.4577833,-0.014317087,1.6187426,-1.5604035,-0.60856646,-1.2207991,-0.60120237,-0.39772546,-1.715584,-1.0042548,0.19636415,-0.94562083,1.9183187,1.0817564,-0.73694277,-1.1161758,0.4115818,0.24221227,-0.5279487,-1.9081212,2.189447,0.35150725,1.357517,-0.8520512,2.2900033,1.3442922,-3.3033676,0.48854053,1.7543354,-1.2021348,0.7357613,1.9474362,-1.3898708,2.1474166,2.2909546,1.737089,0.87088186,-0.8222144,0.4020565,-1.8138144,-2.3616936
-0.30649817,-0.23339757,1.140004,-0.104647264,-1.02876,8.5937195,2.369978,-1.6903768,-2.013309,-4.0751204,-2.151753,-0.17765342,2.9005613,-2.5241234,-1.112032,-2.2579281,-3.4653752,0.08688471,-1.6713799,1.989661,0.5126034,1.759119,-1.9582974,2.3301349,-1.1739062,0.8528818,-1.8090588,1.0851799,-1.5968173,-0.5812388,0.41627252,0.4341434,0.11945765,-0.12100389,-1.2177795,3.4434295,2.495008,-0.33234796,0.2588211,-1.5265377,-0.6358114,-2.1251137,-0.012553609,0.6873355,-1.0073574,-1.241567,-0.9198843,0.9391799,5.08841,1.8269669,0.6080354,-1.6177064,1.4880835,0.88865495,0.6631449,0.47571647,0.8285131
-0.01830816,-0.4348659,2.0464458,0.5275035,-1.5657792,10.162363,1.9772269,0.22718678,3.0108604,-3.4159076,-0.6360033,0.07103615,-2.1278737,-1.5483739,-1.6903042,1.9351089,0.88567007,4.117471,1.5666668,-0.35192546,2.9108887,1.0354629,-0.7370538,-1.1203974,1.6811284,0.67566544,-1.0948831,1.487747,-1.7662637,0.40113908,-0.7449475,1.6556566,2.5933664,-1.9144485,0.1101626,3.3123808,0.97993666,-0.81151223,1.2263333,-0.19326799,-1.0862108,1.0953388,-0.49640247,-0.054988906,1.7480893,-1.3649718,-0.015265056,-0.25445452,-2.771798,2.1333957,1.8919504,-2.944015,-1.7992816,-2.0009286,-2.461364,-0.32275832,3.3931782
0.42811283,-2.1227217,1.8546169,-0.57876784,-0.10294194,10.662239,4.0762205,-3.4285493,1.5013249,-2.4395094,-2.5052078,0.08520727,0.08877859,0.51597255,0.69835716,-0.97512835,0.5180002,-0.46036872,-1.985172,3.1988401,-0.05815682,-0.37728852,3.4658763,-0.31329298,0.19928533,-1.629587,0.36957416,-0.81475806,-0.080781564,0.36961642,0.17992347,-1.2737963,-1.6246172,-0.9970103,-0.32021654,1.2074447,-0.79081476,-0.04670215,-3.226165,-2.8492029,-0.8457493,0.027058784,-0.632281,2.575677,-2.2227445,-4.5313354,-0.11731812,-1.0874497,3.7216017,2.3706825,-4.0708594,-0.85990345,-1.346875,0.18016171,-0.40263435,-1.1138523,2.1613424
-1.5941771,1.735721,2.3994212,-0.19533597,-2.308299,7.852649,2.8747506,-4.4346905,-3.5189073,-2.09852,-0.3094905,2.0313673,4.673072,-3.5269291,-3.492614,-1.443613,-2.1685836,1.4998037,-0.01732388,0.20632987,1.0582234,1.6472719,-1.6347232,-0.24010304,-0.58012515,2.55755,-1.353976,-0.3344156,-1.828495,4.7197556,0.9795054,0.36093003,0.3462316,-0.06273846,2.2331488,3.1379988,-3.3421636,1.2474304,-1.4788803,1.6380138,2.016915,0.5033899,-2.040358,-0.77753335,-3.192843,-0.38122216,2.5681944,-1.0100662,2.77089,1.216812,-1.3987743,-2.2238069,0.20492153,1.5956165,0.9545596,-2.939957,-3.3164055
-0.8412381,-0.5992425,1.4252088,-1.3630129,1.4294968,8.012308,4.7545805,-5.989306,2.4792306,6.92346,3.9221952,1.492806,-2.6319458,-0.5889189,-1.3183959,-0.76446635,1.0338217,-0.6991963,1.0844251,-0.08112813,-1.6546003,2.685476,-0.912597,0.35203707,-0.38329908,-1.129735,1.0677851,-0.56276697,0.18296923,1.1075605,0.09339016,1.2506338,-0.18653487,1.135308,0.13517143,0.95717466,-0.94897425,-0.39518836,0.20164952,0.15992634,0.04924419,-0.5397214,0.29297656,2.0478125,-3.5500722,-0.13832997,-0.5374967,-0.51241094,-1.30171,-0.31245622,1.6219635,-0.07545887,0.026958516,-0.4045818,0.5573514,0.2040409,0.28965956
-0.59693336,-0.63177437,1.5408833,-1.1979475,-1.1302499,9.78036,2.0492892,-3.1265295,-0.9071193,-1.7699895,-0.86695606,-0.66543955,4.340445,-1.6253343,-0.8731584,-0.5216487,-0.94142693,-0.90442765,-1.9377568,-0.072981246,0.23015828,-4.2231297,-2.380729,0.37784278,-2.4927483,-0.6638391,-0.5022699,-1.414056,-0.591781,-0.17224087,0.32376382,0.7960628,-1.438396,-0.06997829,1.2632792,1.6407647,-0.2553208,0.47212163,-1.629001,0.8933905,-0.1899283,0.248368,2.21617,3.9549923,-1.0313355,-0.04551305,1.6959324,2.6979947,-1.2922705,2.7756612,1.7442263,-0.7162067,0.41465393,-0.24387231,3.2270794,-0.5775553,-0.35376227
