GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	neuro_ceoff	neuro_ELBO_gain	neuro_pval	neuro_FDR
Erlin2_3	9928	2142	6.942e-01	-5.852e+00	4.205e+00	-8.412e-01	2.871e-01	4.486e-01	7.163e-01
Erp29_1	149105	19793	9.477e-01	4.967e+00	3.750e+00	2.261e+00	6.430e+00	3.358e-04	1.780e-02
Esd_4	28398	9129	9.201e-01	5.919e+00	3.829e+00	1.774e+00	1.422e+00	9.173e-02	3.365e-01
Evi5l_1	7973	1891	6.694e-01	2.180e+00	4.603e+00	2.306e+00	1.926e+00	4.967e-02	2.726e-01
Evl_3	4330	1674	8.375e-01	-3.906e+00	3.187e+00	-2.333e-02	-1.057e+00	1.000e+00	1.000e+00
Ewsr1_1	31452	7110	9.669e-01	6.304e+00	2.446e+00	8.234e-01	4.941e-01	3.202e-01	5.851e-01
Ewsr1_2	77290	8883	9.725e-01	-1.261e+00	2.188e+00	-3.411e-01	2.035e+00	4.364e-02	2.601e-01
Exoc1_3	5167	1202	3.912e-01	6.891e+00	2.294e+00	-8.403e-01	6.013e-01	2.728e-01	5.393e-01
Exoc6b_6	6056	3521	5.152e-01	6.645e+00	3.487e+00	3.300e-01	-9.370e-01	1.000e+00	1.000e+00
Exog_2	4588	487	3.802e-01	-1.719e+00	5.320e+00	-1.046e+00	1.692e+00	6.582e-02	2.984e-01
Exosc1_6	2708	1778	2.590e-01	7.421e+00	5.594e+00	-2.626e+00	1.340e-01	6.046e-01	8.607e-01
Ext2_3	19345	1284	6.143e-01	-6.830e+00	5.179e+00	3.276e-01	1.681e+00	6.670e-02	2.989e-01
Extl3_2	56952	1149	7.052e-01	-3.195e-01	2.236e+00	4.273e-01	7.886e-01	2.092e-01	4.710e-01
Faf2_2	7841	4155	4.545e-01	6.719e+00	3.382e+00	1.718e-01	-1.201e-01	1.000e+00	1.000e+00
Faf2_3	3154	888	5.152e-01	-5.735e+00	5.133e+00	-4.605e-01	1.646e-01	5.662e-01	8.195e-01
Fam109a_2	6132	2559	5.317e-01	3.382e+00	4.679e+00	5.080e-01	5.146e-01	3.103e-01	5.804e-01
Fam110b_4	3896	658	4.463e-01	-4.424e+00	5.321e+00	-6.170e-01	-6.458e-01	1.000e+00	1.000e+00
Fam118b_2	14735	4942	5.344e-01	1.450e+00	7.103e+00	-2.450e+00	2.209e+00	3.556e-02	2.334e-01
Fam118b_3	7194	1770	5.096e-01	4.462e+00	4.209e+00	-3.286e-01	1.031e+00	1.510e-01	4.053e-01
Fam13b_8	2828	1624	4.298e-01	8.152e+00	3.434e+00	-2.181e+00	1.465e+00	8.695e-02	3.265e-01
Fam155a_2	38753	1240	6.309e-01	-7.313e+00	4.613e+00	1.792e-01	-6.816e-01	1.000e+00	1.000e+00
Fam160a2_2	8206	482	3.636e-01	-8.184e+00	4.026e+00	5.947e-02	2.393e-01	4.891e-01	7.517e-01
Fam168a_7	18135	3221	8.650e-01	-9.986e-02	3.722e+00	-3.774e-01	-1.611e-01	1.000e+00	1.000e+00
Fam168b_1	6337	1118	6.529e-01	-7.202e+00	2.556e+00	-1.786e+00	1.408e+00	9.328e-02	3.365e-01
Fam171a1_2	60127	2780	6.639e-01	3.133e+00	4.624e+00	-2.038e+00	2.365e+00	2.963e-02	2.112e-01
Fam172a_4	4757	2362	3.030e-01	5.706e+00	5.475e+00	2.776e-02	-6.465e-01	1.000e+00	1.000e+00
Fam183b_1	2785	1013	1.074e-01	7.131e+00	5.986e+00	-1.881e+00	-6.702e-02	1.000e+00	1.000e+00
Fam188a_1	3664	1389	3.003e-01	5.063e+00	4.702e+00	7.038e-01	1.538e-02	8.608e-01	1.000e+00
