X_scVI1,X_scVI2,X_scVI3,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_umap1,X_umap2
0.20043343,1.1909077,-2.3189535,-3.9610405,-0.63972497,0.96693426,0.29050937,3.3560379,1.8269707,2.6388357,-1.5613748,1.1793517,-1.2585843,-2.3612633,-0.50483495,0.3135356,-1.6739364,-1.3040673,-1.50043,-0.73777336,-0.5576662,-1.3581328,0.28422377,-1.9835926,1.3995855,-0.31584865,-0.5946029,-0.5908436,-0.43152967,-0.20402582,-0.4881162,0.26052526,-1.0207419,-0.37640768,-1.002065,-1.3824382,-0.9004091,-0.33603105,0.4261815,1.5929952,-0.312022,-1.2974302,-0.4784791,2.2985098,-1.2248808,0.21261537,-0.3574532,-0.6611398,-0.09407725,1.6680101,-0.40606105,-1.535718,0.78061974,0.054918684,6.083144
1.2347648,3.214234,-1.3988626,-9.113843,-2.3211522,-1.5333017,-1.038447,2.4954653,-1.9875994,1.1383183,-0.24641429,-0.5855083,-1.2869763,-0.2752334,-0.5349532,1.3157268,-1.3936179,0.29148838,-1.4063307,1.0323919,-0.15349835,-0.88793457,-2.3091643,1.2526982,0.40310553,-0.92081255,-0.066869505,0.25581104,1.1324358,0.38220873,2.9997337,-2.9535034,1.087536,-0.49410737,0.20852824,0.9720514,-1.219936,0.54242617,-0.51338565,-0.64146215,-1.192357,0.16518669,1.3394707,0.47454023,-0.1619196,-0.42815554,2.286823,-0.24891014,1.1153153,1.9127194,1.2926439,-1.9346087,0.6836008,-0.0006008695,1.6580034
2.79066,2.1140895,-2.170522,-7.8802433,2.274428,-3.5626762,-2.8849006,-0.5087324,0.16618209,-0.5843346,0.40877634,1.1862376,-2.9405062,-0.2148415,-0.22280854,-0.6790277,-1.3628188,0.61390555,-2.2397246,-1.4041961,1.0437852,-0.9521341,-0.20661774,-0.34582213,1.1392949,-0.39358643,0.66445464,-0.7887799,1.7691668,-0.89535886,0.41763544,0.7649998,0.28413558,0.19961038,1.3267856,-1.9823515,-0.998185,1.9754239,0.5649028,0.40255415,0.1546785,0.3190552,0.29286426,-0.8588544,0.08829161,0.61945087,0.11314473,-0.8966266,1.7132081,-0.43989092,0.67221093,1.5849527,-1.6752102,-2.3273828,2.0789409
1.7092597,0.9702719,-2.582079,-3.319516,3.2934382,-0.89149994,3.1832924,2.636646,1.7023567,-1.9478335,1.2703449,2.1408446,-1.7372816,-1.5208547,0.45511588,-1.0377821,0.1646933,0.046640214,-2.825428,1.2623832,2.2309158,0.3250132,1.0477844,2.480778,-1.1407306,-0.23858409,1.7606719,-1.9039525,1.5540489,0.5365977,1.1747879,-0.7797599,-0.8789641,0.33824936,0.15199497,1.1872469,-2.4693687,0.2737442,0.58665377,-1.6364026,-0.09812394,0.60910517,0.62237525,-0.7866526,0.644238,0.89679337,0.41106543,1.0026495,-2.3247097,-2.0276892,-1.2012525,0.8327943,0.8114994,-3.0099683,5.7646227
1.4109976,2.1307652,-1.7183256,-5.2438564,-0.61480296,-0.012630159,3.3420842,2.7492476,1.3542715,0.4426894,-0.677128,0.1057311,-0.23474033,-1.5536394,0.6460757,-2.3016021,-0.015142536,-0.38426432,-0.88181746,-1.6277794,0.84645736,-1.0231596,1.4438018,0.7076229,3.0828629,-0.5540434,0.8238856,-1.8178065,0.5237789,-0.8386834,0.3391142,-0.454997,1.7748455,-0.10576367,-0.36811632,-1.3698497,-0.61665845,1.2885004,0.38881236,0.15497838,-0.6040173,-0.18023655,0.86064094,-1.7009668,0.37698546,-0.09493996,-1.649241,-1.2252231,-0.7596821,2.3690631,0.13062872,-1.815561,-0.96461546,-0.9771319,3.2054942
1.9845858,1.6520903,-1.7138877,-7.475879,0.49587098,-3.126724,-3.012987,-1.1627018,-0.9617397,0.951382,0.5414978,2.553782,-2.4783986,0.31933808,-0.4770627,-0.30577436,-1.6910754,0.13212329,-2.512178,-2.456171,0.8538957,1.6658635,-0.43170992,-0.5227733,0.86787313,-0.17054048,0.5491282,-0.17231159,0.6465267,0.43832514,-0.26889545,-0.11287065,-0.33427843,1.153606,-2.753337,0.30553058,-1.4171137,0.1433501,-0.2820516,0.5181728,0.7375086,0.83340234,-0.5413227,-1.0185598,0.89190465,1.505067,-0.8365877,-0.3284782,2.30523,0.77422136,-0.14453934,0.038038205,0.13869162,-1.934677,3.4294333
-0.25165033,2.5892994,-0.21625106,-5.288518,-6.068425,-0.10865255,-1.6228088,-2.6771514,1.0852425,-0.96728814,2.233119,-1.0028398,-0.5301714,-2.8160777,0.1821968,-1.6924251,2.1773865,1.2651515,-2.2028086,-0.7017279,-0.19184831,-0.64524984,0.3371091,0.09525894,0.35110945,-2.0382485,-1.0024488,-1.4119825,-0.21711212,-1.4185641,0.022861425,-0.96765774,0.042450678,0.0356964,-0.793358,0.019738672,-0.3470254,-1.4301019,-0.5738852,0.35350537,1.1996658,-2.0261579,0.3359067,-0.17645983,-0.3668789,1.4844266,-0.75463575,0.10870306,-0.8644464,0.4758074,-1.2857034,0.10492582,-1.1528072,-0.091721825,4.382422
1.264283,2.2048142,-2.5048106,-8.412172,-0.97405034,-2.3225625,-2.0972433,-0.8748454,0.04150152,1.6988266,-0.9143049,1.3637683,-1.7328591,-0.79626834,0.43720302,0.72530097,-1.3667479,0.61280334,-2.2705824,-0.67073,1.5336465,-0.3416932,0.52643174,-0.82355845,0.81051314,0.5153821,-0.3762968,-0.9469423,-0.31854683,0.78545696,-1.160547,-0.38701785,0.41075933,0.77746665,-1.1530405,-1.2484814,0.38204008,0.8677224,-2.6014423,1.2214012,-1.2938576,-0.098947324,0.2858291,-0.8509153,-0.6746207,1.3366627,-2.3422058,1.7494634,-0.044925533,0.63001925,0.31053284,-1.2050048,1.6885113,-0.64563084,3.0312665
1.5236523,1.0101492,-1.4115722,-6.0956664,-0.55665493,-2.7854521,-0.9241126,-0.7528358,-0.2782598,3.5207472,1.7893872,3.6733003,-1.0815251,0.02763286,-0.25825512,0.4323406,-1.5769457,0.8079316,0.22180581,-0.16611065,-1.0980979,1.1375643,-1.3678181,0.6063724,0.356297,-0.29352674,1.7984184,-0.826676,-1.1280684,-0.23989558,0.9607427,0.8694809,0.7554942,-1.1106653,-1.3452456,0.91118515,-0.7831323,-1.1209586,-0.06391477,-0.06760238,0.9218228,-0.49160084,-0.4172214,0.26572263,0.9676206,-0.008714684,-1.5100677,1.6565671,-0.1798261,-0.062104218,-0.6492827,1.0328609,-0.64907485,-1.8274273,4.8336535
1.5510011,0.7084459,-1.6634736,-5.327157,3.22026,-1.6303319,-0.29709172,-1.3684789,0.36434847,0.352886,-0.57388884,3.2512412,-2.7894104,0.8653077,0.6422551,-1.4364939,-0.5900131,0.65119416,-2.4183118,2.037272,0.9011714,0.21681248,0.2432778,-2.0697525,1.0140797,0.7787372,0.57421017,-1.1120929,1.0149546,-0.8508259,-0.7368988,1.076813,-0.9719123,0.018278288,-2.2852788,0.7008817,-0.8320779,-0.9414788,1.7019155,1.6593819,-0.6652963,-0.7427256,0.24763878,-0.26666576,-1.058438,0.4842181,-1.0836428,-0.0712493,0.772445,0.68543476,0.7345999,-0.35078144,0.33238506,-2.0478332,5.093893
1.8326044,1.186707,-1.987917,-5.200184,4.8121467,-1.7070669,2.8165352,1.3270899,0.844083,-0.18555395,-0.22262223,0.9866844,-3.26186,-0.7487545,0.86098564,-1.012825,-1.3752844,2.1643775,-1.6508111,0.90568495,-0.14776646,-1.3270826,0.60953206,-0.87137634,-0.3365672,-0.52647495,-0.22825511,0.021477055,-0.36274248,-0.8356617,1.7614557,-1.9775858,-1.2390575,0.6320016,1.4535314,0.24990681,-0.53178316,0.120272405,0.82929474,0.38315687,-0.48728773,-0.12071834,0.91204464,-1.0194849,-0.3223352,-0.04779035,0.64961094,-0.39861432,-2.2451994,1.1469516,1.2569985,0.627031,-0.2227596,-2.1666212,4.1236615
0.20201072,2.1321871,-2.3074236,-7.56224,-3.881675,0.47356716,-1.4896132,1.0278096,-0.4632248,1.78481,-1.7276461,0.50246906,-0.38659188,-0.8561047,-0.7093462,1.1795694,0.47423622,-0.5710043,-1.3543788,0.83144,0.06723678,-0.6933862,-1.2716202,-2.116894,0.2775149,-1.5454642,-0.84256786,0.26265886,1.3571159,-0.25098798,-0.32062405,0.42241815,-2.297985,-1.0338976,-0.31413838,-2.038105,-2.1032207,-1.5342683,-0.7224348,1.2475448,0.2514464,-0.19938667,0.46022004,0.5611696,1.2125652,0.3121261,-1.5453086,1.6461804,-2.2057698,-0.6186943,0.58208704,0.26054904,0.20274016,-0.083242856,3.372908
1.461226,0.971397,-0.76799554,-3.942663,2.397571,-0.13792917,1.2240403,-1.0626926,-0.892845,1.4475678,-1.0602815,0.5562266,-3.7946723,0.14170162,0.19847663,-1.6671166,0.9451882,1.7404102,-1.1852803,1.5358062,1.7966934,-1.2896245,0.65163755,-1.4082973,0.4199447,0.15992191,0.1681486,-1.5389212,0.96205467,0.3438598,1.4265327,-1.1564574,1.4420118,-0.935825,0.7387757,0.31543264,0.80909413,0.4082848,0.043986127,-0.192645,0.6870094,-1.8676378,-0.42484298,0.23445386,-0.8682244,-0.18045518,-2.5617604,0.6174224,-1.8046833,-1.073964,-0.21412095,0.25269285,-0.11519645,-1.5340792,4.820918
1.7693758,1.143837,-1.1517172,-4.5994244,4.2603636,-2.0549767,0.8539913,-0.32685688,-0.4074478,-1.4290833,-0.15019822,2.9235532,-1.914122,-0.5109023,-0.68453985,-0.92218703,-1.4261963,1.232729,-1.9244027,2.3644097,1.1104468,-1.2359535,1.4862194,0.5634509,-0.116667226,-0.05005928,1.3886874,-0.9668679,-0.5415554,-0.5629546,1.4359527,1.2922717,-1.9854462,0.5823958,0.57211345,-1.5694547,0.14141773,0.4170821,1.3764144,0.54136187,-0.08180216,0.5672109,0.1934627,-0.08601479,0.7674207,0.19823028,-0.63872975,0.7394235,0.22700678,0.67321646,-0.9537182,-0.46821985,0.2067638,-1.815745,4.6549377
2.1551337,1.2674925,-2.1990385,-6.318115,3.06531,-1.849093,-0.4616673,-0.8511887,1.0601081,1.2445551,-0.778067,2.6836615,-2.310885,-0.3099685,0.6411223,-1.7095022,-0.6049011,0.3050524,-2.4012506,2.5858204,0.7798823,-1.7302488,-0.121139504,-0.07117318,0.95484287,-0.5323506,0.5652471,-1.9472128,1.7388316,0.3814927,-0.41423643,-0.52390873,0.1168083,-1.9162254,0.37469938,-1.3035867,0.921649,-0.8995749,1.9859116,-0.18376198,0.9978563,2.0404384,0.90222234,-0.5387861,0.47111854,-0.81061363,-2.198599,-0.40097246,-1.2003499,0.0729864,0.6505976,-0.6066344,-0.6208276,-2.2903717,3.727689
1.7307148,1.8612309,-2.5734208,-7.1598697,0.7217928,-1.8792366,-2.247478,-1.2489555,-1.2042146,1.4561718,0.031032534,2.6674964,-1.3299582,-0.40283015,-0.1964219,-0.6312645,-0.8458349,0.24165569,-3.4165635,-0.71345484,2.2790732,0.9646216,-0.00571422,-0.13921425,-0.5417026,-0.28130275,0.27625653,-0.95343155,-0.99629575,1.1515514,0.98019475,0.030132782,-1.0347267,0.4689598,-0.8872185,-0.48844028,-0.042067684,2.0124774,-0.7357456,0.60529625,0.7379805,0.9114923,-1.9118593,-0.47206002,-0.058211613,1.2179117,-0.50626993,2.3804495,3.0458913,0.740057,0.66158736,-0.05942052,-1.0538031,-1.8825139,2.887758
0.19688785,1.0219777,-1.8293905,-7.159101,-2.176452,-1.5881374,-1.6333151,-0.19297741,0.35062575,3.7279348,1.6853943,2.3563259,1.3303093,-1.0044037,-0.44956335,0.46890938,-1.0219264,1.133285,-0.07369542,-0.5915247,0.5722887,2.7697847,-1.2612303,-1.4527897,-0.20575261,1.2938974,0.6435932,0.30833393,-1.4035344,-0.06845425,0.14190468,0.61628836,0.65345144,-0.14289567,-1.0129237,1.077206,-0.67351466,-0.24152228,0.45929572,0.2622005,-0.2947045,-0.24847351,0.74460727,-0.03464452,0.18881549,-0.55490774,0.8179115,-0.09171576,-1.0930775,0.09591903,0.50584555,-0.91696095,0.3961068,-0.051529873,6.0772233
1.2682753,1.3321192,-1.0139264,-3.1418295,0.3481041,2.148756,2.2949135,-2.2506497,0.8282394,1.3849494,-1.2315483,2.7380636,-1.2753545,-0.7250283,0.27229646,-1.6581422,2.1154442,0.323272,-2.033511,0.88180757,2.0048983,-0.82199603,1.6336155,-1.821876,0.8627103,-0.08903084,-0.3739787,0.15273435,1.077806,-0.79034966,-0.4015244,0.2747466,-0.023608098,-2.1157565,0.19942944,-0.85052544,0.29587206,0.51404357,1.6604681,-0.47810358,-0.3544434,0.58485776,-0.35625234,-1.4550979,-0.31667295,-2.1623633,-1.5812595,0.5516452,-1.3685054,1.578931,-0.94671714,-0.008397123,-1.9456581,-1.35219,4.75122
0.3880693,2.4195602,-1.1079721,-7.7932773,-3.032931,-2.847954,-3.2975078,1.261347,-2.3098588,1.707915,0.73937756,1.7820072,-0.035379563,-1.0549228,-0.8235003,-0.34950346,-1.6302551,0.49871385,-2.0979214,-0.21429913,0.5827618,-0.47668868,-1.125723,-0.24548474,1.7029302,1.2769431,0.45592967,0.47950596,-0.36024034,-0.115749694,0.42847177,0.049153432,-0.88744813,0.18166275,-0.8168611,-1.9553807,-1.4926739,-0.6504469,-1.4342936,-0.07382921,0.2497318,-0.1247487,-0.4210476,-0.8760111,0.360374,0.19771734,0.39200374,-2.0374558,-0.4060039,0.74357927,-1.0988442,0.12242598,-0.49669206,-0.104123466,4.1449914
1.5736592,0.43970814,-1.2501936,-4.5854464,4.732881,-2.355274,-1.457671,-2.076726,0.19272342,-0.12878712,-0.45147026,0.71007496,-2.4556115,-0.24148938,1.004351,-1.0505753,-0.555793,1.7110505,-3.4889717,0.7797684,0.43410417,-1.6798049,1.641641,-0.15158398,1.9248438,1.2307631,0.52035713,-1.6050218,-0.5048683,-0.6238273,-0.81473213,1.0808613,0.23016292,0.2935794,1.753909,-1.7479625,0.64403343,-1.208229,-0.27661994,0.35723078,0.719208,0.016724423,-0.8087337,0.7461909,-0.19594559,0.7888319,0.31728572,0.48017687,1.0608089,-0.15965168,0.45572048,-0.92464423,0.19014816,-1.9006689,5.096861
1.8190799,0.4805857,-1.7332115,-3.7232723,2.9024792,0.4058329,3.9947314,1.8141506,3.4459543,-0.65632576,2.645853,0.60252196,-1.278796,-0.48095283,1.1192315,0.17311358,0.9437919,1.8503096,-2.0067625,0.8545137,1.0031289,1.1598939,0.08513093,-0.21140839,0.38853654,-0.5436438,-1.1558512,-0.8768267,0.2707044,0.76504695,0.07200083,0.46389326,-1.5442926,0.1366154,-0.57628924,0.055022713,0.0417109,-0.1183698,0.9424963,-0.75258577,1.869264,1.8429047,-0.35540494,-1.3785629,0.84924257,0.4726311,1.172086,-1.0570191,0.60890645,1.0836565,0.1265274,-1.0828815,-1.4294221,-2.1755116,5.1724725
-0.15437776,1.8968382,-1.3647673,-4.8311434,-4.789615,1.468695,-1.0801435,-2.2578642,1.9047639,4.503318,2.9133635,1.2514663,-0.551159,-2.2636654,-0.25116035,-1.0883584,-0.9761608,0.5303537,0.3577169,0.670185,0.9348044,0.6328391,-0.003119406,1.0687988,0.27252683,-1.1217713,2.6957731,-1.2197999,-0.7119883,-0.036601316,-0.88679403,-0.27609402,-0.11900466,-1.278056,0.9533536,-0.6716551,-0.1302197,-0.36716902,-0.029420108,-1.3955351,0.35344234,0.79716057,0.6468203,1.2842772,1.0009744,0.5644455,0.70636284,-0.7270359,-0.43290976,0.6217693,-0.29555997,0.9085437,-1.209145,0.054476626,4.6255593
-0.5142813,2.1444266,-0.88437295,-4.6787314,-5.964387,1.9470634,-1.9642129,-1.2832947,1.1500001,-0.10073844,2.2368004,-0.9516351,-2.346207,-2.1474547,0.68696356,-0.98338836,0.40643036,-0.84625894,-2.7208602,1.0258446,1.3409835,-1.5238382,0.27856082,-0.41030943,-1.012931,-1.2728356,1.0135796,-1.9541246,-0.43048373,-1.1571153,0.1478077,-1.0221531,-0.4486473,-0.09855255,-0.33007792,-0.28306875,1.9403187,-0.62138087,-0.3328939,0.48986557,-0.17450967,-0.32229,0.877016,1.3373557,0.5344445,0.50579274,0.32215303,2.3922307,-1.6470665,0.7372416,-0.19028437,-0.3864707,-1.1100469,0.043059282,4.6246276
0.17004976,2.315296,-1.8219323,-6.1059966,-2.1281226,-0.8083368,-3.028752,2.5718095,-1.4205732,2.3402846,1.0088507,1.5796152,-1.2667437,-1.7097763,-0.3437521,0.31319445,-1.077065,0.75049776,-1.01541,1.8882782,1.7660831,-0.45028284,-0.9341835,-1.1496055,0.79818743,-1.1529181,0.41402692,-1.6565884,-0.08163612,-0.26331392,-1.022919,-0.35473844,-1.0062201,-0.32419407,0.19020766,-0.96574605,0.1938665,-0.61764735,-0.09482488,-1.2143756,-0.03883428,1.6034346,-1.6515368,-0.45764497,1.882757,0.8316547,0.02643116,-2.2760139,0.94575435,-0.39171246,0.29212293,0.95420617,-1.1871709,0.013910752,3.5631566
1.5400813,-0.62692827,-2.0237672,-4.939973,5.5007544,-2.6686544,-2.7279525,-0.5916578,3.3211498,3.832192,0.36680132,-0.62425226,-0.03039352,-0.06428477,0.119219705,-1.0499697,-0.7470492,0.96315247,-0.92960376,0.6469093,-0.2838284,0.41631353,0.4772749,-1.1626922,0.91920936,0.3393048,0.66263765,-2.1155229,-0.34461302,-0.40655267,0.55927765,-0.4406582,-0.2478244,-1.1053208,0.057319134,-0.4697201,0.6971415,-0.32796118,-1.0941389,-0.43928158,1.0680962,-0.64104575,1.0671014,-1.0246031,-0.1374351,0.06867598,0.8378815,0.18353704,0.45662788,1.4656736,0.21898778,0.33231798,0.8151304,-3.0515838,9.739942
1.5317483,4.1547494,-1.3145701,-8.764502,-5.4094157,-3.376463,-2.1791804,-2.637954,-1.2277704,-0.94378006,2.0832348,0.09885197,1.1321299,-1.5929989,-0.33639392,0.9170077,0.94919354,0.64949757,-2.545236,-1.9357133,-0.5205614,0.64297915,0.42406863,0.32044783,0.22383514,-0.43316633,-1.0391731,-1.0159719,0.2805662,-0.8009122,1.5868006,0.19041535,0.1408254,-0.3044669,-0.41566822,-0.4948104,-0.24762434,0.4698224,1.2209166,0.45431992,1.1216921,0.42951322,-0.7584337,-0.2707039,0.8786545,-1.8101418,0.945629,-0.29709497,-2.153629,-1.2819284,-1.6277248,-1.677551,-0.054419924,0.035519604,0.31236348
0.099261865,1.3468857,-2.2242684,-7.0489187,-3.27567,0.27759957,-2.635332,2.0273004,-1.9362768,-0.5447845,1.709567,-0.19422893,-1.0191957,-1.7956164,0.24374261,-0.43968752,-0.23089434,-0.95275664,-2.7040472,0.5824329,3.3580368,0.47525233,-2.3012404,-1.0352812,-0.37053347,0.3399825,1.8172823,-1.1011897,0.32226506,0.11155587,0.04079033,-1.1588076,-0.31950402,-1.3426627,0.7064522,0.44809297,0.644374,0.9031684,-1.5309383,0.726024,0.5268958,0.7487308,-0.72671205,-0.36826536,3.8994954,-0.7225031,0.2646319,-0.50001705,-0.51395226,1.2672837,3.390921,-1.1263416,0.017729886,0.025854465,5.8901234
1.3585091,0.52301,-1.6738822,-2.9585505,0.8453115,2.0912552,2.5327902,-1.6394794,0.46415576,-0.43871096,-0.8128526,3.4022403,-0.16817799,1.2185634,-0.27822837,-0.9394102,1.6936421,1.1461023,-1.7898715,0.7053218,0.100445494,-0.0035947908,2.053981,-1.8550113,-0.9271473,0.29208812,0.26193473,-0.75439924,-1.4304826,-0.6639044,1.7351476,-1.655081,-0.16791195,-1.9200535,0.02833951,-0.2732139,-0.121732615,-0.22076978,0.56744295,0.38606632,1.44123,-0.07880503,-0.69561225,-0.71618485,-0.32681262,-0.07097244,-2.1995556,-0.078219734,2.1400445,0.20830815,-1.4720579,-0.8348964,0.60225755,-1.9563894,5.1553674
2.188465,0.66630846,-3.1010756,-6.178548,3.639116,-2.5306764,-1.6673445,-0.95015085,2.0574093,1.1813477,-0.736848,0.62154925,0.3162358,0.7877475,0.8916494,-0.73610413,0.89170855,-0.29272056,-2.7407088,3.9351337,0.36155906,-1.7508229,0.4355641,-0.8781284,1.408781,0.9455763,-0.03442474,-1.0171405,0.534744,-2.096746,-1.0813729,0.44366795,-1.767587,0.12660983,-0.07329737,1.5128661,-0.30323082,-0.31699285,2.4580476,1.0862802,-0.33603698,0.76281834,-0.33977348,-0.4519264,-1.2726327,1.4752622,0.45687094,-0.64083755,-2.1817114,1.0392809,-0.27378994,-2.388896,-1.2354215,-3.1546404,5.837404
1.6408496,0.60527974,-2.3752542,-4.3705854,1.7982163,-1.606052,1.0544758,-0.008903118,0.7253086,1.6465198,-1.1556293,1.5780411,-4.202444,-0.38219446,0.54024047,-1.6844585,-0.31673765,0.9354985,-1.7453512,0.7723262,0.066023186,0.13731168,-0.64159316,0.26262465,-0.09503888,0.619019,0.7341507,-1.1690373,0.53732806,1.7213902,0.58271945,0.5627369,0.73287016,1.834328,0.24471639,-0.6353569,1.1510903,-0.48428664,-1.0579853,0.11924319,-0.6555858,-1.1434038,-0.8182664,-0.09864022,0.76344,1.2605815,-0.7194561,-0.563608,-1.6073914,0.6088306,-1.1189946,-0.7507307,-0.6210494,-2.9166474,5.749989
1.6527369,0.7324844,-1.8919523,-5.1260576,2.4449573,-2.3818305,-1.6948644,-1.7575637,0.21875863,0.8420411,-1.5575666,0.5698297,-1.308505,1.3286864,0.493958,-0.8817705,-0.62446713,1.8094499,-1.7376618,-0.01795595,-0.24906835,-0.06342293,-0.13185212,-1.0941925,1.9353555,-1.4883609,-0.52027756,-0.89524174,0.54644644,-0.09233871,-0.07523821,-0.38524136,0.28759828,-1.5643991,1.0613353,-0.36602107,-0.2770567,-1.9542286,2.1253428,-0.1693635,2.327901,-0.95908046,-0.26447916,0.47395822,0.5601383,-0.6433445,1.4419944,0.18823564,-0.6907888,-0.29437077,-0.8494685,-0.7995503,-0.87381154,-2.257571,5.09364
0.67106944,-0.34061962,-0.20061776,-0.30618644,1.3451464,1.487364,3.9294963,-4.554754,-3.2352786,1.5914065,1.076797,-2.5052009,0.21449655,-0.10499606,0.20252028,0.56020534,-2.152389,-1.3816806,-2.0516143,0.4102813,-0.07630985,-0.53484184,0.8274542,-0.66756237,0.90531045,-1.0291742,-0.33643848,0.15039815,1.8220193,0.8952396,-1.0433667,0.3425543,-1.4154786,-1.1381047,-0.50249547,-0.24096476,-1.3621597,0.39574412,-0.08371167,-0.32743323,0.06920335,-0.63874996,0.06728634,0.31800455,1.3508203,-0.33900377,-0.5921112,0.0814135,-0.35381803,0.24460174,-0.64743614,0.5266844,0.016629491,1.2460002,12.884225
-0.009358734,0.5296123,-1.8488109,-2.1447687,-1.2837574,4.5573144,2.9342656,2.465423,0.1207631,-0.024285601,-2.656772,1.4646688,1.6888738,-0.78601766,0.28936768,-1.0233291,-0.6331143,-0.10477515,0.811653,-0.84534746,1.3889455,-0.32351395,0.569094,1.2774602,2.1662269,0.3225333,0.9154711,-1.5939333,-0.69022965,0.89884806,-0.31799293,1.3028756,1.1557634,0.72918594,-2.1132908,-0.5340014,-0.14315215,-0.10503976,1.2262028,0.23077694,2.0992699,-0.62627745,-0.31109947,-1.0992061,0.92146945,-1.6247628,1.3039427,0.56811243,-0.14835785,1.8349133,0.9888483,-1.4378678,-0.49446976,0.09156924,6.5671206
0.87775403,-1.4933867,-2.0385594,-1.8298607,6.892438,-0.024275307,-0.9401779,1.6766051,2.5056767,0.13584812,1.1380877,-3.5781517,-0.2207579,-0.16731265,1.3235434,-1.1025178,-1.109253,0.86207485,-1.3518968,0.7355122,-0.52676606,0.7352119,1.4452305,-1.3030285,-0.3091872,0.8123094,-1.8600433,-0.16988534,-0.5827929,0.16038847,-0.4453423,-0.18094347,-0.8763629,0.6637483,1.3091434,-0.77571803,1.0881547,0.20840731,-0.7226534,-0.18605281,-0.3801489,-1.1553483,-1.5958515,-0.8112551,0.47755447,0.18624426,-0.30093205,0.5192494,-0.115651324,0.13332869,-0.9076987,0.02811201,-1.3274136,-3.0201173,11.140733
-1.327565,-0.30655652,-1.3149409,-1.7187997,-0.7432671,3.4336288,-3.278521,1.2461028,-3.0670955,1.3185173,0.85358024,0.8798765,0.70485115,0.024917172,2.13112,-0.09343878,-1.4808409,-0.6102853,-1.1893749,0.5098593,1.8869631,0.42248878,0.017899819,-0.59800136,-0.1395825,0.44681484,-0.9158368,0.20211215,-1.6816772,0.6729254,0.523565,0.7443083,-0.67419785,0.012736029,0.46870565,0.02295247,-2.0453656,0.2635973,0.7079652,0.22482593,-0.33366752,0.34063032,-0.007401318,-1.0744447,-0.024545187,-0.256666,-0.3824371,-0.27268517,1.0148286,-0.2294311,-0.1269569,0.3225526,0.22701183,1.6975232,8.5888815
0.6935018,-1.2452488,-0.84019244,-0.119633436,5.1424704,-0.22971597,-1.3822442,0.1496727,0.8175894,-2.731575,0.50223464,3.0145056,1.8666227,-1.8780057,0.2040542,0.25637093,-1.7683291,-0.72290576,-2.174657,1.3349345,0.67146784,-0.92970335,0.85064465,-0.46607557,0.5121674,0.54508924,1.4682164,-0.032406684,1.4564658,-0.515369,0.5658554,0.2829222,-0.6959431,-0.45396155,0.22368683,1.5121238,-1.0776247,-0.425017,0.21449503,-0.7722405,-1.654008,1.7233431,-0.061593153,-0.9718269,0.23770425,0.17809065,0.45396355,-0.21629742,0.80528736,0.21730316,-0.37948474,-0.1582613,-1.1011416,-1.2278217,13.1856785
-0.8310433,-0.19942898,0.5783837,3.9041011,-2.0327995,4.7447343,1.4896296,-1.0489291,2.4197884,0.14782535,-0.71433115,1.7916696,1.1494542,1.4490968,0.40490514,0.32689968,0.86497694,0.07120184,-1.4971107,-0.5044955,0.06832623,-0.10147741,-1.5697976,-0.7579192,-0.14725372,1.4972105,-0.2589435,0.026028827,0.3126509,2.1932492,1.1410431,-0.059434786,-0.342026,0.67258626,-0.5229157,0.54814005,-0.11540349,-1.525796,0.23880127,-2.5118682,0.36723775,1.2766943,-0.057053242,-0.84750056,0.40411642,0.2685431,-1.7098553,0.012903582,-0.26295057,-0.4452955,-1.0185056,0.28581068,-0.35119188,3.9520624,9.444328
-0.9794367,-0.9545576,-0.015256792,1.0207967,-2.6497133,2.715025,-1.8927917,-2.2789845,-0.33247852,-2.2648213,1.668899,-1.2006711,-1.105841,-0.85384125,0.11479042,-1.1574346,-1.2953858,1.2148417,1.2478104,-0.016781555,-0.9491916,-1.5026501,0.5453583,-1.52094,0.014860221,-0.41922775,-0.3335211,-1.2951773,1.8623844,-0.47042513,-0.2677285,-0.85071003,1.35966,-0.30632374,0.17463522,0.8964683,-1.3404466,0.058863953,-0.695179,0.5423505,-0.8034096,0.41122353,0.7115201,0.28253546,-0.08752572,0.52932596,-0.6036384,0.121145576,0.409208,-0.4703106,-0.90767014,-2.1242402,-1.2430289,3.6594377,10.525667
