	C_score	pval
Acap3_1	0.18610410055773818	0.0004997501249375312
Acap3_2	0.2670963413362736	0.0004997501249375312
Acap3_4	0.047163038446239924	1.0
Acat1_1	0.147457973311221	0.0004997501249375312
Acat1_2	0.10341940464451138	0.0004997501249375312
Acbd4_1	0.16921118483224173	0.9195402298850575
Acbd4_3	0.20159391782821312	0.7066466766616691
Acbd4_4	0.1918842780441532	0.784607696151924
Acbd5_2	0.013188155632825493	1.0
Acbd5_3	0.33957819703593406	0.11494252873563218
Acbd5_5	0.09996690861025614	0.30884557721139433
Acbd6_2	0.5633428315149857	0.0004997501249375312
Accs_1	0.3687855135886873	0.06846576711644178
Accs_2	0.39993266333601596	0.004497751124437781
Accs_3	0.3482691294173914	0.05897051474262868
Acd_2	0.11448735110797326	0.013493253373313344
Acd_3	0.11484956382836253	0.0009995002498750624
Acd_4	0.1614173688473216	0.0004997501249375312
Acer2_1	0.6407895015960401	0.0004997501249375312
Acin1_10	0.1849997845160244	0.7391304347826086
Acin1_12	0.1652100918013404	0.2318840579710145
Acin1_7	0.1820207887042934	0.1924037981009495
Acin1_8	0.2065085338536783	0.6661669165417291
Acin1_9	0.21368650350698948	0.6041979010494752
Acly_6	0.09173986264389711	0.0004997501249375312
Aco2_1	0.15945435954538056	0.0004997501249375312
Aco2_2	0.045491821446668745	0.38330834582708645
Aco2_3	0.040287553732057835	1.0
Aco2_4	0.057544513596574975	0.037481259370314844
Aco2_6	0.02114591689537315	1.0
Acot7_1	0.37921378042528076	0.0004997501249375312
Acot7_2	0.18189060109307065	0.0004997501249375312
Acot8_1	0.20837484416377594	0.0004997501249375312
Acox1_1	0.3935981058820509	0.0004997501249375312
Acox1_4	0.14919743776892602	0.0004997501249375312
Acox3_1	0.23402217063334851	0.4732633683158421
Acrbp_1	0.31192772454701456	0.1729135432283858
Acrbp_2	0.5624907192766858	0.0004997501249375312
Acrbp_3	0.16964738054352047	0.8150924537731135
Acsbg1_1	0.23761862861409988	0.45177411294352826
Acsf3_1	0.20585959992401315	0.07446276861569215
Acsf3_2	0.5448614840373902	0.0004997501249375312
Acsl1_1	0.1975229468712535	0.10444777611194403
Acsl3_1	0.06363027876466631	0.12993503248375812
Acsl3_2	0.16156412786553676	0.0004997501249375312
Acsl6_2	0.8599565472051717	0.0004997501249375312
Acsl6_3	0.07577979546835278	1.0
Acsl6_4	0.24494293245592047	0.3613193403298351
Acsl6_5	0.27217049136560534	0.0004997501249375312
Acsl6_6	0.5280920377939691	0.0004997501249375312
Acsl6_7	0.12355271216287278	0.01199400299850075
Acss1_1	0.15154723778510082	0.9765117441279361
Acss2_1	0.024594376720949995	1.0
Acss2_2	0.24456014548338045	0.04447776111944028
Acss2_3	0.5003228074953803	0.0014992503748125937
Actb_1	0.21719037932899954	0.0004997501249375312
Actb_2	0.33677137420193837	0.0004997501249375312
Actg1_nmdSE_1	0.5610463044983525	0.0004997501249375312
Actl6a_1	0.7484654256011707	0.0004997501249375312
Actl6b_2	0.023297728189062616	0.9880059970014993
Actl6b_4	0.05606717098250047	0.23638180909545228
Actl6b_5	0.03325786414975351	0.9850074962518741
Actl6b_6	0.006182740503379525	1.0
Actl6b_7	0.11127550635170746	0.0004997501249375312
Actn2_1	0.423680316238094	0.0024987506246876563
Actn2_2	0.5754161807485179	0.0004997501249375312
Actr10_1	0.04592109765613572	0.56071964017991
Actr1b_1	0.024132749143884746	1.0
Actr1b_2	0.04790882984884415	0.7811094452773614
Actr1b_4	0.0878867791657505	0.0004997501249375312
Actr2_1	0.24662072540522062	0.0004997501249375312
Actr3b_2	0.18659289761962794	0.10044977511244378
Actr3b_4	0.27852102002607515	0.0004997501249375312
Actr5_1	0.4432125954845313	0.0009995002498750624
Actr5_2	0.4633401870009153	0.0004997501249375312
Actr6_1	0.20600160361267417	0.0004997501249375312
