	scvi_1	scvi_2	scvi_3	scvi_4	scvi_5	scvi_6	scvi_7	scvi_8	scvi_9	scvi_10
SRR6534460	-0.17490321	0.9482428	0.22022521	0.6974807	0.11020267	-0.038412392	-0.2759965	-0.0013561845	-1.7822682	0.8946235
SRR6534461	0.25604582	0.29848722	0.5801929	0.7896689	0.5651115	0.8408348	0.14037398	-0.17019993	-2.4442124	0.4516192
SRR6534463	-0.0027239919	-0.3996839	-0.4997964	1.3785115	-1.2173948	3.047595	-0.5691677	0.16145283	-2.2120097	-0.44406885
SRR6534464	0.28261122	0.33860523	0.59514403	0.8335768	0.5991607	0.84482807	0.14307538	-0.24177808	-2.4442859	0.4130705
SRR6534465	0.18195367	-0.16938695	1.7944092	2.2694268	1.1943762	-2.3525991	0.57053447	-0.97974294	1.0561054	-1.9084945
SRR6534466	0.15784204	-0.17149569	1.764358	2.3471246	1.1909043	-2.3208807	0.56659096	-1.0356677	1.0950325	-1.9051106
SRR6534467	1.1601682	0.23948866	-0.33424592	-1.1759217	0.3404703	1.0548322	-0.25784934	0.49253464	0.7776714	-0.52626497
SRR6534468	1.1838253	0.26095712	-0.28566992	-1.1687804	0.28657496	1.0011094	-0.31542152	0.39287496	0.78007084	-0.6009123
SRR6534469	-1.1039035	0.6206737	0.26721728	0.18330395	-0.54659027	-0.9846144	-0.0516302	-0.18143553	-1.6033882	0.23751594
SRR6534470	-1.0379303	0.53431964	0.2583301	0.15972853	-0.55903375	-0.96468043	-0.05773866	-0.16012353	-1.6375978	0.2572975
SRR6534471	-0.7033077	2.3068295	-0.61508536	0.97472775	0.15309983	1.7841682	-1.2742372	-0.93094677	-0.9119363	1.6338239
SRR6534472	-0.6889153	2.2578697	-0.5504155	0.94798195	0.21280414	1.6595831	-1.1818109	-0.88564247	-0.93473244	1.4629042
SRR6534473	-0.0104628205	1.1393036	-0.44200408	-1.1300521	0.28223902	-0.08663273	0.1729204	1.5100744	-0.31686866	-1.0830476
SRR6534474	-2.191111	1.5129765	0.96341264	2.3875074	1.0271115	1.079468	-3.0845165	-0.27171582	0.60528964	-2.545912
SRR6534475	0.037676275	1.1643281	-0.4540999	-1.100652	0.2089448	-0.060899317	0.129971	1.4504702	-0.35528094	-1.1020095
SRR6534476	0.5734417	0.7734331	0.98502624	1.0151805	0.88498783	0.46898526	-0.45238012	1.3899823	-1.6840438	-0.2715122
SRR6534477	0.642701	0.7663729	0.9870458	1.0211223	0.8849757	0.5225932	-0.45839995	1.2816867	-1.7202556	-0.25618225
SRR6534478	-1.1681874	0.28163692	0.4311357	0.3370545	-0.52680767	-0.5075743	-0.08713588	0.3579126	-1.9821885	0.89817786
SRR6534479	-1.1960084	0.30204323	0.42232436	0.35273755	-0.55392706	-0.54338425	-0.123749435	0.3217137	-1.9759932	0.93648267
SRR6534480	0.86929977	0.48494685	-0.47015667	-0.95345354	0.07323462	0.5303449	-0.17516527	0.72323155	-0.79038274	0.021242462
SRR6534481	0.8488509	0.44770408	-0.4798088	-0.93749213	0.03075993	0.49758607	-0.18439358	0.66579247	-0.8165078	0.0015132353
SRR6534482	-0.44293094	0.17062697	-1.5569429	-1.6097385	-0.7030203	0.4571517	0.29724798	-0.22654611	-0.61150956	-0.73176974
SRR6534483	-0.3431533	0.14940485	-1.5467908	-1.5582908	-0.6740699	0.38941658	0.23700988	-0.14819115	-0.59080994	-0.6481369
SRR6534484	-0.845691	1.1327732	-0.9736726	-0.6443826	-1.4439067	-0.3615596	2.2698855	-0.48075396	-0.21561915	0.4745714
SRR6534485	-2.2551582	1.5771593	0.9589071	2.4383626	1.0071281	1.1593411	-3.1204083	-0.32690758	0.6540285	-2.6234362
SRR6534486	-0.90955454	1.1761131	-1.0385702	-0.6523765	-1.4521719	-0.3175485	2.2444978	-0.49583966	-0.21272999	0.45635027
SRR6534487	-0.22579032	-2.268424	-2.7422237	1.3144184	-1.1461718	2.465834	0.64568275	-0.934931	-0.29433423	-0.420425
SRR6534488	-0.1582877	-2.150825	-2.599041	1.3012964	-1.1153641	2.366458	0.6913521	-0.7509652	-0.2812941	-0.3632685
SRR6534489	0.7073897	-1.7232519	0.16429234	0.5574659	-1.239285	-0.626228	-2.1077437	-0.45021433	-0.27889055	-0.9172051
SRR6534490	0.69731534	-1.7378167	0.15982956	0.5958401	-1.2321817	-0.6284333	-2.0845807	-0.4682135	-0.2452789	-0.91966766
SRR6534491	-0.6581207	-1.3207271	-1.8243914	2.5314846	2.502441	-0.89368474	1.9876809	-0.5511312	0.24986333	3.2947538
SRR6534492	-0.6185494	-1.3340032	-1.7966688	2.5184646	2.5428758	-0.90991986	1.9935329	-0.5737347	0.24066693	3.249252
SRR6534493	-3.2089999	0.4617352	-1.7225494	1.2843333	0.23546308	1.2437637	0.1836884	2.3487928	3.2020233	1.2918872
SRR6534494	-3.211307	0.48940432	-1.701611	1.2956995	0.24450219	1.2563543	0.19717559	2.3274543	3.205848	1.2764617
SRR6534495	-0.5748282	-1.4163588	-3.1417267	1.3427006	0.8474333	-3.0638192	1.0030396	-0.5468244	1.0611103	1.0300474
SRR6534497	-0.5742375	-1.4661355	-3.156691	1.3711957	0.821192	-3.0856118	0.97940284	-0.545422	1.1028702	1.0184878
SRR6534498	-0.72574097	-1.4296569	-2.5986142	1.9360543	0.69812596	-0.47893724	1.2371451	-0.44407672	1.0475998	2.4252448
SRR6534499	-0.70698255	-1.4104415	-2.6653337	1.9844381	0.6931876	-0.52057564	1.312278	-0.55401975	1.0726755	2.3942604
SRR6534500	0.8272958	-1.791607	-0.11809367	0.85426545	-0.26219696	-1.0206015	-1.3964415	-0.6397225	0.13659674	-0.76664025
SRR6534501	0.81770676	-1.7127187	-0.03159511	0.80296695	-0.23353925	-0.93519545	-1.3636875	-0.663732	0.010883033	-0.7615624
SRR6534502	-2.480854	-1.36476	-2.211277	0.29931056	0.5636172	0.065054834	0.76275766	1.3753273	1.8068111	0.29126036
SRR6534503	-2.442103	-1.3685579	-2.2238936	0.23067904	0.57287395	0.039752245	0.76784873	1.3960022	1.8739135	0.24001615
SRR6534504	-3.1651058	-1.9025807	0.6426423	1.0837224	-1.1588669	-0.26501292	0.85079163	0.41643232	1.8718302	1.1784197
SRR6534505	-3.208568	-1.9611617	0.6113676	1.1171719	-1.1595798	-0.2343035	0.8757466	0.3773774	1.8660157	1.1968164
SRR6534506	1.215388	-1.9408165	0.2809628	0.80181277	-0.77606153	-1.4261265	-1.4069703	-1.159086	-0.118029356	0.17446755
SRR6534508	1.1877759	-1.8728472	0.2880547	0.7771672	-0.7458739	-1.3700047	-1.4099302	-1.0988834	-0.1700365	0.20313784
SRR6534509	-0.12862724	-2.0175586	0.8376728	0.888132	-1.1279209	-1.2227702	-1.981802	-1.9574242	-0.0064498186	-0.2305793
SRR6534510	-0.065579176	-1.9371362	0.8477648	0.8816637	-1.180249	-1.1655684	-1.9030542	-1.8792994	-0.029704988	-0.18988162
SRR6534511	0.08261266	-2.078247	0.8298795	0.838743	-1.0775763	-0.27587074	0.15063465	-0.5949928	1.0278933	1.6080695
SRR6534512	0.10165006	-1.9306831	0.83596176	0.8118049	-1.1026958	-0.27577966	0.11561942	-0.44990164	0.99306256	1.607893
SRR6534513	0.16187257	-2.8447633	-1.4302466	3.0525012	-0.7882547	-1.0545051	-3.2421994	-2.0800643	1.232691	0.44109136
SRR6534514	0.20841339	-2.8480148	-1.4174714	3.0784898	-0.830323	-0.96053004	-3.1764534	-2.0766494	1.1375015	0.43189985
SRR6534515	2.320852	-1.6782483	0.082044184	1.402583	-1.2382706	-0.31104857	-1.8412902	-1.7787459	1.3404405	-0.73776364
SRR6534516	2.2968655	-1.6685015	0.06773633	1.4043323	-1.2093483	-0.3473163	-1.8835559	-1.7512221	1.350033	-0.7123307
SRR6534517	0.7500348	-1.6891656	0.06537908	1.2103435	-1.9475832	-1.7869623	-2.1749647	-1.1920664	1.2300665	0.7925592
SRR6534518	-0.59909564	0.53315383	0.5015625	1.6857105	-0.08059287	0.5240328	-0.37082273	0.7139225	-2.0925875	0.47047746
SRR6534519	0.7314128	-1.6671301	0.052810133	1.2042228	-1.9011942	-1.8103592	-2.1539884	-1.1555479	1.2248156	0.8324528
SRR6534520	-3.129428	-0.74858046	-1.2316157	0.9313177	2.4059799	-0.2412177	1.9622455	1.4989953	1.436866	0.7894532
SRR6534521	-3.1616666	-0.7246823	-1.228943	0.91056526	2.4559262	-0.30146742	1.9407692	1.536598	1.4342887	0.716388
SRR6534522	1.3491871	-1.786987	0.5622047	0.43475473	-0.7093374	-0.44704807	-2.121544	-1.6574013	0.55251676	-0.8726255
SRR6534523	1.3394539	-1.767167	0.56308246	0.45823765	-0.7003039	-0.39268386	-2.0912948	-1.612181	0.5518947	-0.8658689
SRR6534524	0.54409134	-1.8021376	-3.141302	3.8300247	0.10891247	-1.3630475	-1.0416772	-3.2978585	2.455351	2.2402513
SRR6534525	0.47722867	-1.7566127	-3.0839982	3.7652302	0.12928104	-1.4350832	-1.1187356	-3.2098305	2.4348598	2.192641
SRR6534526	1.2793257	-1.5599357	-0.043636024	2.0439787	-0.8293911	-1.9594417	-1.1419325	-1.703038	2.0774295	-1.185469
SRR6534527	1.2210357	-1.5102755	-0.03973961	2.0591278	-0.85786855	-1.939255	-1.135813	-1.7351806	2.0479262	-1.1710992
SRR6534528	-0.6362656	0.7628865	-1.7342176	-1.6488713	-1.7524925	0.8427134	-0.45341504	-0.584469	2.5391538	1.470801
SRR6534529	-0.61702305	0.55251235	0.5086818	1.6236979	-0.0623973	0.5257018	-0.39558572	0.7280377	-2.0578215	0.48326755
SRR6534530	-0.54555064	0.7239672	-1.7047429	-1.6191992	-1.6459968	0.7994415	-0.4390691	-0.60430235	2.4903207	1.4730114
SRR6534531	-3.077525	-1.7997539	-2.2785673	2.3659968	0.9722487	-1.2003539	0.10039696	-0.7650339	2.4879243	-0.46599925
SRR6534532	-2.861792	-1.6417785	-2.1027415	2.2088943	0.887835	-1.1771035	0.14147693	-0.61173326	2.2609465	-0.440202
SRR6534533	0.44884652	-2.4529538	-0.882758	1.3174821	-0.8714932	-1.1885331	-2.0585537	-2.435497	1.3107297	-1.6177977
SRR6534534	0.40022984	-2.4382792	-0.90626085	1.3146447	-0.8204249	-1.192551	-2.1152701	-2.418058	1.2657588	-1.6375984
SRR6534535	-1.6051776	-1.6398054	-3.4921885	3.2296252	-1.0324031	-1.8710034	0.4408548	-1.4273882	1.7071779	-0.43378937
SRR6534536	-1.613905	-1.5960587	-3.4505115	3.2279606	-1.0493871	-1.8084428	0.39255106	-1.3498003	1.7104118	-0.41695702
SRR6534539	0.38566604	-1.500944	0.8860569	-0.13331318	-1.0049092	-0.08169192	-0.18405938	0.14470416	-0.06676066	1.6341035
SRR6534541	0.38375708	-1.5064346	0.88691205	-0.15437269	-0.9983169	-0.08892724	-0.14496663	0.107013285	-0.07108861	1.6590458
SRR6534542	-1.1979063	-2.4824944	0.9111495	-0.28970587	-0.8308332	-0.56853163	0.93065655	-0.89097995	0.4936003	1.27986
SRR6534543	-1.1708956	-2.4239373	0.92711776	-0.29623783	-0.8002157	-0.56471515	0.8824008	-0.8350758	0.53780323	1.3395319
SRR6534544	-1.177485	-2.0542445	0.90839064	-0.25333107	-0.77842265	0.20586306	1.2146621	0.010381043	1.3072855	1.0121489
SRR6534545	-1.2416537	-2.0382562	0.915221	-0.21403623	-0.7474938	0.16077393	1.1788191	0.043962955	1.2896898	1.0113024
SRR6534546	-2.1437423	-1.139605	-2.49313	1.5081686	0.19155395	-1.5314213	0.87616706	-0.83092374	1.688309	1.555227
SRR6534547	-2.1851935	-1.2264608	-2.5274224	1.5033838	0.27289343	-1.5894604	0.80698824	-0.8656178	1.786207	1.5365454
SRR6534548	-2.6103477	-0.44632876	-4.745938	1.5288068	1.5240848	-2.5633607	0.47008765	-2.378109	2.0673668	1.739818
SRR6534549	-2.6005766	-0.488382	-4.682601	1.515793	1.6052535	-2.6214044	0.42651618	-2.2909153	2.0328772	1.659429
SRR6534550	-0.043961048	-2.0074186	1.0723944	0.23350394	-0.50140846	-0.4042128	0.7563221	-0.27371174	1.2369542	1.6811192
SRR6534552	-0.04400897	-1.9874903	1.0483503	0.27648795	-0.5266199	-0.3630464	0.7302798	-0.22099084	1.2754233	1.7445111
SRR6534553	-0.015801132	-1.0104201	-0.063209474	2.0217547	-2.1335766	-2.2730021	-1.5925784	-2.3992603	1.25751	-0.9750849
SRR6534554	-0.09462398	-1.0443027	-0.1256091	2.0564785	-2.121363	-2.2226624	-1.5264697	-2.462581	1.3332508	-0.9441978
SRR6534555	-0.4069695	0.7116622	-1.0820276	0.11077976	0.6009505	-0.7993808	-0.04056233	-1.0172696	-2.4632862	0.9683155
SRR6534556	-0.40953314	0.716025	-1.0603633	0.13225019	0.6165532	-0.84540457	-0.06842047	-0.941467	-2.433561	0.90926445
SRR6534557	0.4425762	0.79314566	-0.5763962	-1.7130733	-1.6380881	0.9099409	-0.013016641	-2.2895415	1.3091731	0.7307535
SRR6534558	0.43290704	0.74380714	-0.45767915	-1.6780959	-1.5619175	0.7879712	0.012760997	-2.0678356	1.2232132	0.68820965
SRR6534559	-2.8193867	-1.9325621	0.34446973	1.8355626	-1.3307662	-0.8393391	0.50325125	0.93887794	2.1982038	2.335104
SRR6534560	-2.7037416	-1.9029464	0.37298173	1.7954589	-1.3719909	-0.8627529	0.52364767	0.9236312	2.1673849	2.3228614
SRR6534561	-1.8027272	-1.6898423	-2.2873752	2.11594	-0.044863105	-1.5751407	0.43061176	-0.3091175	1.7966864	2.1153207
SRR6534562	-0.5102237	2.8289905	-0.10114932	-0.18088728	1.1095898	2.8751073	-2.01613	1.069524	0.61261386	-0.46640092
SRR6534563	-1.859376	-1.6441437	-2.2694554	2.055736	-0.0031369925	-1.5182728	0.37197188	-0.2708227	1.7951221	2.0544794
SRR6534568	-2.1133704	-2.2442336	1.0132434	0.8186029	-1.0952086	-0.5533397	-0.898765	-0.55595523	2.2609835	1.1430706
SRR6534569	-2.1438184	-2.1649756	1.0416822	0.8127316	-1.0313189	-0.47118545	-0.95284337	-0.52375454	2.2813623	1.1640322
SRR6534570	1.186541	-0.9180202	-0.06264013	-0.91854596	0.18642795	-1.3311636	-1.7555099	-1.5881536	0.36594266	0.052491095
SRR6534571	1.2241597	-0.8378266	-0.012664199	-0.9001329	0.12444192	-1.2326161	-1.8142979	-1.5433981	0.3890124	-0.016989771
SRR6534572	-0.3679585	-2.6310182	0.76955336	0.39442623	-1.5086013	0.81066364	0.853687	-1.3373654	0.28132766	1.1233402
SRR6534574	-0.5061274	2.8613615	-0.1389544	-0.19473541	1.1139296	2.8283992	-1.9030945	1.0140936	0.59615296	-0.41534507
SRR6534575	-0.3552509	-2.6002097	0.7681804	0.41985	-1.5133468	0.7956173	0.77689666	-1.2862113	0.29007548	1.1422805
SRR6534576	-0.116285205	-0.6444422	-1.353513	-1.8146822	-1.0935142	-0.74130744	0.3740941	-0.8876156	0.666284	0.08400462
SRR6534577	-0.072791815	-0.5975009	-1.292478	-1.7740867	-1.0520535	-0.6714215	0.415218	-0.84473795	0.6139465	0.09875022
SRR6534578	-1.4625478	-2.5262556	0.5381989	1.2062441	-1.2706382	-0.025944531	1.0545586	-1.7257631	1.1662238	0.9402344
SRR6534579	-1.5110211	-2.550891	0.55806416	1.3082663	-1.3154669	0.037467837	1.0194081	-1.7302926	1.1983206	0.9994223
SRR6534582	-2.9639196	-2.6376653	-2.7044382	2.46105	-0.22610888	-1.8616753	0.43343952	-1.9040074	1.9620273	1.8552514
SRR6534583	-2.940609	-2.6567373	-2.6456618	2.4558024	-0.27357876	-1.893575	0.40591267	-1.9255142	1.9427865	1.796332
SRR6534586	-3.464764	-1.7350484	-0.01802659	1.7394024	-1.2338135	-1.9623857	0.36736184	-1.055949	2.1129563	0.5100845
SRR6534589	-2.650711	-2.065238	-2.6719904	1.9909793	-0.35521865	-1.616929	0.17119718	-1.3485072	2.3062088	0.8858292
SRR6534590	-2.5931349	-2.01716	-2.6281047	1.9358529	-0.29735678	-1.6248524	0.16374387	-1.2926204	2.2080708	0.8568975
SRR6534591	-0.13747281	-1.9276906	0.6167271	0.43890548	-0.89453053	-0.9349418	-1.9743493	-1.8943853	-0.02676636	-0.58461344
SRR6534592	-0.17997926	-1.9163274	0.61196923	0.40579998	-0.97990674	-0.9000996	-2.060295	-1.9162867	-0.012736142	-0.5787151
SRR6534593	-4.836076	-1.6678983	-2.2696028	1.6475269	1.929452	-3.8336575	1.1862571	-1.9388812	2.6169152	-0.7594872
SRR6534594	-4.71353	-1.6237935	-2.3424497	1.6113487	1.9434927	-3.7702088	1.1549222	-1.8906176	2.6151001	-0.76060903
SRR6534595	-3.580843	-3.2294502	-3.4275184	3.09157	1.5874088	-1.7846112	-0.30624574	-2.1052034	2.5198758	-0.37486488
SRR6534597	-3.4872384	-3.1866264	-3.3615246	3.0264068	1.6253972	-1.7494245	-0.25994575	-2.032361	2.4573934	-0.3933075
SRR6534598	-3.6429877	-1.804504	-2.578361	1.8188297	-0.12692451	-1.1682779	0.60130304	-0.32189745	3.0298753	0.2364553
SRR6534599	-3.6774278	-1.7605673	-2.7007828	1.7838959	-0.11139202	-1.143933	0.64361066	-0.39374095	3.0924103	0.24023686
SRR6534602	-0.74019116	-2.1773343	0.89360625	0.37648296	-0.826419	-0.06782395	-0.8092701	0.026353598	1.8947258	0.5620135
SRR6534603	-0.7528054	-2.2074065	0.8834188	0.36773562	-0.87882143	-0.109508455	-0.7603876	-0.02730298	1.8844213	0.58731997
SRR6534604	-1.5606949	-1.6838518	-3.04429	2.0937033	1.089632	-0.17220798	1.967258	-1.0003626	1.31727	2.8897421
SRR6534605	-1.4745009	-1.6604241	-2.8826575	2.0690894	1.0137196	-0.1877572	1.8923621	-0.9023358	1.2282596	2.8150964
SRR6534606	-0.15812886	-1.6928087	-3.8535142	2.728385	0.562122	-0.38880947	1.1438048	-2.429743	2.6288142	3.2230723
SRR6534608	-0.16011661	-1.6855605	-3.8070073	2.705114	0.49989665	-0.37075198	1.1143284	-2.3820822	2.6287363	3.2057614
SRR6534609	0.26057875	-2.0125515	-0.14876992	1.2650508	-0.6266534	-1.152561	-2.3073494	-2.3245037	-0.18220788	-0.33874702
SRR6534610	0.30332074	-2.0097394	-0.15234756	1.256544	-0.6698629	-1.1517646	-2.29494	-2.3499136	-0.1843884	-0.35346967
SRR6534611	-0.95145184	-2.3164587	-1.0596046	0.8247489	-0.48781192	1.0259211	0.10711357	-0.4470833	-2.0290368	0.37239397
SRR6534612	-0.93551093	-2.3189836	-0.9937328	0.7995709	-0.5361421	1.0649514	0.11795977	-0.4205107	-1.9810092	0.34248316
SRR6534613	0.096595734	-1.067765	0.07464051	1.4639693	-0.77073306	-1.6076	-1.6806061	-1.0238471	1.5508537	-0.8563585
SRR6534614	0.11731255	-1.0958209	0.04852605	1.4955472	-0.77804023	-1.5859666	-1.697808	-0.9507198	1.5714672	-0.813547
SRR6534615	1.0445507	-1.1882774	0.7571709	1.4692229	-0.764127	-0.9709532	-2.005007	-1.6756947	0.174218	-0.043022454
SRR6534616	1.0935051	-1.1753422	0.7590629	1.442676	-0.8026097	-0.9471878	-1.9762971	-1.6524932	0.12538558	-0.029150352
SRR6534617	-0.74401194	-1.6147683	-2.4066978	1.9823576	0.112054706	-2.6101003	0.6077442	-0.8447296	1.4861405	0.91085047
SRR6534619	-0.79995114	-1.6395211	-2.4985764	2.098815	0.20109224	-2.6466932	0.6296578	-0.9302284	1.5627532	1.027937
SRR6534620	-3.2677274	-0.54939353	-2.4088469	0.30806231	0.81802416	0.67129916	1.1166747	1.024936	1.4600444	1.8074521
SRR6534621	-3.2547958	-0.53547645	-2.405119	0.3130356	0.85265505	0.61590284	1.1062684	0.9779103	1.4249458	1.8104975
SRR6534622	-0.2226156	-1.9052545	0.1445033	0.72170687	-0.8798393	-1.6359336	-1.5662267	-1.3905957	-0.08020741	-0.24819033
SRR6534623	-0.24386865	-1.8995749	0.0856238	0.70880544	-0.95130014	-1.7447281	-1.6875997	-1.473577	-0.005669832	-0.36901885
SRR6534624	-3.5562778	-2.2901134	0.7487589	0.7523141	-0.9362859	0.867166	0.012869716	-2.2550626	2.2571566	1.2995015
SRR6534625	-3.5415478	-2.2822766	0.7288072	0.76670206	-0.9368479	0.8933659	0.005111754	-2.2984552	2.2647345	1.3835423
SRR6534626	-2.1404908	-1.8296757	-1.9140515	1.1521939	-0.3767433	-0.4555922	1.2559226	1.4327313	3.1540744	0.045580223
SRR6534627	-2.110819	-1.7952051	-1.9149919	1.064146	-0.36507767	-0.4245982	1.1970515	1.417876	3.07851	0.023895666
SRR6534628	-1.9174471	-1.8771647	-2.706568	2.614842	1.2817225	-1.6903477	0.8961984	-1.4436758	1.0315573	2.0406983
SRR6534630	-1.8937378	-1.9063488	-2.65525	2.5648088	1.297759	-1.6828382	0.89869386	-1.3493869	1.0826993	1.9409517
SRR6534631	0.55050504	-1.3562623	0.48609167	0.93769014	-1.0588791	-0.89418113	-2.2849438	-0.89039546	0.36329967	-0.028776392
SRR6534632	0.6071738	-1.3900949	0.4957244	0.91518223	-1.0613623	-0.81420696	-2.2721214	-0.9125342	0.38048106	-0.053574443
SRR6534633	0.84362745	-1.3555571	0.15276307	0.82011116	-1.5306401	-1.0549604	-2.295314	-1.6610255	0.18527228	0.5863594
SRR6534634	0.85612184	-1.4029661	0.108537674	0.8816391	-1.5315856	-1.0165529	-2.2615616	-1.705585	0.16869491	0.5529022
SRR6534635	-1.6352408	-2.4941268	0.79219955	0.43226647	-0.9604746	-0.53200984	-0.39300454	-0.9687696	1.3680875	1.5589122
SRR6534636	-1.6372588	-2.57767	0.7932175	0.4487499	-0.923038	-0.53720677	-0.37449306	-1.0014386	1.3306634	1.5665934
SRR6534637	-2.4208827	-1.7643005	-2.3410683	1.6341754	0.67698026	-0.029469848	1.3551474	1.1002427	2.233743	-0.03180848
SRR6534638	-2.4174967	-1.7870747	-2.3524737	1.5754167	0.7370868	-0.018330753	1.2781255	1.0469204	2.1764262	-0.049022034
SRR6534639	-0.9817472	-2.0897236	-2.171229	2.5758276	-0.06905538	-0.7039638	1.4626875	0.30043614	1.5030313	0.25512606
SRR6534641	-0.9726234	-2.0198774	-2.0754638	2.5000024	-0.053020835	-0.69802517	1.4627824	0.38306242	1.3922501	0.2733078
SRR6534642	-2.6808453	-1.8028346	-0.16286314	1.742066	-1.6227694	-0.08561525	-0.20676571	0.3406542	2.2789085	1.2844707
SRR6534644	-0.5839637	-2.536456	0.059830308	1.0272306	-0.42125413	-0.6205051	-2.4389493	-1.5999277	0.22315985	-1.0112505
SRR6534645	-0.53006905	-2.4517813	0.104332924	0.9902785	-0.411414	-0.63574743	-2.4556394	-1.5470636	0.20984417	-0.9587455
SRR6534646	-0.4555207	-1.6269327	0.5570218	0.44114172	-1.524436	-0.16702735	0.38385168	0.29036766	0.8745056	1.4402453
SRR6534647	-0.47492748	-1.5627823	0.54435897	0.45269382	-1.5122324	-0.24234852	0.37310135	0.34948313	0.82097083	1.435579
SRR6534648	0.44730443	0.79093707	0.75454473	0.7306272	-1.6950263	1.6993184	-0.63559085	-2.661565	4.1786675	1.2570986
SRR6534649	0.43578517	0.7895534	0.77257967	0.70988953	-1.6769481	1.6593463	-0.68999153	-2.5780928	4.159992	1.2968068
SRR6534650	-0.9267841	-2.2674098	-2.9046984	3.3261466	1.1643205	-1.611742	1.1145809	-1.0923476	1.9967754	2.043612
SRR6534652	-0.86847407	-2.19812	-2.8699493	3.3091254	1.1043817	-1.6346774	1.1387215	-1.0307236	2.0123708	1.9874196
SRR6534653	-0.46314222	-2.1083603	1.160617	1.2951015	-0.62818336	0.34843332	2.4458697	-1.868036	1.8980496	0.76002604
SRR6534654	-0.4793771	-2.0706887	1.155477	1.3172845	-0.66120476	0.26284534	2.397447	-1.8619714	1.8350947	0.7304188
SRR6534655	-2.0040617	-0.8070954	-4.161252	2.105554	1.3374188	-2.2584379	0.41788042	-1.6265562	1.4638307	0.23598146
SRR6534656	-2.0440826	-0.80083084	-4.1791368	2.0873942	1.3265945	-2.2690055	0.43671677	-1.6256518	1.4940927	0.17163812
SRR6534657	-3.5824618	-0.9679738	-3.4706206	0.8432349	0.7719127	1.7088842	0.9587311	-0.077471316	2.2469862	1.9338802
SRR6534658	-3.543869	-0.9781817	-3.3745189	0.86570454	0.7884679	1.6829989	0.94521314	-0.024273396	2.211774	1.8981541
SRR6534659	-0.66423506	-1.9889745	-2.0264456	0.6497022	-1.3479764	1.5559063	0.8263941	0.03013426	-1.9018226	0.25553918
SRR6534660	-0.6359969	-2.00319	-2.0477371	0.64038694	-1.3261623	1.5477386	0.81558436	-0.0002604723	-1.8782706	0.24748321
SRR6534661	0.34842783	-2.1718092	0.70333344	0.5284625	-0.8698633	0.85458606	1.4627011	-0.6165654	1.4812543	0.8120217
SRR6534663	0.33649063	-2.1172376	0.6946711	0.59074485	-0.94787943	0.82770497	1.4120386	-0.55209845	1.4753463	0.8526639
SRR6534664	1.0010476	1.3259958	-0.4815024	-0.979411	1.6939247	-0.15091792	0.16067177	-0.9284186	-0.0333398	0.5019963
SRR6534665	1.0227085	1.2970024	-0.45085526	-0.9752811	1.7027199	-0.200549	0.115742564	-0.893887	0.005769789	0.5770241
SRR6534666	-0.13599962	-1.9373136	0.8982228	0.7566279	-1.5263767	0.55735594	1.4205503	-2.2402327	1.043504	1.4309171
SRR6534667	-0.12164295	-1.9231178	0.86514294	0.7371315	-1.5164249	0.54718107	1.3950162	-2.1381173	1.0270314	1.3811449
SRR6534668	-1.5709391	0.17933622	-4.259425	2.3393793	0.9103638	-1.8360412	0.58225834	-0.6173083	1.4427569	1.3615314
SRR6534669	-1.5274677	0.13587105	-4.1588893	2.2650018	0.9189508	-1.8753912	0.6044042	-0.5682338	1.343281	1.3162379
SRR6534672	0.5746461	-1.4191307	0.1545307	1.0369934	-1.0957755	-1.2236478	-2.4499211	-0.61535555	0.59551746	0.348956
SRR6534674	0.60808563	-1.4017496	0.18820632	1.0101033	-1.054252	-1.2256737	-2.3611526	-0.6245763	0.5570522	0.3720734
SRR6534675	1.4231064	-1.499183	0.04045421	1.053677	-1.7582059	-0.49750865	-1.8685093	-0.5668747	0.89270765	-0.47841132
SRR6534676	1.441581	-1.4113472	0.07016957	1.0707979	-1.8197684	-0.5355748	-1.8702769	-0.5619826	0.8844488	-0.49365067
SRR6534677	0.6444543	-1.9561499	-0.67367923	1.7436768	-0.8297314	-1.5622649	-1.617408	-1.6589956	0.77691406	-1.1004275
SRR6534678	0.6706093	-1.9943415	-0.6753913	1.7463163	-0.8643559	-1.5437617	-1.6068802	-1.709605	0.829989	-1.1110126
SRR6534679	0.6045234	-2.270444	-0.2624756	1.3923513	-0.8960509	-0.96120226	-1.5678647	-1.2382736	0.3929749	-0.87556875
SRR6534680	0.6315489	-2.2379847	-0.26540446	1.3597575	-0.8958137	-0.9385489	-1.5105488	-1.1707788	0.3990317	-0.87957585
SRR6534681	-3.8907828	-0.4014737	-3.482945	2.3429193	1.1175432	-1.9217677	1.0650167	-1.7130272	1.501976	1.2343763
SRR6534682	-3.8401265	-0.41628093	-3.4919086	2.292739	1.0882356	-1.952996	1.0655136	-1.6945429	1.5304716	1.1995127
SRR6534683	1.5126188	-2.3742146	-0.029032767	0.98698676	-0.13207912	-0.8429384	-1.6973715	-0.9034489	0.22039706	-0.73615676
SRR6534686	1.4842807	-2.3762054	-0.072243154	0.9840107	-0.18797415	-0.8388132	-1.7430601	-0.9472007	0.3125679	-0.79142904
SRR6534687	-3.0364733	-0.27312052	-1.8290942	0.5997213	0.82566154	0.65007955	1.223908	1.5177151	1.3330534	0.36794412
